EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1575665229.355061,23486.000,3595,5,ER,1,100,1.696648
1575665229.355061,23486.000,3595,5,ER,1,100,1.689195
1575665229.355061,23486.000,3595,5,ER,1,100,1.685288
1575665229.355061,23486.000,3595,5,ER,1,100,1.665992
1575665229.355061,23486.000,3595,5,ER,1,100,1.674855
1575665229.421695,23542.000,3614,2,ER,1,100,1.680454
1575665229.488330,23598.000,3614,2,ER,1,100,1.681864
1575665229.552585,23652.000,3633,2,ER,1,100,1.717635
1575665229.616840,23706.000,3633,2,ER,1,100,1.683878
1575665229.683475,23762.000,3651,1,ER,1,100,1.683717
1575665229.753680,23821.000,3668,2,ER,1,100,1.711150
1575665229.823884,23880.000,3668,2,ER,1,100,1.699468
1575665229.890519,23936.000,3687,2,ER,1,100,1.663374
1575665229.957154,23992.000,3687,2,ER,1,100,1.683032
1575665230.023788,24048.000,3703,2,ER,1,100,1.691049
1575665230.090423,24104.000,3703,2,ER,1,100,1.649517
1575665230.154083,24157.500,3721,2,ER,1,100,1.651611
1575665230.217743,24211.000,3721,2,ER,1,100,1.694755
1575665230.280808,24264.000,3739,1,ER,1,100,1.705913
1575665230.349823,24322.000,3757,2,ER,1,100,1.677795
1575665230.418838,24380.000,3757,2,ER,1,100,1.700394
1575665230.484878,24435.500,3775,2,ER,1,100,1.722953
1575665230.550917,24491.000,3775,2,ER,1,100,1.696527
1575665230.619932,24549.000,3793,2,ER,1,100,1.673445
1575665230.688947,24607.000,3793,2,ER,1,100,1.702167
1575665230.751417,24659.500,3811,2,ER,1,100,1.710787
1575665230.813887,24712.000,3811,2,ER,1,100,1.669336
1575665230.878142,24766.000,3830,1,ER,1,100,1.668732
1575665230.946562,24823.500,3848,2,ER,1,100,1.705067
1575665231.014981,24881.000,3848,2,ER,1,100,1.702811
1575665231.083401,24938.500,3865,2,ER,1,100,1.666154
1575665231.151821,24996.000,3865,2,ER,1,100,1.689719
1575665231.219645,25053.000,3881,2,ER,1,100,1.708008
1575665231.287470,25110.000,3881,2,ER,1,100,1.675096
1575665231.351130,25163.500,3899,2,ER,1,100,1.668571
1575665231.414790,25217.000,3899,2,ER,1,100,1.701200
1575665231.477855,25270.000,3917,1,ER,1,100,1.703899
1575665231.545085,25326.500,3935,2,ER,1,100,1.664301
1575665231.612315,25383.000,3935,2,ER,1,100,1.671189
1575665231.680734,25440.500,3953,2,ER,1,100,1.698783
1575665231.749154,25498.000,3953,2,ER,1,100,1.687141
1575665231.817574,25555.500,3971,2,ER,1,100,1.664502
1575665231.885993,25613.000,3971,2,ER,1,100,1.694674
1575665231.950843,25667.500,3990,2,ER,1,100,1.711069
1575665232.015693,25722.000,3990,2,ER,1,100,1.668288
1575665232.078758,25775.000,4008,2,ER,1,100,1.665428
1575665232.141823,25828.000,4008,2,ER,1,100,1.689478
1575665232.209648,25885.000,4026,1,ER,1,100,1.690041
1575665232.277473,25942.000,4043,2,ER,1,100,1.651531
1575665232.345298,25999.000,4043,2,ER,1,100,1.677675
1575665232.414312,26057.000,4061,2,ER,1,100,1.710143
1575665232.483327,26115.000,4061,2,ER,1,100,1.696406
1575665232.548177,26169.500,4077,2,ER,1,100,1.674049
1575665232.613027,26224.000,4077,2,ER,1,100,1.709055
1575665232.676092,26277.000,4095,2,ER,1,100,1.715138
1575665232.739157,26330.000,4095,2,ER,1,100,1.672276
1575665232.806982,26387.000,4113,1,ER,1,100,1.680897
1575665232.875401,26444.500,4132,2,ER,1,100,1.703375
1575665232.943821,26502.000,4132,2,ER,1,100,1.700676
1575665233.013430,26560.500,4150,2,ER,1,100,1.679850
1575665233.083040,26619.000,4150,2,ER,1,100,1.703133
1575665233.149080,26674.500,4168,2,ER,1,100,1.714211
1575665233.215120,26730.000,4168,2,ER,1,100,1.680253
1575665233.276995,26782.000,4186,2,ER,1,100,1.675016
