EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1575664583.366004,116841.000,19958,12,AX,1,100,-0.756
1575664583.366004,116841.000,19958,12,AX,1,100,-0.752
1575664583.366004,116841.000,19958,12,AX,1,100,-0.750
1575664583.366004,116841.000,19958,12,AX,1,100,-0.752
1575664583.366004,116841.000,19958,12,AX,1,100,-0.751
1575664583.366004,116841.000,19958,12,AX,1,100,-0.754
1575664583.366004,116841.000,19958,12,AX,1,100,-0.763
1575664583.366004,116841.000,19958,12,AX,1,100,-0.754
1575664583.366004,116841.000,19958,12,AX,1,100,-0.755
1575664583.366004,116841.000,19958,12,AX,1,100,-0.754
1575664583.366004,116841.000,19958,12,AX,1,100,-0.762
1575664583.366004,116841.000,19958,12,AX,1,100,-0.759
1575664583.405769,116874.500,19974,2,AX,1,100,-0.756
1575664583.445534,116908.000,19974,2,AX,1,100,-0.761
1575664583.489057,116944.667,19992,3,AX,1,100,-0.751
1575664583.532581,116981.333,19992,3,AX,1,100,-0.753
1575664583.576105,117018.000,19992,3,AX,1,100,-0.757
1575664583.617254,117052.667,20010,3,AX,1,100,-0.756
1575664583.658404,117087.333,20010,3,AX,1,100,-0.762
1575664583.699554,117122.000,20010,3,AX,1,100,-0.768
1575664583.741099,117157.000,20028,3,AX,1,100,-0.760
1575664583.782645,117192.000,20028,3,AX,1,100,-0.755
1575664583.824190,117227.000,20028,3,AX,1,100,-0.751
1575664583.861778,117258.667,20046,3,AX,1,100,-0.747
1575664583.899367,117290.333,20046,3,AX,1,100,-0.751
1575664583.936956,117322.000,20046,3,AX,1,100,-0.757
1575664583.976127,117355.000,20064,3,AX,1,100,-0.758
1575664584.015298,117388.000,20064,3,AX,1,100,-0.755
1575664584.054470,117421.000,20064,3,AX,1,100,-0.757
1575664584.094432,117454.667,20083,3,AX,1,100,-0.749
1575664584.134395,117488.333,20083,3,AX,1,100,-0.748
1575664584.174358,117522.000,20083,3,AX,1,100,-0.758
1575664584.219860,117560.333,20100,3,AX,1,100,-0.749
1575664584.265362,117598.667,20100,3,AX,1,100,-0.756
1575664584.310864,117637.000,20100,3,AX,1,100,-0.751
1575664584.351618,117671.333,20118,3,AX,1,100,-0.763
1575664584.392372,117705.667,20118,3,AX,1,100,-0.750
1575664584.433126,117740.000,20118,3,AX,1,100,-0.754
1575664584.470715,117771.667,20136,3,AX,1,100,-0.750
1575664584.508303,117803.333,20136,3,AX,1,100,-0.752
1575664584.545892,117835.000,20136,3,AX,1,100,-0.750
1575664584.582689,117866.000,20153,3,AX,1,100,-0.751
1575664584.619487,117897.000,20153,3,AX,1,100,-0.757
1575664584.656284,117928.000,20153,3,AX,1,100,-0.750
1575664584.697829,117963.000,20170,3,AX,1,100,-0.759
1575664584.739375,117998.000,20170,3,AX,1,100,-0.750
1575664584.780920,118033.000,20170,3,AX,1,100,-0.753
1575664584.822070,118067.667,20188,3,AX,1,100,-0.756
1575664584.863219,118102.333,20188,3,AX,1,100,-0.748
1575664584.904369,118137.000,20188,3,AX,1,100,-0.755
1575664584.945321,118171.500,20206,2,AX,1,100,-0.758
1575664584.986273,118206.000,20206,2,AX,1,100,-0.752
1575664585.027818,118241.000,20224,4,AX,1,100,-0.773
1575664585.069363,118276.000,20224,4,AX,1,100,-0.750
