RD,TS_received,TS_sent,AK,RoundTrip,
121834,121841,2019-12-06_16-36-29-247943,121844,7,
126942,126950,2019-12-06_16-36-35-297873,126953,8,
132050,132060,2019-12-06_16-36-41-362642,132064,10,
137158,137165,2019-12-06_16-36-47-472814,137168,7,
142266,142273,2019-12-06_16-36-53-510638,142276,7,
147374,147381,2019-12-06_16-36-59-571829,147384,7,
152482,152491,2019-12-06_16-37-05-640292,152494,9,
157590,157598,2019-12-06_16-37-11-690985,157602,8,
162698,162732,2019-12-06_16-37-17-836312,162737,34,
167806,167812,2019-12-06_16-37-23-866100,167815,6,
172914,172937,2019-12-06_16-37-29-916020,172941,23,
178022,178029,2019-12-06_16-37-35-995536,178032,7,
183130,183137,2019-12-06_16-37-42-053610,183140,7,
188238,188263,2019-12-06_16-37-48-174013,188266,25,
193346,193362,2019-12-06_16-37-54-229281,193366,16,
198454,198529,2019-12-06_16-38-00-366826,198532,75,
203562,203568,2019-12-06_16-38-06-390665,203572,6,
208670,208677,2019-12-06_16-38-12-458090,208681,7,
213778,213784,2019-12-06_16-38-18-545914,213787,6,
218886,218899,2019-12-06_16-38-24-598234,218907,13,
223994,224002,2019-12-06_16-38-30-696319,224005,8,
229102,229139,2019-12-06_16-38-36-787912,229143,37,
234210,234216,2019-12-06_16-38-42-840990,234221,6,
239318,239326,2019-12-06_16-38-48-894647,239329,8,
244426,244432,2019-12-06_16-38-54-964269,244437,6,
249534,249541,2019-12-06_16-39-01-075125,249545,7,
254642,254649,2019-12-06_16-39-07-111907,254652,7,
259750,259757,2019-12-06_16-39-13-167878,259761,7,
264858,264867,2019-12-06_16-39-19-272882,264870,9,
269966,269973,2019-12-06_16-39-25-316810,269976,7,
275074,275080,2019-12-06_16-39-31-375313,275085,6,
280182,280188,2019-12-06_16-39-37-469781,280191,6,
285290,285298,2019-12-06_16-39-43-537585,285301,8,
290398,290405,2019-12-06_16-39-49-622543,290408,7,
295506,295512,2019-12-06_16-39-55-653634,295515,6,
300614,300691,2019-12-06_16-40-01-787902,300695,77,
305722,305729,2019-12-06_16-40-07-800764,305732,7,
310830,310838,2019-12-06_16-40-13-862815,310842,8,
315938,315946,2019-12-06_16-40-19-922687,315949,8,
321046,321055,2019-12-06_16-40-25-966992,321059,9,
326154,326160,2019-12-06_16-40-32-023403,326163,6,
331262,331267,2019-12-06_16-40-38-071303,331270,5,
336370,336449,2019-12-06_16-40-44-230590,336452,79,
341480,341494,2019-12-06_16-40-50-198534,341495,14,
346588,346596,2019-12-06_16-40-56-245429,346599,8,
351696,351706,2019-12-06_16-41-02-303743,351709,10,
357082,357186,2019-12-06_16-41-08-700949,358792,104,
362204,362227,2019-12-06_16-41-14-779120,362230,23,
367312,367319,2019-12-06_16-41-20-833809,367324,7,
372420,372425,2019-12-06_16-41-26-868775,372428,5,
377528,377535,2019-12-06_16-41-32-920887,377539,7,
382636,382643,2019-12-06_16-41-38-999144,382646,7,
387745,387753,2019-12-06_16-41-45-056927,387756,8,
392853,392862,2019-12-06_16-41-51-108686,392865,9,
397961,397966,2019-12-06_16-41-57-160415,397969,5,
403069,403076,2019-12-06_16-42-03-249915,403080,7,
408177,408183,2019-12-06_16-42-09-281298,408187,6,
413285,413300,2019-12-06_16-42-15-371224,413303,15,
418393,418445,2019-12-06_16-42-21-485467,418448,52,
423501,423506,2019-12-06_16-42-27-475792,423509,5,
428609,428615,2019-12-06_16-42-33-566166,428618,6,
433717,433725,2019-12-06_16-42-39-633966,433728,8,
438825,438830,2019-12-06_16-42-45-677521,438835,5,
443933,443968,2019-12-06_16-42-51-774192,443971,35,
449041,449065,2019-12-06_16-42-57-783891,449068,24,
454149,454156,2019-12-06_16-43-03-851058,454161,7,
459776,459784,2019-12-06_16-43-10-546403,459787,8,
464920,464928,2019-12-06_16-43-16-637795,464931,8,
470028,470187,2019-12-06_16-43-22-685717,470191,159,
475136,475169,2019-12-06_16-43-28-794342,475173,33,
480244,480250,2019-12-06_16-43-34-803414,480253,6,
485352,485358,2019-12-06_16-43-40-874992,485361,6,
490460,490468,2019-12-06_16-43-46-942209,490472,8,
495568,495576,2019-12-06_16-43-53-017590,495579,8,
500676,500689,2019-12-06_16-43-59-076231,500700,13,
505784,505790,2019-12-06_16-44-05-102919,505793,6,
510892,510900,2019-12-06_16-44-11-159084,510903,8,
516000,516008,2019-12-06_16-44-17-256553,516011,8,
521108,521114,2019-12-06_16-44-23-277351,521117,6,
526216,526222,2019-12-06_16-44-29-340591,526225,6,
531324,531330,2019-12-06_16-44-35-393676,531333,6,
536432,536440,2019-12-06_16-44-41-443750,536444,8,
541540,541546,2019-12-06_16-44-47-531551,541549,6,
546648,546679,2019-12-06_16-44-53-613499,546682,31,
551756,551777,2019-12-06_16-44-59-640301,551782,21,
556864,556871,2019-12-06_16-45-05-690258,556875,7,
561972,562137,2019-12-06_16-45-11-881546,562140,165,
567080,567242,2019-12-06_16-45-17-838201,567245,162,
572188,572195,2019-12-06_16-45-23-864661,572198,7,
577296,577304,2019-12-06_16-45-29-933442,577307,8,
582404,582410,2019-12-06_16-45-35-977873,582413,6,
587512,587520,2019-12-06_16-45-42-032973,587524,8,
592620,592627,2019-12-06_16-45-48-121010,592633,7,
597728,597735,2019-12-06_16-45-54-189857,597738,7,
602836,602843,2019-12-06_16-46-00-236222,602846,7,
607944,607950,2019-12-06_16-46-06-320799,607954,6,
613052,613057,2019-12-06_16-46-12-376951,613060,5,
618160,618167,2019-12-06_16-46-18-443220,618170,7,
623268,623274,2019-12-06_16-46-24-506445,623278,6,
628376,628381,2019-12-06_16-46-30-557388,628384,5,
633484,633492,2019-12-06_16-46-36-614267,633496,8,
