RD,TS_received,TS_sent,AK,RoundTrip,
324871,324877,2019-12-06_16-53-07-969839,324880,6,
329979,329987,2019-12-06_16-53-14-063893,329991,8,
335087,335094,2019-12-06_16-53-20-133944,335097,7,
340195,340201,2019-12-06_16-53-26-217735,340204,6,
345303,345310,2019-12-06_16-53-32-290228,345313,7,
350411,350420,2019-12-06_16-53-38-367337,350423,9,
355519,355527,2019-12-06_16-53-44-447809,355530,8,
360627,360636,2019-12-06_16-53-50-523622,360640,9,
365735,365742,2019-12-06_16-53-56-610485,365745,7,
370843,370914,2019-12-06_16-54-02-764710,370917,71,
375951,375992,2019-12-06_16-54-08-804839,375995,41,
381059,381066,2019-12-06_16-54-14-830051,381069,7,
386167,386174,2019-12-06_16-54-20-912911,386178,7,
391275,391283,2019-12-06_16-54-26-995089,391286,8,
396383,396390,2019-12-06_16-54-33-075723,396393,7,
401491,401498,2019-12-06_16-54-39-159465,401503,7,
406599,406606,2019-12-06_16-54-45-238529,406610,7,
411707,411714,2019-12-06_16-54-51-316060,411717,7,
416815,416821,2019-12-06_16-54-57-385929,416826,6,
421923,421931,2019-12-06_16-55-03-468574,421935,8,
427031,427039,2019-12-06_16-55-09-541876,427042,8,
432186,432194,2019-12-06_16-55-15-664451,432197,8,
437294,437348,2019-12-06_16-55-21-803705,437351,54,
442402,442409,2019-12-06_16-55-27-827701,442413,7,
447510,447516,2019-12-06_16-55-33-912338,447521,6,
452618,452626,2019-12-06_16-55-39-994336,452630,8,
457726,457733,2019-12-06_16-55-46-065595,457737,7,
462834,462840,2019-12-06_16-55-52-132339,462844,6,
467942,467952,2019-12-06_16-55-58-218606,467955,10,
473050,473057,2019-12-06_16-56-04-299340,473062,7,
478158,478166,2019-12-06_16-56-10-378393,478169,8,
483266,483274,2019-12-06_16-56-16-456563,483278,8,
488374,488380,2019-12-06_16-56-22-549662,488384,6,
493482,493489,2019-12-06_16-56-28-611876,493493,7,
498590,498760,2019-12-06_16-56-34-810456,498765,170,
503698,503713,2019-12-06_16-56-40-775594,503716,15,
508806,508811,2019-12-06_16-56-46-844265,508814,5,
513914,513924,2019-12-06_16-56-52-912260,513927,10,
519022,519029,2019-12-06_16-56-59-007102,519032,7,
524130,524144,2019-12-06_16-57-05-087197,524147,14,
529238,529244,2019-12-06_16-57-11-159802,529248,6,
534346,534352,2019-12-06_16-57-17-251807,534357,6,
539454,539462,2019-12-06_16-57-23-335690,539465,8,
544562,544571,2019-12-06_16-57-29-415423,544576,9,
