RD,TS_received,TS_sent,AK,RoundTrip,
23154,23159,2019-12-06_16-47-08-965941,23162,5,
28508,28514,2019-12-06_16-47-15-328192,28518,6,
33616,33622,2019-12-06_16-47-21-402332,33625,6,
38724,38728,2019-12-06_16-47-27-489626,38732,4,
43832,43837,2019-12-06_16-47-33-559763,43840,5,
48940,48946,2019-12-06_16-47-39-644876,48950,6,
54048,54128,2019-12-06_16-47-45-816914,54131,80,
59156,59175,2019-12-06_16-47-51-824491,59178,19,
64264,64272,2019-12-06_16-47-57-868426,64275,8,
69372,69378,2019-12-06_16-48-03-953218,69381,6,
74480,74486,2019-12-06_16-48-10-048888,74489,6,
79588,79596,2019-12-06_16-48-16-134032,79599,8,
84696,84703,2019-12-06_16-48-22-219774,84706,7,
89804,89811,2019-12-06_16-48-28-288082,89815,7,
94912,94918,2019-12-06_16-48-34-362534,94921,6,
100020,100027,2019-12-06_16-48-40-465305,100030,7,
105128,105134,2019-12-06_16-48-46-541747,105137,6,
110236,110241,2019-12-06_16-48-52-620732,110244,5,
115344,115351,2019-12-06_16-48-58-681160,115354,7,
120452,120488,2019-12-06_16-49-04-789046,120491,36,
125560,125567,2019-12-06_16-49-10-847933,125570,7,
130668,130676,2019-12-06_16-49-16-918923,130679,8,
135875,135889,2019-12-06_16-49-23-117813,135894,14,
140983,140990,2019-12-06_16-49-29-182300,140995,7,
146091,146147,2019-12-06_16-49-35-330302,146151,56,
151199,151213,2019-12-06_16-49-41-358415,151217,14,
156307,156314,2019-12-06_16-49-47-443826,156317,7,
161415,161423,2019-12-06_16-49-53-511272,161427,8,
166523,166530,2019-12-06_16-49-59-586984,166533,7,
171631,171639,2019-12-06_16-50-05-659693,171642,8,
176739,176785,2019-12-06_16-50-11-782126,176788,46,
181847,181854,2019-12-06_16-50-17-816082,181858,7,
186955,186962,2019-12-06_16-50-23-899611,186966,7,
192063,192071,2019-12-06_16-50-29-987581,192074,8,
197171,197178,2019-12-06_16-50-36-057280,197181,7,
202279,202285,2019-12-06_16-50-42-131458,202289,6,
207387,207394,2019-12-06_16-50-48-203044,207397,7,
212495,212519,2019-12-06_16-50-54-304498,212522,24,
217603,217612,2019-12-06_16-51-00-368953,217615,9,
222711,222718,2019-12-06_16-51-06-439343,222721,7,
227819,227825,2019-12-06_16-51-12-521445,227829,6,
232927,232933,2019-12-06_16-51-18-598962,232937,6,
238035,238202,2019-12-06_16-51-24-834403,238205,167,
243143,243186,2019-12-06_16-51-30-799210,243189,43,
248251,248259,2019-12-06_16-51-36-841713,248262,8,
253359,253366,2019-12-06_16-51-42-916717,253369,7,
258467,258475,2019-12-06_16-51-48-987153,258478,8,
263575,263581,2019-12-06_16-51-55-056268,263584,6,
268683,268689,2019-12-06_16-52-01-139271,268694,6,
273791,273798,2019-12-06_16-52-07-196121,273802,7,
278899,278908,2019-12-06_16-52-13-276764,278911,9,
284007,284015,2019-12-06_16-52-19-353428,284018,8,
289115,289122,2019-12-06_16-52-25-424504,289125,7,
294223,294231,2019-12-06_16-52-31-509053,294234,8,
299331,299337,2019-12-06_16-52-37-579731,299341,6,
304439,304444,2019-12-06_16-52-43-660740,304448,5,
309547,309593,2019-12-06_16-52-49-786152,309597,46,
314655,314666,2019-12-06_16-52-55-819954,314670,11,
319763,319770,2019-12-06_16-53-01-896597,319773,7,
