EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1575665229.375289,23503.000,3603,12,GY,1,100,0.092
1575665229.375289,23503.000,3603,12,GY,1,100,-0.610
1575665229.375289,23503.000,3603,12,GY,1,100,-0.275
1575665229.375289,23503.000,3603,12,GY,1,100,0.275
1575665229.375289,23503.000,3603,12,GY,1,100,1.740
1575665229.375289,23503.000,3603,12,GY,1,100,1.007
1575665229.375289,23503.000,3603,12,GY,1,100,-0.641
1575665229.375289,23503.000,3603,12,GY,1,100,-2.258
1575665229.375289,23503.000,3603,12,GY,1,100,-2.563
1575665229.375289,23503.000,3603,12,GY,1,100,-1.312
1575665229.375289,23503.000,3603,12,GY,1,100,-0.122
1575665229.375289,23503.000,3603,12,GY,1,100,0.244
1575665229.417332,23538.333,3622,3,GY,1,100,0.366
1575665229.459376,23573.667,3622,3,GY,1,100,1.038
1575665229.501419,23609.000,3622,3,GY,1,100,0.793
1575665229.539893,23641.333,3641,3,GY,1,100,0.427
1575665229.578367,23673.667,3641,3,GY,1,100,-0.641
1575665229.616840,23706.000,3641,3,GY,1,100,0.610
1575665229.657694,23740.333,3658,3,GY,1,100,1.160
1575665229.698547,23774.667,3658,3,GY,1,100,0.763
1575665229.739401,23809.000,3658,3,GY,1,100,0.854
1575665229.781048,23844.000,3676,3,GY,1,100,0.671
1575665229.822694,23879.000,3676,3,GY,1,100,0.336
1575665229.864341,23914.000,3676,3,GY,1,100,0.793
1575665229.905393,23948.500,3693,2,GY,1,100,0.427
1575665229.946445,23983.000,3693,2,GY,1,100,0.977
1575665229.985712,24016.000,3711,4,GY,1,100,0.580
1575665230.024978,24049.000,3711,4,GY,1,100,0.366
1575665230.064245,24082.000,3711,4,GY,1,100,1.190
1575665230.103512,24115.000,3711,4,GY,1,100,1.221
1575665230.141589,24147.000,3729,3,GY,1,100,2.441
1575665230.179666,24179.000,3729,3,GY,1,100,2.014
1575665230.217743,24211.000,3729,3,GY,1,100,0.549
1575665230.260183,24246.667,3747,3,GY,1,100,0.092
1575665230.302624,24282.333,3747,3,GY,1,100,-1.434
1575665230.345063,24318.000,3747,3,GY,1,100,-0.946
1575665230.386314,24352.667,3765,3,GY,1,100,-0.336
1575665230.427564,24387.333,3765,3,GY,1,100,-0.153
1575665230.468814,24422.000,3765,3,GY,1,100,0.305
