EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1575664583.347012,116825.000,19951,8,PG,1,100,13278
1575664583.347012,116825.000,19951,8,PG,1,100,13249
1575664583.347012,116825.000,19951,8,PG,1,100,13206
1575664583.347012,116825.000,19951,8,PG,1,100,13274
1575664583.347012,116825.000,19951,8,PG,1,100,13276
1575664583.347012,116825.000,19951,8,PG,1,100,13277
1575664583.347012,116825.000,19951,8,PG,1,100,13286
1575664583.347012,116825.000,19951,8,PG,1,100,13302
1575664583.385787,116857.667,19969,3,PG,1,100,13303
1575664583.424563,116890.333,19969,3,PG,1,100,13296
1575664583.463339,116923.000,19969,3,PG,1,100,13306
1575664583.503697,116957.000,19985,3,PG,1,100,13301
1575664583.544055,116991.000,19985,3,PG,1,100,13287
1575664583.584414,117025.000,19985,3,PG,1,100,13278
1575664583.625563,117059.667,20003,3,PG,1,100,13273
1575664583.666713,117094.333,20003,3,PG,1,100,13258
1575664583.707863,117129.000,20003,3,PG,1,100,13313
1575664583.749012,117163.667,20021,3,PG,1,100,13291
1575664583.790162,117198.333,20021,3,PG,1,100,13229
1575664583.831312,117233.000,20021,3,PG,1,100,13291
1575664583.869296,117265.000,20039,3,PG,1,100,13320
1575664583.907280,117297.000,20039,3,PG,1,100,13261
1575664583.945265,117329.000,20039,3,PG,1,100,13252
1575664583.983645,117361.333,20057,3,PG,1,100,13256
1575664584.022025,117393.667,20057,3,PG,1,100,13262
1575664584.060405,117426.000,20057,3,PG,1,100,13280
1575664584.101159,117460.333,20076,3,PG,1,100,13254
1575664584.141913,117494.667,20076,3,PG,1,100,13249
1575664584.182667,117529.000,20076,3,PG,1,100,13271
1575664584.225399,117565.000,20094,3,PG,1,100,13283
1575664584.268131,117601.000,20094,3,PG,1,100,13273
1575664584.310864,117637.000,20094,3,PG,1,100,13279
1575664584.351618,117671.333,20111,3,PG,1,100,13275
1575664584.392372,117705.667,20111,3,PG,1,100,13274
1575664584.433126,117740.000,20111,3,PG,1,100,13260
1575664584.470715,117771.667,20129,3,PG,1,100,13259
1575664584.508303,117803.333,20129,3,PG,1,100,13254
1575664584.545892,117835.000,20129,3,PG,1,100,13302
1575664584.582689,117866.000,20147,3,PG,1,100,13323
1575664584.619487,117897.000,20147,3,PG,1,100,13268
1575664584.656284,117928.000,20147,3,PG,1,100,13283
1575664584.697829,117963.000,20164,3,PG,1,100,13325
1575664584.739375,117998.000,20164,3,PG,1,100,13315
1575664584.780920,118033.000,20164,3,PG,1,100,13301
1575664584.822070,118067.667,20181,3,PG,1,100,13310
1575664584.863219,118102.333,20181,3,PG,1,100,13312
1575664584.904369,118137.000,20181,3,PG,1,100,13292
1575664584.945321,118171.500,20199,2,PG,1,100,13312
1575664584.986273,118206.000,20199,2,PG,1,100,13301
1575664585.029005,118242.000,20217,3,PG,1,100,13296
1575664585.071738,118278.000,20217,3,PG,1,100,13301
1575664585.114470,118314.000,20217,3,PG,1,100,13293
1575664585.152454,118346.000,20236,4,PG,1,100,13287
1575664585.190439,118378.000,20236,4,PG,1,100,13278
1575664585.228423,118410.000,20236,4,PG,1,100,13286
1575664585.266407,118442.000,20236,4,PG,1,100,13266
1575664585.303996,118473.667,20254,3,PG,1,100,13260
1575664585.341584,118505.333,20254,3,PG,1,100,13284
1575664585.379173,118537.000,20254,3,PG,1,100,13294
1575664585.417949,118569.667,20272,3,PG,1,100,13282
1575664585.456724,118602.333,20272,3,PG,1,100,13287
1575664585.495500,118635.000,20272,3,PG,1,100,13293
1575664585.535858,118669.000,20290,3,PG,1,100,13279
1575664585.576217,118703.000,20290,3,PG,1,100,13272
1575664585.616575,118737.000,20290,3,PG,1,100,13269
1575664585.657527,118771.500,20307,2,PG,1,100,13251
1575664585.698479,118806.000,20307,2,PG,1,100,13275
1575664585.740024,118841.000,20325,4,PG,1,100,13320
1575664585.781569,118876.000,20325,4,PG,1,100,13291
1575664585.823115,118911.000,20325,4,PG,1,100,13301
1575664585.864660,118946.000,20325,4,PG,1,100,13295
1575664585.906206,118981.000,20341,3,PG,1,100,13292
1575664585.947751,119016.000,20341,3,PG,1,100,13293
1575664585.989296,119051.000,20341,3,PG,1,100,13282
1575664586.031435,119086.500,20359,2,PG,1,100,13331
1575664586.073574,119122.000,20359,2,PG,1,100,13348
1575664586.111855,119154.250,20378,4,PG,1,100,13313
1575664586.150136,119186.500,20378,4,PG,1,100,13336
1575664586.188417,119218.750,20378,4,PG,1,100,13387
1575664586.226698,119251.000,20378,4,PG,1,100,13355
1575664586.265474,119283.667,20396,3,PG,1,100,13315
1575664586.304250,119316.333,20396,3,PG,1,100,13306
1575664586.343025,119349.000,20396,3,PG,1,100,13306
1575664586.382592,119382.333,20414,3,PG,1,100,13311
1575664586.422159,119415.667,20414,3,PG,1,100,13300
1575664586.461726,119449.000,20414,3,PG,1,100,13302
1575664586.502481,119483.333,20432,3,PG,1,100,13302
1575664586.543234,119517.667,20432,3,PG,1,100,13300
1575664586.583988,119552.000,20432,3,PG,1,100,13307
1575664586.625138,119586.667,20450,3,PG,1,100,13281
1575664586.666288,119621.333,20450,3,PG,1,100,13285
1575664586.707438,119656.000,20450,3,PG,1,100,13283
1575664586.745422,119688.000,20467,3,PG,1,100,13281
1575664586.783406,119720.000,20467,3,PG,1,100,13272
1575664586.821390,119752.000,20467,3,PG,1,100,13269
1575664586.863332,119787.333,20485,3,PG,1,100,13256
1575664586.905272,119822.667,20485,3,PG,1,100,13309
1575664586.947214,119858.000,20485,3,PG,1,100,13287
1575664586.986781,119891.333,20503,3,PG,1,100,13239
1575664587.026348,119924.667,20503,3,PG,1,100,13300
1575664587.065915,119958.000,20503,3,PG,1,100,13324
1575664587.107064,119992.667,20520,3,PG,1,100,13287
1575664587.148214,120027.333,20520,3,PG,1,100,13279
1575664587.189364,120062.000,20520,3,PG,1,100,13283
1575664587.230909,120097.000,20538,2,PG,1,100,13305
1575664587.272454,120132.000,20538,2,PG,1,100,13299
1575664587.312417,120165.667,20556,3,PG,1,100,13299
1575664587.352380,120199.333,20556,3,PG,1,100,13303
1575664587.392342,120233.000,20556,3,PG,1,100,13318
1575664587.430327,120265.000,20574,4,PG,1,100,13309
1575664587.468311,120297.000,20574,4,PG,1,100,13332
1575664587.506295,120329.000,20574,4,PG,1,100,13330
1575664587.544280,120361.000,20574,4,PG,1,100,13328
1575664587.583847,120394.333,20592,3,PG,1,100,13337
1575664587.623414,120427.667,20592,3,PG,1,100,13320
1575664587.662981,120461.000,20592,3,PG,1,100,13308
1575664587.704130,120495.667,20610,3,PG,1,100,13304
1575664587.745280,120530.333,20610,3,PG,1,100,13275
1575664587.786430,120565.000,20610,3,PG,1,100,13319
1575664587.827975,120600.000,20628,2,PG,1,100,13340
1575664587.869520,120635.000,20628,2,PG,1,100,13277
1575664587.909285,120668.500,20645,4,PG,1,100,13292
1575664587.949050,120702.000,20645,4,PG,1,100,13336
1575664587.988815,120735.500,20645,4,PG,1,100,13317
1575664588.028580,120769.000,20645,4,PG,1,100,13296
1575664588.066960,120801.333,20663,3,PG,1,100,13281
1575664588.105340,120833.667,20663,3,PG,1,100,13282
1575664588.143720,120866.000,20663,3,PG,1,100,13292
1575664588.182100,120898.333,20682,3,PG,1,100,13281
1575664588.220480,120930.667,20682,3,PG,1,100,13291
1575664588.258860,120963.000,20682,3,PG,1,100,13290
1575664588.299614,120997.333,20700,3,PG,1,100,13311
1575664588.340368,121031.667,20700,3,PG,1,100,13307
1575664588.381122,121066.000,20700,3,PG,1,100,13292
1575664588.424448,121102.500,20716,2,PG,1,100,13291
1575664588.467774,121139.000,20716,2,PG,1,100,13298
1575664588.506648,121171.750,20734,4,PG,1,100,13293
1575664588.545523,121204.500,20734,4,PG,1,100,13289
1575664588.584397,121237.250,20734,4,PG,1,100,13287
1575664588.623272,121270.000,20734,4,PG,1,100,13309
1575664588.670752,121310.000,20752,2,PG,1,100,13317
1575664588.718233,121350.000,20752,2,PG,1,100,13329
1575664588.756613,121382.333,20770,3,PG,1,100,13317
1575664588.794993,121414.667,20770,3,PG,1,100,13324
1575664588.833373,121447.000,20770,3,PG,1,100,13313
1575664588.874522,121481.667,20788,3,PG,1,100,13325
1575664588.915672,121516.333,20788,3,PG,1,100,13362
1575664588.956822,121551.000,20788,3,PG,1,100,13356
1575664588.996389,121584.333,20805,3,PG,1,100,13350
1575664589.035956,121617.667,20805,3,PG,1,100,13340
1575664589.075523,121651.000,20805,3,PG,1,100,13335
1575664589.113507,121683.000,20824,4,PG,1,100,13329
1575664589.151491,121715.000,20824,4,PG,1,100,13314
1575664589.189476,121747.000,20824,4,PG,1,100,13297
1575664589.227460,121779.000,20824,4,PG,1,100,13306
1575664589.268709,121813.750,20845,4,PG,1,100,13355
1575664589.309957,121848.500,20845,4,PG,1,100,13343
1575664589.351206,121883.250,20845,4,PG,1,100,13291
1575664589.392455,121918.000,20845,4,PG,1,100,13291
1575664589.431626,121951.000,20865,3,PG,1,100,13299
1575664589.470797,121984.000,20865,3,PG,1,100,13294
1575664589.509969,122017.000,20865,3,PG,1,100,13276
1575664589.551118,122051.667,20883,3,PG,1,100,13280
