EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1575664584.054470,117421.000,20073,1,B%,1,100, 1
1575664585.057493,118266.000,20233,1,B%,1,100, 1
1575664586.062891,119113.000,20375,1,B%,1,100, 1
1575664587.046922,119942.000,20517,1,B%,1,100, 1
1575664588.048759,120786.000,20679,1,B%,1,100, 1
1575664589.066027,121643.000,20821,1,B%,1,100, 1
1575664590.058367,122479.000,20968,1,B%,1,100, 1
1575664591.068513,123330.000,21110,1,B%,1,100, 0
1575664592.054918,124161.000,21255,1,B%,1,100, 1
1575664593.067438,125014.000,21415,1,B%,1,100, 1
1575664594.060966,125851.000,21557,1,B%,1,100, 1
1575664595.056867,126690.000,21699,1,B%,1,100, 1
1575664596.055143,127531.000,21849,1,B%,1,100, 1
1575664597.070036,128386.000,22009,1,B%,1,100, 1
1575664598.069499,129228.000,22151,1,B%,1,100, 1
1575664599.065401,130067.000,22293,1,B%,1,100, 1
1575664600.064863,130909.000,22453,1,B%,1,100, 1
1575664601.072635,131758.000,22597,1,B%,1,100, 1
1575664602.060227,132590.000,22742,1,B%,1,100, 1
1575664603.054942,133428.000,22886,1,B%,1,100, 1
1575664604.031851,134251.000,23029,1,B%,1,100, 1
1575664605.024192,135087.000,23171,1,B%,1,100, 1
1575664606.018906,135925.000,23331,1,B%,1,100, 1
1575664607.020743,136769.000,23475,1,B%,1,100, 1
1575664608.024953,137615.000,23620,1,B%,1,100, 1
1575664609.011359,138446.000,23764,1,B%,1,100, 1
1575664610.014383,139291.000,23906,1,B%,1,100, 1
1575664611.034024,140150.000,24066,1,B%,1,100, 1
1575664612.042983,141000.000,24209,1,B%,1,100, 1
1575664613.030576,141832.000,24369,1,B%,1,100, 1
1575664614.028851,142673.000,24500,1,B%,1,100, 1
1575664615.046119,143530.000,24660,1,B%,1,100, 1
1575664616.031337,144360.000,24802,1,B%,1,100, 1
1575664617.041483,145211.000,24962,1,B%,1,100, 1
1575664618.020766,146036.000,25104,1,B%,1,100, 1
1575664619.027351,146884.000,25248,1,B%,1,100, 1
1575664620.025626,147725.000,25394,1,B%,1,100, 1
1575664621.013219,148557.000,25538,1,B%,1,100, 1
1575664622.010308,149397.000,25681,1,B%,1,100, 1
1575664623.003835,150234.000,25841,1,B%,1,100, 1
1575664624.008046,151080.000,25983,1,B%,1,100, 1
1575664624.995638,151912.000,26125,1,B%,1,100, 1
1575664626.015280,152771.000,26274,1,B%,1,100, 1
1575664627.006433,153606.000,26416,1,B%,1,100, 1
1575664628.002335,154445.000,26576,1,B%,1,100, 1
1575664629.006546,155291.000,26720,1,B%,1,100, 1
1575664630.017878,156143.000,26878,1,B%,1,100, 1
1575664631.025650,156992.000,27022,1,B%,1,100, 1
1575664632.015616,157826.000,27168,1,B%,1,100, 1
1575664633.007957,158662.000,27312,1,B%,1,100, 1
1575664634.021664,159516.000,27455,1,B%,1,100, 1
1575664635.017565,160355.000,27615,1,B%,1,100, 1
1575664636.017028,161197.000,27757,1,B%,1,100, 1
1575664636.982067,162010.000,27901,1,B%,1,100, 1
1575664637.977968,162849.000,28049,1,B%,1,100, 1
