EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1576860144.966679,41014.000,6493,2,AK,1,100,52
1576860144.966679,41014.000,6493,2,AK,1,100,RB
1576860148.008708,43580.000,7387,2,AK,1,100,7385
1576860151.050738,46146.000,7387,2,AK,1,100,RD
1576860151.152692,46232.000,7407,2,AK,1,100,7385
1576860151.254646,46318.000,7407,2,AK,1,100,RD
1576860154.226138,48824.500,8284,2,AK,1,100,8282
1576860157.197629,51331.000,8284,2,AK,1,100,RD
1576860157.236752,51364.000,8304,2,AK,1,100,8282
1576860157.275873,51397.000,8304,2,AK,1,100,RD
1576860160.222469,53882.500,9182,2,AK,1,100,9180
1576860163.169065,56368.000,9182,2,AK,1,100,RD
1576860163.246716,56433.500,9202,2,AK,1,100,9180
1576860163.324367,56499.000,9202,2,AK,1,100,RD
1576860166.264443,58979.000,10078,2,AK,1,100,10076
1576860169.204518,61459.000,10078,2,AK,1,100,RD
1576860169.292839,61533.500,10098,2,AK,1,100,10076
1576860169.381160,61608.000,10098,2,AK,1,100,RD
1576860172.319457,64086.500,10974,2,AK,1,100,10972
1576860175.257754,66565.000,10974,2,AK,1,100,RD
1576860175.347853,66641.000,10994,2,AK,1,100,10972
1576860175.437952,66717.000,10994,2,AK,1,100,RD
1576860178.374471,69194.000,11869,2,AK,1,100,11867
1576860181.310990,71671.000,11869,2,AK,1,100,RD
1576860181.406424,71751.500,11889,2,AK,1,100,11867
1576860181.501858,71832.000,11889,2,AK,1,100,RD
1576860184.434227,74305.500,12765,2,AK,1,100,12763
1576860187.366597,76779.000,12765,2,AK,1,100,RD
1576860187.459660,76857.500,12785,2,AK,1,100,12763
1576860187.552723,76936.000,12785,2,AK,1,100,RD
1576860190.488649,79412.500,13659,2,AK,1,100,13657
1576860193.424575,81889.000,13659,2,AK,1,100,RD
1576860193.519416,81969.000,13679,2,AK,1,100,13657
1576860193.614257,82049.000,13679,2,AK,1,100,RD
1576860196.547220,84523.000,14555,2,AK,1,100,14553
1576860199.480182,86997.000,14555,2,AK,1,100,RD
1576860199.570281,87073.000,14575,2,AK,1,100,14553
1576860199.660380,87149.000,14575,2,AK,1,100,RD
1576860202.598084,89627.000,15454,2,AK,1,100,15452
1576860205.535789,92105.000,15454,2,AK,1,100,RD
1576860205.630630,92185.000,15475,2,AK,1,100,15452
1576860205.725471,92265.000,15475,2,AK,1,100,RD
1576860208.657841,94738.500,16350,2,AK,1,100,16348
1576860211.590210,97212.000,16350,2,AK,1,100,RD
1576860211.683273,97290.500,16371,2,AK,1,100,16348
1576860211.776336,97369.000,16371,2,AK,1,100,RD
1576860214.741900,99870.500,17246,2,AK,1,100,17244
1576860217.707464,102372.000,17246,2,AK,1,100,RD
1576860217.770296,102425.000,17267,2,AK,1,100,17244
1576860217.833128,102478.000,17267,2,AK,1,100,RD
1576860221.009121,105157.000,17842,2,AK,1,100,17840
1576860224.185114,107836.000,17842,2,AK,1,100,RD
1576860224.343973,107970.000,17881,2,AK,1,100,17840
1576860224.502832,108104.000,17881,2,AK,1,100,RD
1576860227.329691,110488.500,18721,2,AK,1,100,18719
1576860230.156549,112873.000,18721,2,AK,1,100,RD
1576860230.299404,112993.500,18759,2,AK,1,100,18719
1576860230.442259,113114.000,18759,2,AK,1,100,RD
1576860233.326615,115547.000,19617,2,AK,1,100,19615
1576860236.210971,117980.000,19617,2,AK,1,100,RD
1576860236.305812,118060.000,19637,2,AK,1,100,19615
1576860236.400653,118140.000,19637,2,AK,1,100,RD
1576860239.333023,120613.500,20513,2,AK,1,100,20511
1576860242.265393,123087.000,20513,2,AK,1,100,RD
1576860242.358455,123165.500,20533,2,AK,1,100,20511
1576860242.451518,123244.000,20533,2,AK,1,100,RD
1576860245.386852,125720.000,21409,2,AK,1,100,21407
1576860248.322185,128196.000,21409,2,AK,1,100,RD
1576860248.414062,128273.500,21429,2,AK,1,100,21407
1576860248.505940,128351.000,21429,2,AK,1,100,RD
1576860251.441866,130827.500,22305,2,AK,1,100,22303
1576860254.377792,133304.000,22305,2,AK,1,100,RD
1576860254.466113,133378.500,22325,2,AK,1,100,22303
1576860254.554434,133453.000,22325,2,AK,1,100,RD
1576860257.493916,135932.500,23201,2,AK,1,100,23199
1576860260.433399,138412.000,23201,2,AK,1,100,RD
1576860260.525869,138490.000,23221,2,AK,1,100,23199
1576860260.618339,138568.000,23221,2,AK,1,100,RD
1576860263.553673,141044.000,24097,2,AK,1,100,24095
1576860266.489006,143520.000,24097,2,AK,1,100,RD
1576860266.577919,143595.000,24117,2,AK,1,100,24095
1576860266.666833,143670.000,24117,2,AK,1,100,RD
1576860269.615207,146157.000,24993,2,AK,1,100,24991
1576860272.563581,148644.000,24993,2,AK,1,100,RD
1576860272.647160,148714.500,25014,2,AK,1,100,24991
1576860272.730738,148785.000,25014,2,AK,1,100,RD
1576860275.665479,151260.500,25888,2,AK,1,100,25886
1576860278.600220,153736.000,25888,2,AK,1,100,RD
1576860278.696839,153817.500,25909,2,AK,1,100,25886
1576860278.793458,153899.000,25909,2,AK,1,100,RD
1576860281.725828,156372.500,26784,2,AK,1,100,26782
1576860284.658198,158846.000,26784,2,AK,1,100,RD
1576860284.757188,158929.500,26805,2,AK,1,100,26782
1576860284.856179,159013.000,26805,2,AK,1,100,RD
1576860287.782621,161481.500,27680,2,AK,1,100,27678
1576860290.709063,163950.000,27680,2,AK,1,100,RD
1576860290.803311,164029.500,27701,2,AK,1,100,27678
1576860290.897559,164109.000,27701,2,AK,1,100,RD
1576860293.832300,166584.500,28574,2,AK,1,100,28572
1576860296.767041,169060.000,28574,2,AK,1,100,RD
1576860296.862474,169140.500,28595,2,AK,1,100,28572
1576860296.957908,169221.000,28595,2,AK,1,100,RD
1576860299.914581,171715.000,29471,2,AK,1,100,29469
1576860302.871254,174209.000,29471,2,AK,1,100,RD
1576860302.937050,174264.500,29491,2,AK,1,100,29469
1576860303.002846,174320.000,29491,2,AK,1,100,RD
1576860305.972559,176825.000,30367,2,AK,1,100,30365
1576860308.942272,179330.000,30367,2,AK,1,100,RD
1576860309.001548,179380.000,30387,2,AK,1,100,30365
1576860309.060824,179430.000,30387,2,AK,1,100,RD
1576860311.997343,181907.000,31263,2,AK,1,100,31261
1576860314.933861,184384.000,31263,2,AK,1,100,RD
1576860315.027517,184463.000,31283,2,AK,1,100,31261
1576860315.121173,184542.000,31283,2,AK,1,100,RD
1576860318.055913,187017.500,32159,2,AK,1,100,32157
1576860320.990654,189493.000,32159,2,AK,1,100,RD
1576860321.086088,189573.500,32179,2,AK,1,100,32157
1576860321.181522,189654.000,32179,2,AK,1,100,RD
1576860324.113891,192127.500,33054,2,AK,1,100,33052
1576860327.046261,194601.000,33054,2,AK,1,100,RD
1576860327.138138,194678.500,33074,2,AK,1,100,33052
1576860327.230016,194756.000,33074,2,AK,1,100,RD
1576860330.213362,197272.500,33950,2,AK,1,100,33948
1576860333.196709,199789.000,33950,2,AK,1,100,RD
1576860333.239980,199825.500,33970,2,AK,1,100,33948
1576860333.283252,199862.000,33970,2,AK,1,100,RD
1576860336.245259,202360.500,34808,2,AK,1,100,34806
1576860339.207267,204859.000,34808,2,AK,1,100,RD
1576860339.278397,204919.000,34828,2,AK,1,100,34806
1576860339.349528,204979.000,34828,2,AK,1,100,RD
1576860342.289604,207459.000,35704,2,AK,1,100,35702
1576860345.229679,209939.000,35704,2,AK,1,100,RD
