EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1576860145.782312,41702.000,6619,1,B%,1,100, 1
1576860146.776959,42541.000,6761,1,B%,1,100, 1
1576860147.785832,43392.000,6921,1,B%,1,100, 1
1576860148.775736,44227.000,7064,1,B%,1,100, 1
1576860149.777496,45072.000,7224,1,B%,1,100, 1
1576860150.774513,45913.000,7366,1,B%,1,100, 1
1576860151.772716,46755.000,7514,1,B%,1,100, 1
1576860152.773290,47599.000,7656,1,B%,1,100, 1
1576860153.759638,48431.000,7798,1,B%,1,100, 1
1576860154.747171,49264.000,7942,1,B%,1,100, 1
1576860155.734705,50097.000,8103,1,B%,1,100, 1
1576860156.740021,50945.000,8245,1,B%,1,100, 1
1576860157.722812,51774.000,8395,1,B%,1,100, 1
1576860158.721015,52616.000,8537,1,B%,1,100, 1
1576860159.715662,53455.000,8679,1,B%,1,100, 1
1576860160.704381,54289.000,8839,1,B%,1,100, 1
1576860161.714439,55141.000,8983,1,B%,1,100, 1
1576860162.697230,55970.000,9126,1,B%,1,100, 1
1576860163.697804,56814.000,9274,1,B%,1,100, 1
1576860164.685338,57647.000,9417,1,B%,1,100, 1
1576860165.685912,58491.000,9577,1,B%,1,100, 1
1576860166.694784,59342.000,9719,1,B%,1,100, 1
1576860167.690616,60182.000,9861,1,B%,1,100, 1
1576860168.690005,61025.000,10021,1,B%,1,100, 1
1576860169.691765,61870.000,10153,1,B%,1,100, 1
1576860170.693524,62715.000,10313,1,B%,1,100, 1
1576860171.688171,63554.000,10455,1,B%,1,100, 1
1576860172.697043,64405.000,10615,1,B%,1,100, 1
1576860173.698803,65250.000,10759,1,B%,1,100, 1
1576860174.683965,66081.000,10902,1,B%,1,100, 1
1576860175.683354,66924.000,11048,1,B%,1,100, 1
1576860176.693412,67776.000,11190,1,B%,1,100, 1
1576860177.707026,68631.000,11350,1,B%,1,100, 1
1576860178.694560,69464.000,11493,1,B%,1,100, 1
1576860179.692763,70306.000,11635,1,B%,1,100, 1
1576860180.719418,71172.000,11795,1,B%,1,100, 1
1576860181.706952,72005.000,11944,1,B%,1,100, 1
1576860182.717010,72857.000,12086,1,B%,1,100, 1
1576860183.704543,73690.000,12228,1,B%,1,100, 1
1576860184.725271,74551.000,12388,1,B%,1,100, 1
1576860185.725845,75395.000,12530,1,B%,1,100, 1
1576860186.733532,76245.000,12690,1,B%,1,100, 1
1576860187.713953,77072.000,12820,1,B%,1,100, 1
1576860188.731124,77930.000,12980,1,B%,1,100, 1
1576860189.728142,78771.000,13122,1,B%,1,100, 1
1576860190.718046,79606.000,13266,1,B%,1,100, 1
1576860191.720991,80452.000,13427,1,B%,1,100, 1
1576860192.731049,81304.000,13569,1,B%,1,100, 1
1576860193.739922,82155.000,13715,1,B%,1,100, 1
1576860194.725084,82986.000,13858,1,B%,1,100, 1
1576860195.706690,83814.000,14000,1,B%,1,100, 1
1576860196.716748,84666.000,14160,1,B%,1,100, 1
1576860197.722064,85514.000,14302,1,B%,1,100, 1
1576860198.711969,86349.000,14462,1,B%,1,100, 1
1576860199.698317,87181.000,14594,1,B%,1,100, 1
1576860200.698891,88025.000,14754,1,B%,1,100, 1
1576860201.685239,88857.000,14898,1,B%,1,100, 1
1576860202.685812,89701.000,15041,1,B%,1,100, 1
1576860203.665047,90527.000,15183,1,B%,1,100, 1
1576860204.670363,91375.000,15343,1,B%,1,100, 1
1576860205.659082,92209.000,15473,1,B%,1,100, 1
1576860206.667955,93060.000,15635,1,B%,1,100, 1
1576860207.680384,93914.000,15777,1,B%,1,100, 1
1576860208.688071,94764.000,15937,1,B%,1,100, 1
1576860209.683903,95604.000,16081,1,B%,1,100, 1
1576860210.691591,96454.000,16223,1,B%,1,100, 1
1576860211.699278,97304.000,16369,1,B%,1,100, 1
1576860212.699852,98148.000,16531,1,B%,1,100, 1
1576860213.696869,98989.000,16675,1,B%,1,100, 1
1576860214.689145,99826.000,16818,1,B%,1,100, 1
1576860215.696832,100676.000,16978,1,B%,1,100, 1
1576860216.692664,101516.000,17120,1,B%,1,100, 1
1576860217.690867,102358.000,17265,1,B%,1,100, 1
1576860218.670102,103184.000,17409,1,B%,1,100, 1
1576860219.675418,104032.000,17551,1,B%,1,100, 1
1576860220.667693,104869.000,17711,1,B%,1,100, 1
1576860221.667082,105712.000,17802,1,B%,1,100, 1
1576860222.649873,106541.000,17839,1,B%,1,100, 1
1576860223.643334,107379.000,17861,1,B%,1,100, 1
1576860224.635610,108216.000,17918,1,B%,1,100, 1
1576860225.638555,109062.000,18060,1,B%,1,100, 1
1576860226.628459,109897.000,18220,1,B%,1,100, 1
1576860227.623106,110736.000,18364,1,B%,1,100, 1
1576860228.626051,111582.000,18507,1,B%,1,100, 1
1576860229.630181,112429.000,18667,1,B%,1,100, 1
1576860230.643796,113284.000,18795,1,B%,1,100, 1
1576860231.637257,114122.000,18956,1,B%,1,100, 1
1576860232.639016,114967.000,19098,1,B%,1,100, 1
1576860233.625364,115799.000,19240,1,B%,1,100, 1
1576860234.635422,116651.000,19400,1,B%,1,100, 1
1576860235.626513,117487.000,19544,1,B%,1,100, 1
1576860236.631829,118335.000,19690,1,B%,1,100, 1
1576860237.615805,119165.000,19833,1,B%,1,100, 1
1576860238.616379,120009.000,19994,1,B%,1,100, 1
1576860239.603913,120842.000,20137,1,B%,1,100, 1
1576860240.612786,121693.000,20279,1,B%,1,100, 1
1576860241.620473,122543.000,20439,1,B%,1,100, 1
1576860242.619861,123386.000,20570,1,B%,1,100, 1
1576860243.614508,124225.000,20730,1,B%,1,100, 1
1576860244.615082,125069.000,20872,1,B%,1,100, 1
1576860245.628696,125924.000,21014,1,B%,1,100, 1
1576860246.619787,126760.000,21174,1,B%,1,100, 1
1576860247.612062,127597.000,21318,1,B%,1,100, 1
1576860248.615007,128443.000,21466,1,B%,1,100, 1
1576860249.622694,129293.000,21608,1,B%,1,100, 1
1576860250.611413,130127.000,21768,1,B%,1,100, 1
1576860251.613173,130972.000,21912,1,B%,1,100, 1
1576860252.632715,131832.000,22054,1,B%,1,100, 1
1576860253.639216,132681.000,22215,1,B%,1,100, 1
1576860254.627935,133515.000,22362,1,B%,1,100, 1
1576860255.624953,134356.000,22504,1,B%,1,100, 1
1576860256.637382,135210.000,22647,1,B%,1,100, 1
1576860257.633214,136050.000,22807,1,B%,1,100, 1
1576860258.624304,136886.000,22949,1,B%,1,100, 1
1576860259.630806,137735.000,23091,1,B%,1,100, 1
1576860260.621896,138571.000,23240,1,B%,1,100, 1
1576860261.622470,139415.000,23382,1,B%,1,100, 1
1576860262.613560,140251.000,23542,1,B%,1,100, 1
1576860263.620061,141100.000,23686,1,B%,1,100, 1
1576860264.643160,141963.000,23844,1,B%,1,100, 1
1576860265.647291,142810.000,23988,1,B%,1,100, 1
1576860266.646679,143653.000,24136,1,B%,1,100, 1
1576860267.642511,144493.000,24280,1,B%,1,100, 1
1576860268.669167,145359.000,24438,1,B%,1,100, 1
1576860269.659071,146194.000,24582,1,B%,1,100, 1
1576860270.653718,147033.000,24725,1,B%,1,100, 1
1576860271.664961,147886.000,24885,1,B%,1,100, 1
1576860272.664350,148729.000,25012,1,B%,1,100, 1
1576860273.654254,149564.000,25174,1,B%,1,100, 1
1576860274.659570,150412.000,25316,1,B%,1,100, 1
1576860275.676742,151270.000,25476,1,B%,1,100, 1
1576860276.684429,152120.000,25618,1,B%,1,100, 1
1576860277.680261,152960.000,25760,1,B%,1,100, 1
1576860278.677278,153801.000,25907,1,B%,1,100, 1
1576860279.679038,154646.000,26051,1,B%,1,100, 1
1576860280.686725,155496.000,26211,1,B%,1,100, 1
1576860281.680186,156334.000,26355,1,B%,1,100, 1
1576860282.677203,157175.000,26497,1,B%,1,100, 1
1576860283.702673,158040.000,26657,1,B%,1,100, 1
1576860284.704433,158885.000,26803,1,B%,1,100, 1
1576860285.712120,159735.000,26947,1,B%,1,100, 1
1576860286.700839,160569.000,27091,1,B%,1,100, 1
1576860287.739349,161445.000,27249,1,B%,1,100, 1
1576860288.736367,162286.000,27393,1,B%,1,100, 1
1576860289.731013,163125.000,27554,1,B%,1,100, 1
1576860290.720918,163960.000,27699,1,B%,1,100, 1
1576860291.728605,164810.000,27843,1,B%,1,100, 1
1576860292.723251,165649.000,27986,1,B%,1,100, 1
1576860293.727382,166496.000,28146,1,B%,1,100, 1
1576860294.738626,167349.000,28288,1,B%,1,100, 1
1576860295.751055,168203.000,28430,1,B%,1,100, 1
1576860296.752815,169048.000,28593,1,B%,1,100, 1
1576860297.748646,169888.000,28737,1,B%,1,100, 1
1576860298.746850,170730.000,28879,1,B%,1,100, 1
1576860299.755722,171581.000,29021,1,B%,1,100, 1
1576860300.750369,172420.000,29181,1,B%,1,100, 1
1576860301.737902,173253.000,29325,1,B%,1,100, 1
1576860302.734920,174094.000,29468,1,B%,1,100, 1
1576860303.733123,174936.000,29617,1,B%,1,100, 1
1576860304.719471,175768.000,29760,1,B%,1,100, 1
1576860305.716488,176609.000,29920,1,B%,1,100, 1
1576860306.736030,177469.000,30062,1,B%,1,100, 1
1576860307.748459,178323.000,30222,1,B%,1,100, 1
1576860308.739549,179159.000,30364,1,B%,1,100, 1
1576860309.741309,180004.000,30512,1,B%,1,100, 1
1576860310.719358,180829.000,30654,1,B%,1,100, 1
1576860311.727045,181679.000,30796,1,B%,1,100, 1
1576860312.718135,182515.000,30940,1,B%,1,100, 1
1576860313.723451,183363.000,31100,1,B%,1,100, 1
1576860314.759591,184237.000,31260,1,B%,1,100, 1
1576860315.743568,185067.000,31389,1,B%,1,100, 1
1576860316.742956,185910.000,31551,1,B%,1,100, 1
1576860317.725748,186739.000,31694,1,B%,1,100, 1
1576860318.712095,187571.000,31836,1,B%,1,100, 1
1576860319.713855,188416.000,31978,1,B%,1,100, 1
1576860320.703759,189251.000,32138,1,B%,1,100, 1
1576860321.709076,190099.000,32267,1,B%,1,100, 1
1576860322.708464,190942.000,32427,1,B%,1,100, 1
1576860323.718522,191794.000,32569,1,B%,1,100, 1
1576860324.708427,192629.000,32713,1,B%,1,100, 1
1576860325.701888,193467.000,32874,1,B%,1,100, 1
1576860326.708389,194316.000,33016,1,B%,1,100, 1
1576860327.708963,195160.000,33164,1,B%,1,100, 1
1576860328.696497,195993.000,33307,1,B%,1,100, 1
1576860329.737378,196871.000,33466,1,B%,1,100, 1
1576860330.740324,197717.000,33609,1,B%,1,100, 1
1576860331.733784,198555.000,33769,1,B%,1,100, 1
1576860332.724874,199391.000,33911,1,B%,1,100, 1
1576860333.692254,200207.000,34041,1,B%,1,100, 1
1576860334.698756,201056.000,34201,1,B%,1,100, 1
1576860335.689846,201892.000,34345,1,B%,1,100, 1
1576860336.696347,202741.000,34487,1,B%,1,100, 1
1576860337.731301,203614.000,34647,1,B%,1,100, 1
1576860338.730690,204457.000,34769,1,B%,1,100, 1
1576860339.727707,205298.000,34898,1,B%,1,100, 1
1576860340.716426,206132.000,35042,1,B%,1,100, 1
1576860341.712258,206972.000,35203,1,B%,1,100, 1
1576860342.719945,207822.000,35345,1,B%,1,100, 1
1576860343.707479,208655.000,35487,1,B%,1,100, 1
1576860344.712795,209503.000,35647,1,B%,1,100, 1
1576860345.732337,210363.000,35797,1,B%,1,100, 1
1576860346.735282,211209.000,35939,1,B%,1,100, 1
1576860347.727558,212046.000,36047,1,B%,1,100, 1
1576860348.721019,212884.000,36189,1,B%,1,100, 1
1576860349.726335,213732.000,36350,1,B%,1,100, 1
1576860350.715054,214566.000,36492,1,B%,1,100, 1
1576860351.716813,215411.000,36640,1,B%,1,100, 1
1576860352.736356,216271.000,36782,1,B%,1,100, 1
1576860353.744043,217121.000,36942,1,B%,1,100, 1
1576860354.739875,217961.000,37085,1,B%,1,100, 1
1576860355.735707,218801.000,37227,1,B%,1,100, 1
1576860356.718498,219630.000,37387,1,B%,1,100, 1
1576860357.708402,220465.000,37519,1,B%,1,100, 1
1576860358.701863,221303.000,37679,1,B%,1,100, 1
1576860359.691768,222138.000,37823,1,B%,1,100, 1
1576860360.723165,223008.000,37981,1,B%,1,100, 1
1576860361.732038,223859.000,38125,1,B%,1,100, 1
1576860362.718386,224691.000,38268,1,B%,1,100, 1
1576860363.716589,225533.000,38414,1,B%,1,100, 1
1576860364.698195,226361.000,38557,1,B%,1,100, 1
1576860365.707067,227212.000,38717,1,B%,1,100, 1
1576860366.705270,228054.000,38859,1,B%,1,100, 1
1576860367.686876,228882.000,39001,1,B%,1,100, 1
1576860368.707604,229743.000,39161,1,B%,1,100, 1
1576860369.692766,230574.000,39293,1,B%,1,100, 1
1576860370.701639,231425.000,39453,1,B%,1,100, 1
1576860371.703398,232270.000,39597,1,B%,1,100, 1
1576860372.698045,233109.000,39739,1,B%,1,100, 1
1576860373.699805,233954.000,39900,1,B%,1,100, 1
1576860374.688524,234788.000,40042,1,B%,1,100, 1
1576860375.678428,235623.000,40189,1,B%,1,100, 1
1576860376.687300,236474.000,40331,1,B%,1,100, 1
1576860377.687875,237318.000,40473,1,B%,1,100, 1
1576860378.674222,238150.000,40633,1,B%,1,100, 1
1576860379.716290,239029.000,40775,1,B%,1,100, 1
1576860380.729904,239884.000,40935,1,B%,1,100, 1
1576860381.723365,240722.000,41084,1,B%,1,100, 1
1576860382.723939,241566.000,41226,1,B%,1,100, 1
1576860383.693690,242384.000,41370,1,B%,1,100, 1
1576860384.696635,243230.000,41512,1,B%,1,100, 1
1576860385.701951,244078.000,41673,1,B%,1,100, 1
1576860386.689485,244911.000,41815,1,B%,1,100, 1
1576860387.731552,245790.000,41960,1,B%,1,100, 1
1576860388.721456,246625.000,42124,1,B%,1,100, 1
1576860389.720845,247468.000,42266,1,B%,1,100, 1
1576860390.708378,248301.000,42409,1,B%,1,100, 1
1576860391.685242,249125.000,42551,1,B%,1,100, 1
1576860392.687001,249970.000,42711,1,B%,1,100, 1
1576860393.682833,250810.000,42858,1,B%,1,100, 1
1576860394.685778,251656.000,43002,1,B%,1,100, 1
1576860395.712434,252522.000,43144,1,B%,1,100, 1
1576860396.696411,253352.000,43304,1,B%,1,100, 1
1576860397.704098,254202.000,43448,1,B%,1,100, 1
1576860398.699930,255042.000,43591,1,B%,1,100, 1
1576860399.699318,255885.000,43754,1,B%,1,100, 1
1576860400.697521,256727.000,43882,1,B%,1,100, 1
1576860401.692168,257566.000,44043,1,B%,1,100, 1
1576860402.684443,258403.000,44185,1,B%,1,100, 1
1576860403.685017,259247.000,44327,1,B%,1,100, 1
1576860404.686777,260092.000,44487,1,B%,1,100, 1
1576860405.681423,260931.000,44631,1,B%,1,100, 1
