EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1576860792.447354,587213.000,36280,9,GX,1,100,0.977
1576860792.447354,587213.000,36280,9,GX,1,100,-0.183
1576860792.447354,587213.000,36280,9,GX,1,100,-0.458
1576860792.447354,587213.000,36280,9,GX,1,100,-0.641
1576860792.447354,587213.000,36280,9,GX,1,100,-0.763
1576860792.447354,587213.000,36280,9,GX,1,100,-0.305
1576860792.447354,587213.000,36280,9,GX,1,100,-0.275
1576860792.447354,587213.000,36280,9,GX,1,100,-0.305
1576860792.447354,587213.000,36280,9,GX,1,100,-0.275
1576860792.487649,587247.000,36298,3,GX,1,100,0.183
1576860792.527944,587281.000,36298,3,GX,1,100,0.366
1576860792.568239,587315.000,36298,3,GX,1,100,0.031
1576860792.605768,587346.667,36316,3,GX,1,100,-0.641
1576860792.643298,587378.333,36316,3,GX,1,100,-0.458
1576860792.680828,587410.000,36316,3,GX,1,100,-0.549
1576860792.721123,587444.000,36334,3,GX,1,100,-0.122
1576860792.761418,587478.000,36334,3,GX,1,100,0.000
1576860792.801713,587512.000,36334,3,GX,1,100,0.244
1576860792.840033,587544.333,36352,3,GX,1,100,0.275
1576860792.878352,587576.667,36352,3,GX,1,100,0.092
1576860792.916672,587609.000,36352,3,GX,1,100,-0.305
1576860792.954597,587641.000,36370,3,GX,1,100,-0.580
1576860792.992522,587673.000,36370,3,GX,1,100,-0.122
1576860793.030446,587705.000,36370,3,GX,1,100,0.458
1576860793.071532,587739.667,36389,3,GX,1,100,0.519
1576860793.112617,587774.333,36389,3,GX,1,100,0.122
1576860793.153702,587809.000,36389,3,GX,1,100,-0.061
1576860793.194787,587843.667,36407,3,GX,1,100,-0.397
1576860793.235872,587878.333,36407,3,GX,1,100,-0.427
1576860793.276957,587913.000,36407,3,GX,1,100,-0.641
1576860793.318832,587948.333,36424,3,GX,1,100,-0.031
1576860793.360708,587983.667,36424,3,GX,1,100,0.305
1576860793.402583,588019.000,36424,3,GX,1,100,0.031
1576860793.443668,588053.667,36440,3,GX,1,100,-0.061
1576860793.484753,588088.333,36440,3,GX,1,100,-0.397
1576860793.525838,588123.000,36440,3,GX,1,100,-0.183
1576860793.572651,588162.500,36458,2,GX,1,100,-0.366
1576860793.619465,588202.000,36458,2,GX,1,100,-0.183
1576860793.656599,588233.333,36476,3,GX,1,100,-0.885
1576860793.693734,588264.667,36476,3,GX,1,100,-0.946
1576860793.730869,588296.000,36476,3,GX,1,100,-0.336
1576860793.769682,588328.750,36494,4,GX,1,100,0.061
1576860793.808496,588361.500,36494,4,GX,1,100,-0.061
1576860793.847309,588394.250,36494,4,GX,1,100,0.214
