EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1576860145.084044,41113.000,6504,11,AY,1,100,0.807
1576860145.084044,41113.000,6504,11,AY,1,100,0.792
1576860145.084044,41113.000,6504,11,AY,1,100,0.814
1576860145.084044,41113.000,6504,11,AY,1,100,0.796
1576860145.084044,41113.000,6504,11,AY,1,100,0.801
1576860145.084044,41113.000,6504,11,AY,1,100,0.803
1576860145.084044,41113.000,6504,11,AY,1,100,0.789
1576860145.084044,41113.000,6504,11,AY,1,100,0.802
1576860145.084044,41113.000,6504,11,AY,1,100,0.806
1576860145.084044,41113.000,6504,11,AY,1,100,0.791
1576860145.084044,41113.000,6504,11,AY,1,100,0.819
1576860145.120795,41144.000,6522,3,AY,1,100,0.792
1576860145.157547,41175.000,6522,3,AY,1,100,0.799
1576860145.194297,41206.000,6522,3,AY,1,100,0.810
1576860145.234605,41240.000,6540,3,AY,1,100,0.789
1576860145.274912,41274.000,6540,3,AY,1,100,0.807
1576860145.315220,41308.000,6540,3,AY,1,100,0.800
1576860145.356318,41342.667,6557,3,AY,1,100,0.805
1576860145.397415,41377.333,6557,3,AY,1,100,0.796
1576860145.438513,41412.000,6557,3,AY,1,100,0.807
1576860145.479216,41446.333,6575,3,AY,1,100,0.796
1576860145.519919,41480.667,6575,3,AY,1,100,0.805
1576860145.560621,41515.000,6575,3,AY,1,100,0.798
1576860145.600929,41549.000,6593,3,AY,1,100,0.805
1576860145.641236,41583.000,6593,3,AY,1,100,0.803
1576860145.681544,41617.000,6593,3,AY,1,100,0.796
1576860145.721851,41651.000,6611,3,AY,1,100,0.802
1576860145.762159,41685.000,6611,3,AY,1,100,0.817
1576860145.802466,41719.000,6611,3,AY,1,100,0.799
1576860145.839612,41750.333,6628,3,AY,1,100,0.805
1576860145.876758,41781.667,6628,3,AY,1,100,0.799
1576860145.913904,41813.000,6628,3,AY,1,100,0.799
1576860145.955002,41847.667,6646,3,AY,1,100,0.797
1576860145.996100,41882.333,6646,3,AY,1,100,0.802
1576860146.037198,41917.000,6646,3,AY,1,100,0.805
1576860146.073159,41947.333,6664,3,AY,1,100,0.801
1576860146.109119,41977.667,6664,3,AY,1,100,0.801
1576860146.145080,42008.000,6664,3,AY,1,100,0.797
1576860146.188549,42044.667,6682,3,AY,1,100,0.804
1576860146.232018,42081.333,6682,3,AY,1,100,0.801
1576860146.275486,42118.000,6682,3,AY,1,100,0.802
1576860146.309866,42147.000,6700,3,AY,1,100,0.806
1576860146.344246,42176.000,6700,3,AY,1,100,0.803
1576860146.378626,42205.000,6700,3,AY,1,100,0.816
1576860146.422490,42242.000,6718,3,AY,1,100,0.784
1576860146.466354,42279.000,6718,3,AY,1,100,0.812
1576860146.510218,42316.000,6718,3,AY,1,100,0.801
1576860146.551316,42350.667,6736,3,AY,1,100,0.797
1576860146.592414,42385.333,6736,3,AY,1,100,0.795
1576860146.633512,42420.000,6736,3,AY,1,100,0.808
1576860146.674609,42454.667,6753,3,AY,1,100,0.800
1576860146.715707,42489.333,6753,3,AY,1,100,0.804
1576860146.756805,42524.000,6753,3,AY,1,100,0.789
1576860146.798298,42559.000,6772,3,AY,1,100,0.818
1576860146.839791,42594.000,6772,3,AY,1,100,0.790
1576860146.881284,42629.000,6772,3,AY,1,100,0.810
1576860146.921987,42663.333,6788,3,AY,1,100,0.806
1576860146.962689,42697.667,6788,3,AY,1,100,0.790
1576860147.003392,42732.000,6788,3,AY,1,100,0.809
1576860147.043304,42765.667,6806,3,AY,1,100,0.793
1576860147.083217,42799.333,6806,3,AY,1,100,0.800
1576860147.123129,42833.000,6806,3,AY,1,100,0.806
1576860147.161461,42865.333,6824,3,AY,1,100,0.798
1576860147.199792,42897.667,6824,3,AY,1,100,0.799
1576860147.238124,42930.000,6824,3,AY,1,100,0.813
1576860147.277246,42963.000,6842,3,AY,1,100,0.793
1576860147.316368,42996.000,6842,3,AY,1,100,0.804
1576860147.355490,43029.000,6842,3,AY,1,100,0.812
1576860147.397378,43064.333,6860,3,AY,1,100,0.794
1576860147.439266,43099.667,6860,3,AY,1,100,0.806
1576860147.481154,43135.000,6860,3,AY,1,100,0.803
1576860147.521067,43168.667,6878,3,AY,1,100,0.797
1576860147.560979,43202.333,6878,3,AY,1,100,0.804
1576860147.600891,43236.000,6878,3,AY,1,100,0.794
1576860147.641989,43270.667,6896,3,AY,1,100,0.807
1576860147.683087,43305.333,6896,3,AY,1,100,0.800
1576860147.724185,43340.000,6896,3,AY,1,100,0.795
1576860147.771013,43379.500,6913,2,AY,1,100,0.808
1576860147.817841,43419.000,6913,2,AY,1,100,0.798
1576860147.858148,43453.000,6932,3,AY,1,100,0.802
1576860147.898455,43487.000,6932,3,AY,1,100,0.800
1576860147.938763,43521.000,6932,3,AY,1,100,0.800
1576860147.976403,43552.750,6950,4,AY,1,100,0.803
1576860148.014043,43584.500,6950,4,AY,1,100,0.800
1576860148.051683,43616.250,6950,4,AY,1,100,0.799
1576860148.089323,43648.000,6950,4,AY,1,100,0.804
1576860148.128840,43681.333,6966,3,AY,1,100,0.796
1576860148.168358,43714.667,6966,3,AY,1,100,0.805
1576860148.207875,43748.000,6966,3,AY,1,100,0.797
1576860148.248577,43782.333,6984,3,AY,1,100,0.804
1576860148.289280,43816.667,6984,3,AY,1,100,0.811
1576860148.329983,43851.000,6984,3,AY,1,100,0.795
1576860148.371476,43886.000,7002,2,AY,1,100,0.801
1576860148.412969,43921.000,7002,2,AY,1,100,0.809
1576860148.457623,43958.667,7020,3,AY,1,100,0.797
1576860148.502277,43996.333,7020,3,AY,1,100,0.799
1576860148.546932,44034.000,7020,3,AY,1,100,0.804
1576860148.584473,44065.667,7038,3,AY,1,100,0.811
1576860148.622014,44097.333,7038,3,AY,1,100,0.797
1576860148.659556,44129.000,7038,3,AY,1,100,0.805
1576860148.698282,44161.667,7056,3,AY,1,100,0.805
1576860148.737009,44194.333,7056,3,AY,1,100,0.804
1576860148.775736,44227.000,7056,3,AY,1,100,0.797
1576860148.816044,44261.000,7075,3,AY,1,100,0.805
1576860148.856351,44295.000,7075,3,AY,1,100,0.797
1576860148.896658,44329.000,7075,3,AY,1,100,0.803
1576860148.937756,44363.667,7092,3,AY,1,100,0.799
1576860148.978854,44398.333,7092,3,AY,1,100,0.801
1576860149.019952,44433.000,7092,3,AY,1,100,0.807
1576860149.061840,44468.333,7110,3,AY,1,100,0.801
1576860149.103728,44503.667,7110,3,AY,1,100,0.802
1576860149.145617,44539.000,7110,3,AY,1,100,0.808
1576860149.186714,44573.667,7128,3,AY,1,100,0.802
1576860149.227812,44608.333,7128,3,AY,1,100,0.804
1576860149.268910,44643.000,7128,3,AY,1,100,0.805
1576860149.306056,44674.333,7146,3,AY,1,100,0.797
1576860149.343202,44705.667,7146,3,AY,1,100,0.814
1576860149.380348,44737.000,7146,3,AY,1,100,0.797
1576860149.421051,44771.333,7162,3,AY,1,100,0.806
1576860149.461754,44805.667,7162,3,AY,1,100,0.814
1576860149.502456,44840.000,7162,3,AY,1,100,0.801
1576860149.543554,44874.667,7180,3,AY,1,100,0.797
1576860149.584652,44909.333,7180,3,AY,1,100,0.815
1576860149.625750,44944.000,7180,3,AY,1,100,0.794
1576860149.666452,44978.333,7198,3,AY,1,100,0.807
1576860149.707155,45012.667,7198,3,AY,1,100,0.806
1576860149.747858,45047.000,7198,3,AY,1,100,0.802
1576860149.786189,45079.333,7216,3,AY,1,100,0.806
1576860149.824521,45111.667,7216,3,AY,1,100,0.794
1576860149.862853,45144.000,7216,3,AY,1,100,0.806
1576860149.903555,45178.333,7235,3,AY,1,100,0.801
1576860149.944258,45212.667,7235,3,AY,1,100,0.807
1576860149.984961,45247.000,7235,3,AY,1,100,0.801
1576860150.022897,45279.000,7253,3,AY,1,100,0.805
1576860150.060833,45311.000,7253,3,AY,1,100,0.804
1576860150.098770,45343.000,7253,3,AY,1,100,0.808
1576860150.141053,45378.667,7271,3,AY,1,100,0.808
1576860150.183337,45414.333,7271,3,AY,1,100,0.797
1576860150.225620,45450.000,7271,3,AY,1,100,0.802
1576860150.261580,45480.333,7288,3,AY,1,100,0.817
1576860150.297541,45510.667,7288,3,AY,1,100,0.791
1576860150.333502,45541.000,7288,3,AY,1,100,0.808
1576860150.376971,45577.667,7306,3,AY,1,100,0.802
1576860150.420439,45614.333,7306,3,AY,1,100,0.807
1576860150.463908,45651.000,7306,3,AY,1,100,0.799
1576860150.504611,45685.333,7324,3,AY,1,100,0.809
1576860150.545314,45719.667,7324,3,AY,1,100,0.792
1576860150.586016,45754.000,7324,3,AY,1,100,0.804
1576860150.627904,45789.333,7340,3,AY,1,100,0.798
1576860150.669793,45824.667,7340,3,AY,1,100,0.810
1576860150.711681,45860.000,7340,3,AY,1,100,0.798
1576860150.753174,45895.000,7358,3,AY,1,100,0.812
1576860150.794667,45930.000,7358,3,AY,1,100,0.797
1576860150.836160,45965.000,7358,3,AY,1,100,0.808
1576860150.877653,46000.000,7377,3,AY,1,100,0.794
1576860150.919146,46035.000,7377,3,AY,1,100,0.811
1576860150.960639,46070.000,7377,3,AY,1,100,0.802
1576860150.999287,46102.600,7398,5,AY,1,100,0.800
1576860151.037934,46135.200,7398,5,AY,1,100,0.811
1576860151.076582,46167.800,7398,5,AY,1,100,0.797
1576860151.115230,46200.400,7398,5,AY,1,100,0.802
1576860151.153878,46233.000,7398,5,AY,1,100,0.801
1576860151.192407,46265.500,7416,2,AY,1,100,0.804
1576860151.230936,46298.000,7416,2,AY,1,100,0.809
1576860151.271639,46332.333,7434,3,AY,1,100,0.798
1576860151.312341,46366.667,7434,3,AY,1,100,0.801
1576860151.353044,46401.000,7434,3,AY,1,100,0.808
1576860151.393747,46435.333,7452,3,AY,1,100,0.797
1576860151.434449,46469.667,7452,3,AY,1,100,0.809
1576860151.475152,46504.000,7452,3,AY,1,100,0.804
1576860151.520992,46542.667,7470,3,AY,1,100,0.795
1576860151.566832,46581.333,7470,3,AY,1,100,0.812
1576860151.612672,46620.000,7470,3,AY,1,100,0.804
1576860151.650608,46652.000,7488,3,AY,1,100,0.802
1576860151.688545,46684.000,7488,3,AY,1,100,0.805
1576860151.726481,46716.000,7488,3,AY,1,100,0.805
1576860151.764022,46747.667,7506,3,AY,1,100,0.806
1576860151.801564,46779.333,7506,3,AY,1,100,0.803
1576860151.839105,46811.000,7506,3,AY,1,100,0.813
1576860151.879807,46845.333,7525,3,AY,1,100,0.797
1576860151.920510,46879.667,7525,3,AY,1,100,0.793
1576860151.961213,46914.000,7525,3,AY,1,100,0.803
1576860152.001520,46948.000,7543,3,AY,1,100,0.786
1576860152.041828,46982.000,7543,3,AY,1,100,0.799
1576860152.082135,47016.000,7543,3,AY,1,100,0.816
1576860152.127185,47054.000,7560,3,AY,1,100,0.810
1576860152.172235,47092.000,7560,3,AY,1,100,0.804
1576860152.217284,47130.000,7560,3,AY,1,100,0.787
1576860152.256406,47163.000,7578,3,AY,1,100,0.775
1576860152.295528,47196.000,7578,3,AY,1,100,0.840
1576860152.334650,47229.000,7578,3,AY,1,100,0.821
1576860152.372586,47261.000,7595,3,AY,1,100,0.885
1576860152.410523,47293.000,7595,3,AY,1,100,1.023
1576860152.448459,47325.000,7595,3,AY,1,100,0.877
1576860152.487976,47358.333,7612,3,AY,1,100,0.819
1576860152.527493,47391.667,7612,3,AY,1,100,0.840
1576860152.567011,47425.000,7612,3,AY,1,100,0.649
1576860152.608109,47459.667,7630,3,AY,1,100,0.478
1576860152.649206,47494.333,7630,3,AY,1,100,0.543
1576860152.690304,47529.000,7630,3,AY,1,100,0.343
1576860152.731402,47563.667,7648,3,AY,1,100,0.248
1576860152.772500,47598.333,7648,3,AY,1,100,0.182
1576860152.813598,47633.000,7648,3,AY,1,100,0.021
1576860152.856276,47669.000,7667,3,AY,1,100,-0.106
1576860152.898955,47705.000,7667,3,AY,1,100,-0.191
1576860152.941633,47741.000,7667,3,AY,1,100,-0.305
1576860152.979965,47773.333,7685,3,AY,1,100,-0.480
1576860153.018296,47805.667,7685,3,AY,1,100,-0.291
1576860153.056628,47838.000,7685,3,AY,1,100,-0.721
1576860153.095355,47870.667,7703,3,AY,1,100,-0.982
1576860153.134082,47903.333,7703,3,AY,1,100,-0.851
1576860153.172808,47936.000,7703,3,AY,1,100,-0.777
1576860153.213906,47970.667,7721,3,AY,1,100,-0.443
1576860153.255004,48005.333,7721,3,AY,1,100,-0.302
1576860153.296102,48040.000,7721,3,AY,1,100,0.057
1576860153.337200,48074.667,7738,3,AY,1,100,-0.032
1576860153.378298,48109.333,7738,3,AY,1,100,-3.486
1576860153.419395,48144.000,7738,3,AY,1,100,-0.124
1576860153.458518,48177.000,7756,3,AY,1,100,-0.733
1576860153.497639,48210.000,7756,3,AY,1,100,-0.708
1576860153.536761,48243.000,7756,3,AY,1,100,-0.714
1576860153.578650,48278.333,7774,3,AY,1,100,-0.552
1576860153.620538,48313.667,7774,3,AY,1,100,-0.691
1576860153.662426,48349.000,7774,3,AY,1,100,-0.731
1576860153.697991,48379.000,7790,3,AY,1,100,-0.436
1576860153.733557,48409.000,7790,3,AY,1,100,-0.396
1576860153.769122,48439.000,7790,3,AY,1,100,-0.180
1576860153.809430,48473.000,7809,3,AY,1,100,0.354
1576860153.849737,48507.000,7809,3,AY,1,100,-4.112
1576860153.890045,48541.000,7809,3,AY,1,100,-0.016
1576860153.926795,48572.000,7827,3,AY,1,100,-1.005
1576860153.963547,48603.000,7827,3,AY,1,100,-0.670
1576860154.000298,48634.000,7827,3,AY,1,100,-0.577
1576860154.040210,48667.667,7845,3,AY,1,100,-0.463
1576860154.080122,48701.333,7845,3,AY,1,100,-0.809
1576860154.120034,48735.000,7845,3,AY,1,100,-0.815
1576860154.157971,48767.000,7863,3,AY,1,100,-0.378
1576860154.195907,48799.000,7863,3,AY,1,100,-0.272
1576860154.233844,48831.000,7863,3,AY,1,100,-0.170
1576860154.275732,48866.333,7881,3,AY,1,100,0.381
1576860154.317620,48901.667,7881,3,AY,1,100,-4.085
1576860154.359508,48937.000,7881,3,AY,1,100,0.177
1576860154.400211,48971.333,7899,3,AY,1,100,-1.475
1576860154.440914,49005.667,7899,3,AY,1,100,-0.372
1576860154.481616,49040.000,7899,3,AY,1,100,-0.486
1576860154.522714,49074.667,7917,3,AY,1,100,-0.732
1576860154.563812,49109.333,7917,3,AY,1,100,-0.728
1576860154.604910,49144.000,7917,3,AY,1,100,-0.775
1576860154.646008,49178.667,7934,3,AY,1,100,-0.703
1576860154.687105,49213.333,7934,3,AY,1,100,-0.670
1576860154.728203,49248.000,7934,3,AY,1,100,-0.563
1576860154.766535,49280.333,7953,3,AY,1,100,-0.602
1576860154.804867,49312.667,7953,3,AY,1,100,-0.466
1576860154.843198,49345.000,7953,3,AY,1,100,-0.256
1576860154.881925,49377.667,7971,3,AY,1,100,-0.238
1576860154.920652,49410.333,7971,3,AY,1,100,-0.182
1576860154.959378,49443.000,7971,3,AY,1,100,-0.116
1576860155.000081,49477.333,7987,3,AY,1,100,-0.133
1576860155.040784,49511.667,7987,3,AY,1,100,0.191
1576860155.081486,49546.000,7987,3,AY,1,100,0.443
1576860155.120609,49579.000,8005,3,AY,1,100,0.265
1576860155.159730,49612.000,8005,3,AY,1,100,0.666
