EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1576860151.045996,46142.000,7386,1,TL,1,100,2019-12-20_12-42-31-002822
1576860151.248719,46313.000,7406,1,TL,1,100,2019-12-20_12-42-31-232651
1576860157.192888,51327.000,8283,1,TL,1,100,2019-12-20_12-42-37-194126
1576860157.272317,51394.000,8303,1,TL,1,100,2019-12-20_12-42-37-264434
1576860163.165509,56365.000,9181,1,TL,1,100,2019-12-20_12-42-43-213194
1576860163.320811,56496.000,9201,1,TL,1,100,2019-12-20_12-42-43-355089
1576860169.198591,61454.000,10077,1,TL,1,100,2019-12-20_12-42-49-235489
1576860169.377603,61605.000,10097,1,TL,1,100,2019-12-20_12-42-49-398584
1576860175.253012,66561.000,10973,1,TL,1,100,2019-12-20_12-42-55-306810
1576860175.434396,66714.000,10993,1,TL,1,100,2019-12-20_12-42-55-478073
1576860181.307433,71668.000,11868,1,TL,1,100,2019-12-20_12-43-01-338546
1576860181.497116,71828.000,11888,1,TL,1,100,2019-12-20_12-43-01-497752
1576860187.363040,76776.000,12764,1,TL,1,100,2019-12-20_12-43-07-370557
1576860187.547981,76932.000,12784,1,TL,1,100,2019-12-20_12-43-07-541813
1576860193.421018,81886.000,13658,1,TL,1,100,2019-12-20_12-43-13-429628
1576860193.609515,82045.000,13678,1,TL,1,100,2019-12-20_12-43-13-589464
1576860199.476625,86994.000,14554,1,TL,1,100,2019-12-20_12-43-19-508044
1576860199.656824,87146.000,14574,1,TL,1,100,2019-12-20_12-43-19-669916
1576860205.532232,92102.000,15453,1,TL,1,100,2019-12-20_12-43-25-607665
1576860205.721915,92262.000,15474,1,TL,1,100,2019-12-20_12-43-25-767822
1576860211.585468,97208.000,16349,1,TL,1,100,2019-12-20_12-43-31-624179
1576860211.772779,97366.000,16370,1,TL,1,100,2019-12-20_12-43-31-795511
1576860217.703907,102369.000,17245,1,TL,1,100,2019-12-20_12-43-37-743806
1576860217.829572,102475.000,17266,1,TL,1,100,2019-12-20_12-43-37-842554
1576860224.181558,107833.000,17841,1,TL,1,100,2019-12-20_12-43-44-272137
1576860224.437629,108049.000,17862,1,TL,1,100,2019-12-20_12-43-44-456493
1576860230.152993,112870.000,18720,1,TL,1,100,2019-12-20_12-43-50-233121
1576860230.437516,113110.000,18758,1,TL,1,100,2019-12-20_12-43-50-395533
1576860236.207414,117977.000,19616,1,TL,1,100,2019-12-20_12-43-56-305830
1576860236.397097,118137.000,19636,1,TL,1,100,2019-12-20_12-43-56-471379
1576860242.261836,123084.000,20512,1,TL,1,100,2019-12-20_12-44-02-362655
1576860242.447962,123241.000,20532,1,TL,1,100,2019-12-20_12-44-02-531812
1576860248.318628,128193.000,21408,1,TL,1,100,2019-12-20_12-44-08-417686
1576860248.502383,128348.000,21428,1,TL,1,100,2019-12-20_12-44-08-575920
1576860254.374235,133301.000,22304,1,TL,1,100,2019-12-20_12-44-14-468186
1576860254.549691,133449.000,22324,1,TL,1,100,2019-12-20_12-44-14-620603
1576860260.429842,138409.000,23200,1,TL,1,100,2019-12-20_12-44-20-525463
1576860260.614783,138565.000,23220,1,TL,1,100,2019-12-20_12-44-20-691094
1576860266.485449,143517.000,24096,1,TL,1,100,2019-12-20_12-44-26-555048
1576860266.663276,143667.000,24116,1,TL,1,100,2019-12-20_12-44-26-717945
1576860272.554097,148636.000,24992,1,TL,1,100,2019-12-20_12-44-32-604932
1576860272.724811,148780.000,25013,1,TL,1,100,2019-12-20_12-44-32-761420
1576860278.596663,153733.000,25887,1,TL,1,100,2019-12-20_12-44-38-639180
1576860278.789902,153896.000,25908,1,TL,1,100,2019-12-20_12-44-38-799854
1576860284.653456,158842.000,26783,1,TL,1,100,2019-12-20_12-44-44-670479
1576860284.852622,159010.000,26804,1,TL,1,100,2019-12-20_12-44-44-834272
1576860290.705506,163947.000,27679,1,TL,1,100,2019-12-20_12-44-50-703006
1576860290.892817,164105.000,27700,1,TL,1,100,2019-12-20_12-44-50-874535
1576860296.763484,169057.000,28573,1,TL,1,100,2019-12-20_12-44-56-729915
