EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1576860792.409429,587181.000,36268,5,PI,1,100,178792
1576860792.409429,587181.000,36268,5,PI,1,100,178573
1576860792.409429,587181.000,36268,5,PI,1,100,178639
1576860792.409429,587181.000,36268,5,PI,1,100,178631
1576860792.409429,587181.000,36268,5,PI,1,100,178668
1576860792.447749,587213.333,36286,3,PI,1,100,178814
1576860792.486068,587245.667,36286,3,PI,1,100,178961
1576860792.524388,587278.000,36286,3,PI,1,100,179130
1576860792.563893,587311.333,36304,3,PI,1,100,179293
1576860792.603398,587344.667,36304,3,PI,1,100,179390
1576860792.642903,587378.000,36304,3,PI,1,100,179435
1576860792.680235,587409.500,36322,4,PI,1,100,179551
1576860792.717567,587441.000,36322,4,PI,1,100,179654
1576860792.754900,587472.500,36322,4,PI,1,100,179818
1576860792.792232,587504.000,36322,4,PI,1,100,179595
1576860792.830551,587536.333,36340,3,PI,1,100,178717
1576860792.868871,587568.667,36340,3,PI,1,100,178283
1576860792.907191,587601.000,36340,3,PI,1,100,178295
1576860792.945116,587633.000,36358,3,PI,1,100,178298
1576860792.983040,587665.000,36358,3,PI,1,100,178306
1576860793.020965,587697.000,36358,3,PI,1,100,178494
1576860793.065211,587734.333,36377,3,PI,1,100,178556
1576860793.109456,587771.667,36377,3,PI,1,100,178579
1576860793.153702,587809.000,36377,3,PI,1,100,178650
1576860793.194787,587843.667,36395,3,PI,1,100,178775
1576860793.235872,587878.333,36395,3,PI,1,100,178922
1576860793.276957,587913.000,36395,3,PI,1,100,179069
1576860793.315277,587945.333,36413,3,PI,1,100,179246
1576860793.353597,587977.667,36413,3,PI,1,100,179301
1576860793.391916,588010.000,36413,3,PI,1,100,179393
1576860793.433002,588044.667,36430,3,PI,1,100,179425
1576860793.474087,588079.333,36430,3,PI,1,100,179642
1576860793.515172,588114.000,36430,3,PI,1,100,179669
1576860793.557245,588149.500,36446,2,PI,1,100,179813
1576860793.599317,588185.000,36446,2,PI,1,100,179114
1576860793.636847,588216.667,36464,3,PI,1,100,178287
1576860793.674376,588248.333,36464,3,PI,1,100,178192
1576860793.711906,588280.000,36464,3,PI,1,100,178214
1576860793.753781,588315.333,36482,3,PI,1,100,178255
1576860793.795657,588350.667,36482,3,PI,1,100,178383
1576860793.837532,588386.000,36482,3,PI,1,100,178494
1576860793.877432,588419.667,36500,3,PI,1,100,178479
1576860793.917332,588453.333,36500,3,PI,1,100,178530
1576860793.957232,588487.000,36500,3,PI,1,100,178614
1576860793.998317,588521.667,36518,3,PI,1,100,178828
1576860794.039402,588556.333,36518,3,PI,1,100,178975
1576860794.080487,588591.000,36518,3,PI,1,100,179104
1576860794.121967,588626.000,36537,3,PI,1,100,179230
1576860794.163447,588661.000,36537,3,PI,1,100,179323
1576860794.204928,588696.000,36537,3,PI,1,100,179427
1576860794.243247,588728.333,36555,3,PI,1,100,179555
1576860794.281567,588760.667,36555,3,PI,1,100,179677
1576860794.319887,588793.000,36555,3,PI,1,100,179776
1576860794.358108,588825.250,36573,4,PI,1,100,179797
1576860794.396329,588857.500,36573,4,PI,1,100,179305
1576860794.434550,588889.750,36573,4,PI,1,100,178313
1576860794.472771,588922.000,36573,4,PI,1,100,178216
