RD,TS_received,TS_sent,AK,RoundTrip,
592214,592222,2019-12-20_12-53-18-370545,592225,8,
597322,597330,2019-12-20_12-53-24-435596,597333,8,
602430,602436,2019-12-20_12-53-30-461592,602441,6,
607538,607543,2019-12-20_12-53-36-538904,607546,5,
612646,612654,2019-12-20_12-53-42-549129,612657,8,
617754,617764,2019-12-20_12-53-48-607700,617765,10,
622862,622870,2019-12-20_12-53-54-718352,622873,8,
627970,627981,2019-12-20_12-54-00-721710,627985,11,
633078,633085,2019-12-20_12-54-06-772105,633088,7,
638186,638193,2019-12-20_12-54-12-880887,638196,7,
643294,643309,2019-12-20_12-54-18-927077,643313,15,
648402,648408,2019-12-20_12-54-24-931987,648412,6,
653510,653528,2019-12-20_12-54-31-051494,653531,18,
658618,658681,2019-12-20_12-54-37-142554,658685,63,
663726,663778,2019-12-20_12-54-43-172368,663781,52,
668834,668870,2019-12-20_12-54-49-198850,668875,36,
673942,673950,2019-12-20_12-54-55-172041,673954,8,
679050,679058,2019-12-20_12-55-01-232586,679061,8,
684158,684168,2019-12-20_12-55-07-273231,684171,10,
689266,689274,2019-12-20_12-55-13-294863,689277,8,
694374,694380,2019-12-20_12-55-19-269910,694383,6,
699482,699490,2019-12-20_12-55-25-331929,699493,8,
704590,704599,2019-12-20_12-55-31-453058,704602,9,
709698,709705,2019-12-20_12-55-37-559214,709708,7,
714806,714812,2019-12-20_12-55-43-580873,714815,6,
719914,719921,2019-12-20_12-55-49-592120,719924,7,
725022,725028,2019-12-20_12-55-55-616553,725034,6,
730130,730140,2019-12-20_12-56-01-691569,730144,10,
735238,735248,2019-12-20_12-56-07-787670,735251,10,
740346,740352,2019-12-20_12-56-13-880744,740355,6,
745454,745460,2019-12-20_12-56-19-979237,745463,6,
750562,750634,2019-12-20_12-56-26-146843,750637,72,
755670,755722,2019-12-20_12-56-32-150106,755726,52,
760778,760782,2019-12-20_12-56-38-155869,760785,4,
765886,765891,2019-12-20_12-56-44-286159,765894,5,
770994,771001,2019-12-20_12-56-50-353453,771004,7,
776102,776108,2019-12-20_12-56-56-353915,776111,6,
781210,781217,2019-12-20_12-57-02-399828,781220,7,
786318,786324,2019-12-20_12-57-08-537181,786327,6,
791426,791433,2019-12-20_12-57-14-631246,791437,7,
796534,796542,2019-12-20_12-57-20-686134,796545,8,
801642,801650,2019-12-20_12-57-26-718693,801653,8,
806750,806756,2019-12-20_12-57-32-689027,806759,6,
811858,811867,2019-12-20_12-57-38-754294,811870,9,
816967,816978,2019-12-20_12-57-44-810317,816981,11,
822075,822083,2019-12-20_12-57-50-825626,822086,8,
827183,827189,2019-12-20_12-57-56-843975,827192,6,
832291,832297,2019-12-20_12-58-02-870975,832300,6,
837399,837405,2019-12-20_12-58-08-970930,837410,6,
842507,842540,2019-12-20_12-58-15-123519,842546,33,
847615,847631,2019-12-20_12-58-21-151951,847634,16,
852723,852729,2019-12-20_12-58-27-146411,852732,6,
857831,857838,2019-12-20_12-58-33-224930,857841,7,
862939,862947,2019-12-20_12-58-39-356980,862950,8,
868047,868064,2019-12-20_12-58-45-435414,868068,17,
873155,873163,2019-12-20_12-58-51-417040,873166,8,
878263,878271,2019-12-20_12-58-57-505584,878274,8,
883371,883400,2019-12-20_12-59-03-537796,883404,29,
888479,888483,2019-12-20_12-59-09-574358,888488,4,
893587,893594,2019-12-20_12-59-15-600132,893597,7,
898695,898701,2019-12-20_12-59-21-654605,898705,6,
903803,903810,2019-12-20_12-59-27-674574,903814,7,
908911,908918,2019-12-20_12-59-33-645281,908922,7,
914019,914025,2019-12-20_12-59-39-673136,914029,6,
919127,919132,2019-12-20_12-59-45-798555,919136,5,
924235,924242,2019-12-20_12-59-51-896741,924245,7,
929343,929348,2019-12-20_12-59-57-979644,929351,5,
934451,934457,2019-12-20_13-00-04-010685,934462,6,
939559,939567,2019-12-20_13-00-10-011697,939570,8,
944667,944681,2019-12-20_13-00-16-027925,944761,14,
949775,949803,2019-12-20_13-00-22-145699,949806,28,
954883,954890,2019-12-20_13-00-28-239183,954893,7,
959991,959998,2019-12-20_13-00-34-318210,960001,7,
965099,965115,2019-12-20_13-00-40-356393,965118,16,
970207,970214,2019-12-20_13-00-46-384419,970218,7,
975315,975319,2019-12-20_13-00-52-408240,975324,4,
980423,980430,2019-12-20_13-00-58-428133,980434,7,
985531,985539,2019-12-20_13-01-04-427088,985542,8,
990639,990648,2019-12-20_13-01-10-443729,990651,9,
995747,995754,2019-12-20_13-01-16-439431,995757,7,
1000855,1000872,2019-12-20_13-01-22-507653,1000876,17,
1005963,1005970,2019-12-20_13-01-28-539114,1005973,7,
1011071,1011077,2019-12-20_13-01-34-602277,1011080,6,
1016179,1016192,2019-12-20_13-01-40-721364,1016195,13,
1021287,1021295,2019-12-20_13-01-46-768505,1021300,8,
1026395,1026406,2019-12-20_13-01-52-902584,1026409,11,
1031503,1031510,2019-12-20_13-01-58-999630,1031514,7,
1036611,1036658,2019-12-20_13-02-05-145930,1036661,47,
1041719,1041726,2019-12-20_13-02-11-184817,1041729,7,
1046827,1046836,2019-12-20_13-02-17-292952,1046840,9,
1051935,1051941,2019-12-20_13-02-23-381264,1051944,6,
1057043,1057049,2019-12-20_13-02-29-431495,1057054,6,
1062151,1062158,2019-12-20_13-02-35-433716,1062161,7,
1067259,1067267,2019-12-20_13-02-41-420148,1067270,8,
1072367,1072374,2019-12-20_13-02-47-409318,1072378,7,
1077475,1077484,2019-12-20_13-02-53-445399,1077487,9,
1082583,1082608,2019-12-20_13-02-59-525001,1082612,25,
1087691,1087767,2019-12-20_13-03-05-608214,1087770,76,
1092799,1092806,2019-12-20_13-03-11-656752,1092809,7,
1097907,1097916,2019-12-20_13-03-17-705176,1097920,9,
1103015,1103021,2019-12-20_13-03-23-790249,1103024,6,
