RD,TS_received,TS_sent,AK,RoundTrip,
46122,46142,2019-12-20_12-42-31-002822,46146,20,
51230,51327,2019-12-20_12-42-37-194126,51331,97,
56338,56365,2019-12-20_12-42-43-213194,56368,27,
61446,61454,2019-12-20_12-42-49-235489,61459,8,
66554,66561,2019-12-20_12-42-55-306810,66565,7,
71662,71668,2019-12-20_12-43-01-338546,71671,6,
76770,76776,2019-12-20_12-43-07-370557,76779,6,
81878,81886,2019-12-20_12-43-13-429628,81889,8,
86986,86994,2019-12-20_12-43-19-508044,86997,8,
92094,92102,2019-12-20_12-43-25-607665,92105,8,
97202,97208,2019-12-20_12-43-31-624179,97212,6,
102310,102369,2019-12-20_12-43-37-743806,102372,59,
107754,107833,2019-12-20_12-43-44-272137,107836,79,
112862,112870,2019-12-20_12-43-50-233121,112873,8,
117970,117977,2019-12-20_12-43-56-305830,117980,7,
123078,123084,2019-12-20_12-44-02-362655,123087,6,
128186,128193,2019-12-20_12-44-08-417686,128196,7,
133294,133301,2019-12-20_12-44-14-468186,133304,7,
138402,138409,2019-12-20_12-44-20-525463,138412,7,
143510,143517,2019-12-20_12-44-26-555048,143520,7,
148618,148636,2019-12-20_12-44-32-604932,148644,18,
153726,153733,2019-12-20_12-44-38-639180,153736,7,
158834,158842,2019-12-20_12-44-44-670479,158846,8,
163942,163947,2019-12-20_12-44-50-703006,163950,5,
169050,169057,2019-12-20_12-44-56-729915,169060,7,
174158,174205,2019-12-20_12-45-02-854784,174209,47,
179266,179327,2019-12-20_12-45-08-913706,179330,61,
184374,184380,2019-12-20_12-45-14-900981,184384,6,
189482,189490,2019-12-20_12-45-20-993106,189493,8,
194590,194597,2019-12-20_12-45-27-049417,194601,7,
199698,199786,2019-12-20_12-45-33-169024,199789,88,
204806,204856,2019-12-20_12-45-39-186484,204859,50,
209914,209936,2019-12-20_12-45-45-207053,209939,22,
215047,215054,2019-12-20_12-45-51-294982,215057,7,
220155,220163,2019-12-20_12-45-57-359068,220166,8,
225263,225270,2019-12-20_12-46-03-400164,225273,7,
230371,230378,2019-12-20_12-46-09-471259,230381,7,
235479,235486,2019-12-20_12-46-15-549201,235490,7,
240587,240593,2019-12-20_12-46-21-552217,240597,6,
245695,245719,2019-12-20_12-46-27-635937,245722,24,
250803,250810,2019-12-20_12-46-33-710513,250813,7,
255911,255916,2019-12-20_12-46-39-754122,255920,5,
261019,261026,2019-12-20_12-46-45-825061,261031,7,
266127,266134,2019-12-20_12-46-51-863896,266138,7,
271235,271241,2019-12-20_12-46-57-915558,271244,6,
276343,276350,2019-12-20_12-47-03-963727,276353,7,
281451,281458,2019-12-20_12-47-10-030091,281461,7,
286568,286942,2019-12-20_12-47-16-505507,286946,374,
291676,291720,2019-12-20_12-47-22-187831,291723,44,
296784,296803,2019-12-20_12-47-28-199389,296806,19,
301892,301898,2019-12-20_12-47-34-241832,301901,6,
307000,307011,2019-12-20_12-47-40-285113,307014,11,
312108,312115,2019-12-20_12-47-46-345695,312119,7,
317216,317222,2019-12-20_12-47-52-451343,317225,6,
322324,322329,2019-12-20_12-47-58-470464,322332,5,
327432,327439,2019-12-20_12-48-04-548340,327444,7,
332540,332546,2019-12-20_12-48-10-618434,332549,6,
337648,337658,2019-12-20_12-48-16-686620,337661,10,
342756,342764,2019-12-20_12-48-22-753573,342767,8,
347864,347872,2019-12-20_12-48-28-820107,347876,8,
352972,352980,2019-12-20_12-48-34-846677,352983,8,
358080,358131,2019-12-20_12-48-41-024602,358135,51,
363188,363228,2019-12-20_12-48-47-017696,363233,40,
368296,368311,2019-12-20_12-48-53-072541,368376,15,
373404,373473,2019-12-20_12-48-59-164798,373476,69,
378512,378520,2019-12-20_12-49-05-190302,378523,8,
383620,383624,2019-12-20_12-49-11-221161,383627,4,
388728,388735,2019-12-20_12-49-17-317393,388738,7,
393836,393845,2019-12-20_12-49-23-319727,393848,9,
398944,398950,2019-12-20_12-49-29-417662,398953,6,
404052,404065,2019-12-20_12-49-35-445358,404069,13,
409160,409166,2019-12-20_12-49-41-454446,409171,6,
414268,414275,2019-12-20_12-49-47-550508,414278,7,
419376,419383,2019-12-20_12-49-53-558094,419386,7,
424484,424491,2019-12-20_12-49-59-635456,424494,7,
429592,429602,2019-12-20_12-50-05-662811,429605,10,
434700,434707,2019-12-20_12-50-11-718997,434710,7,
439808,439820,2019-12-20_12-50-17-765109,439825,12,
444916,444922,2019-12-20_12-50-23-802382,444926,6,
450024,450032,2019-12-20_12-50-29-845544,450035,8,
455132,455142,2019-12-20_12-50-35-899452,455145,10,
460240,460248,2019-12-20_12-50-41-991900,460251,8,
465348,465355,2019-12-20_12-50-47-999585,465358,7,
470456,470519,2019-12-20_12-50-54-163686,470523,63,
475564,475610,2019-12-20_12-51-00-186884,475614,46,
480672,480679,2019-12-20_12-51-06-167063,480683,7,
485780,485787,2019-12-20_12-51-12-279972,485791,7,
490888,490895,2019-12-20_12-51-18-303297,490901,7,
496013,496022,2019-12-20_12-51-24-411643,496025,9,
501121,501136,2019-12-20_12-51-30-434301,501140,15,
506229,506236,2019-12-20_12-51-36-492445,506239,7,
511337,511344,2019-12-20_12-51-42-526331,511347,7,
516445,516474,2019-12-20_12-51-48-627141,516478,29,
521553,521561,2019-12-20_12-51-54-628303,521564,8,
526661,526668,2019-12-20_12-52-00-691239,526671,7,
531769,531776,2019-12-20_12-52-06-750742,531779,7,
536877,536884,2019-12-20_12-52-12-794300,536887,7,
541985,541997,2019-12-20_12-52-18-841281,542000,12,
547093,547100,2019-12-20_12-52-24-869820,547104,7,
552201,552207,2019-12-20_12-52-30-962445,552210,6,
557309,557317,2019-12-20_12-52-36-999552,557320,8,
562417,562424,2019-12-20_12-52-43-021229,562427,7,
