RD,TS_received,TS_sent,AK,RoundTrip,
158170,158177,2019-11-28_08-25-19-854737,158180,7,
163278,163287,2019-11-28_08-25-25-926572,163291,9,
168386,168394,2019-11-28_08-25-32-021533,168398,8,
173494,173501,2019-11-28_08-25-38-086771,173505,7,
178602,178612,2019-11-28_08-25-44-118792,178615,10,
183710,183965,2019-11-28_08-25-50-428298,183968,255,
188818,188829,2019-11-28_08-25-56-212844,188832,11,
193926,194018,2019-11-28_08-26-02-361333,194021,92,
199034,199117,2019-11-28_08-26-08-375552,199120,83,
204142,204199,2019-11-28_08-26-14-399975,204202,57,
209250,209346,2019-11-28_08-26-20-469852,209349,96,
214358,214529,2019-11-28_08-26-26-556850,214532,171,
219466,219534,2019-11-28_08-26-32-506902,219538,68,
224574,224618,2019-11-28_08-26-38-513545,224638,44,
229682,229690,2019-11-28_08-26-44-557368,229693,8,
234790,234800,2019-11-28_08-26-50-668622,234803,10,
239898,239906,2019-11-28_08-26-56-755276,239909,8,
245006,245026,2019-11-28_08-27-02-841639,245030,20,
250114,250124,2019-11-28_08-27-08-902932,250129,10,
255222,255235,2019-11-28_08-27-14-939677,255238,13,
260330,260365,2019-11-28_08-27-21-003098,260368,35,
265438,265445,2019-11-28_08-27-27-026889,265448,7,
270546,270554,2019-11-28_08-27-33-111806,270557,8,
275654,275667,2019-11-28_08-27-39-183808,275670,13,
280762,280777,2019-11-28_08-27-45-232466,280781,15,
285870,285969,2019-11-28_08-27-51-365564,285972,99,
290978,291041,2019-11-28_08-27-57-411853,291045,63,
296086,296138,2019-11-28_08-28-03-447599,296142,52,
301194,301206,2019-11-28_08-28-09-455724,301210,12,
306302,306308,2019-11-28_08-28-15-504463,306312,6,
311410,311422,2019-11-28_08-28-21-595577,311425,12,
316518,316525,2019-11-28_08-28-27-614164,316529,7,
321626,321640,2019-11-28_08-28-33-690142,321644,14,
326734,326754,2019-11-28_08-28-39-753825,326757,20,
331842,331901,2019-11-28_08-28-45-838374,331904,59,
336950,336961,2019-11-28_08-28-51-863534,336965,11,
342058,342066,2019-11-28_08-28-57-913844,342069,8,
347166,347173,2019-11-28_08-29-03-962864,347176,7,
352274,352283,2019-11-28_08-29-10-006641,352286,9,
357382,357389,2019-11-28_08-29-16-086408,357392,7,
362490,362498,2019-11-28_08-29-22-134467,362501,8,
367598,367850,2019-11-28_08-29-28-459532,367853,252,
372706,372786,2019-11-28_08-29-34-377872,372790,80,
377814,377869,2019-11-28_08-29-40-366851,377872,55,
382922,382929,2019-11-28_08-29-46-372902,382932,7,
388030,388037,2019-11-28_08-29-52-398311,388041,7,
393138,393151,2019-11-28_08-29-58-439375,393155,13,
398246,398255,2019-11-28_08-30-04-485217,398258,9,
403354,403359,2019-11-28_08-30-10-540061,403364,5,
408462,408468,2019-11-28_08-30-16-592362,408472,6,
413570,413580,2019-11-28_08-30-22-658629,413583,10,
418678,418685,2019-11-28_08-30-28-692839,418688,7,
423786,423795,2019-11-28_08-30-34-743152,423796,9,
428894,428900,2019-11-28_08-30-40-771193,428904,6,
434002,434007,2019-11-28_08-30-46-825530,434010,5,
439110,439117,2019-11-28_08-30-52-882083,439121,7,
444218,444226,2019-11-28_08-30-58-953369,444229,8,
449326,449332,2019-11-28_08-31-04-990330,449337,6,
454434,454442,2019-11-28_08-31-11-062865,454446,8,
459542,459550,2019-11-28_08-31-17-120876,459555,8,
464650,464908,2019-11-28_08-31-23-457206,464911,258,
469758,469926,2019-11-28_08-31-29-363269,469927,168,
474866,474967,2019-11-28_08-31-35-393468,474971,101,
479974,480138,2019-11-28_08-31-41-421068,480141,164,
485082,485093,2019-11-28_08-31-47-364295,485096,11,
490190,490201,2019-11-28_08-31-53-421989,490204,11,
495298,495306,2019-11-28_08-31-59-458982,495309,8,
500406,500416,2019-11-28_08-32-05-527219,500421,10,
505514,505538,2019-11-28_08-32-11-579445,505541,24,
510622,510635,2019-11-28_08-32-17-615777,510638,13,
515730,515736,2019-11-28_08-32-23-631771,515740,6,
520838,520850,2019-11-28_08-32-29-693504,520853,12,
525946,526004,2019-11-28_08-32-35-803269,526008,58,
531054,531060,2019-11-28_08-32-41-780531,531063,6,
536162,536172,2019-11-28_08-32-47-860839,536175,10,
541270,541277,2019-11-28_08-32-53-881536,541280,7,
546378,546389,2019-11-28_08-32-59-966106,546399,11,
551486,551492,2019-11-28_08-33-05-978465,551496,6,
556594,556602,2019-11-28_08-33-12-046619,556605,8,
561702,561711,2019-11-28_08-33-18-117317,561714,9,
566810,566817,2019-11-28_08-33-24-162027,566820,7,
571918,571928,2019-11-28_08-33-30-212502,571931,10,
577026,577202,2019-11-28_08-33-36-400032,577206,176,
582134,582200,2019-11-28_08-33-42-421715,582203,66,
587242,587249,2019-11-28_08-33-48-383411,587253,7,
592350,592357,2019-11-28_08-33-54-451670,592361,7,
597458,597465,2019-11-28_08-34-00-530552,597468,7,
602566,602572,2019-11-28_08-34-06-601304,602576,6,
607674,607694,2019-11-28_08-34-12-630884,607697,20,
612782,612789,2019-11-28_08-34-18-657913,612792,7,
617890,617897,2019-11-28_08-34-24-774428,617901,7,
622998,623014,2019-11-28_08-34-30-836647,623017,16,
628106,628112,2019-11-28_08-34-36-893734,628116,6,
633214,633222,2019-11-28_08-34-42-933018,633226,8,
638322,638330,2019-11-28_08-34-48-970459,638333,8,
643430,643436,2019-11-28_08-34-55-064402,643439,6,
648538,648546,2019-11-28_08-35-01-131811,648549,8,
653646,653661,2019-11-28_08-35-07-142359,653664,15,
658755,658761,2019-11-28_08-35-13-214203,658766,6,
663862,663954,2019-11-28_08-35-19-386700,663958,92,
668970,669161,2019-11-28_08-35-25-536658,669164,191,
674078,674122,2019-11-28_08-35-31-409899,674125,44,
679186,679268,2019-11-28_08-35-37-518136,679271,82,
