EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1574944569.015167,25022.000,3860,6,PI,1,100,170927
1574944569.015167,25022.000,3860,6,PI,1,100,170972
1574944569.015167,25022.000,3860,6,PI,1,100,171025
1574944569.015167,25022.000,3860,6,PI,1,100,171047
1574944569.015167,25022.000,3860,6,PI,1,100,171094
1574944569.015167,25022.000,3860,6,PI,1,100,171190
1574944569.052820,25053.667,3878,3,PI,1,100,171259
1574944569.090474,25085.333,3878,3,PI,1,100,171308
1574944569.128127,25117.000,3878,3,PI,1,100,171340
1574944569.168159,25150.667,3896,3,PI,1,100,171397
1574944569.208191,25184.333,3896,3,PI,1,100,171471
1574944569.248222,25218.000,3896,3,PI,1,100,171546
1574944569.289047,25252.333,3912,3,PI,1,100,171649
1574944569.329871,25286.667,3912,3,PI,1,100,171725
1574944569.370695,25321.000,3912,3,PI,1,100,171807
1574944569.412312,25356.000,3930,3,PI,1,100,171863
1574944569.453929,25391.000,3930,3,PI,1,100,171745
1574944569.495546,25426.000,3930,3,PI,1,100,171486
1574944569.535578,25459.667,3948,3,PI,1,100,171364
1574944569.575609,25493.333,3948,3,PI,1,100,171338
1574944569.615641,25527.000,3948,3,PI,1,100,171333
1574944569.653295,25558.667,3966,3,PI,1,100,171336
1574944569.690948,25590.333,3966,3,PI,1,100,171331
1574944569.728601,25622.000,3966,3,PI,1,100,171287
1574944569.768237,25655.333,3985,3,PI,1,100,171192
1574944569.807872,25688.667,3985,3,PI,1,100,171235
1574944569.847507,25722.000,3985,3,PI,1,100,171320
1574944569.888332,25756.333,4003,3,PI,1,100,171391
1574944569.929156,25790.667,4003,3,PI,1,100,171367
1574944569.969980,25825.000,4003,3,PI,1,100,171368
1574944570.011597,25860.000,4021,3,PI,1,100,171439
1574944570.053214,25895.000,4021,3,PI,1,100,171541
1574944570.094831,25930.000,4021,3,PI,1,100,171613
1574944570.134863,25963.667,4038,3,PI,1,100,171652
1574944570.174895,25997.333,4038,3,PI,1,100,171662
1574944570.214926,26031.000,4038,3,PI,1,100,171733
1574944570.252976,26063.000,4056,3,PI,1,100,171809
1574944570.291026,26095.000,4056,3,PI,1,100,171898
1574944570.329076,26127.000,4056,3,PI,1,100,171895
1574944570.368315,26160.000,4074,3,PI,1,100,171665
1574944570.407553,26193.000,4074,3,PI,1,100,171460
1574944570.446792,26226.000,4074,3,PI,1,100,171442
1574944570.486824,26259.667,4092,3,PI,1,100,171455
1574944570.526855,26293.333,4092,3,PI,1,100,171453
1574944570.566887,26327.000,4092,3,PI,1,100,171487
1574944570.608108,26361.667,4108,3,PI,1,100,171483
1574944570.649328,26396.333,4108,3,PI,1,100,171463
1574944570.690549,26431.000,4108,3,PI,1,100,171440
1574944570.734941,26468.333,4127,3,PI,1,100,171468
