EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1574944574.992559,30049.000,4752,2,RD,1,100,TL
1574944574.992559,30049.000,4752,2,RD,1,100,TU
1574944578.029413,32603.000,5650,2,RD,1,100,TL
1574944581.066266,35157.000,5650,2,RD,1,100,TU
1574944584.103119,37711.000,6546,2,RD,1,100,TL
1574944587.139972,40265.000,6546,2,RD,1,100,TU
1574944590.176825,42819.000,7444,2,RD,1,100,TL
1574944593.213678,45373.000,7444,2,RD,1,100,TU
1574944596.250531,47927.000,8340,2,RD,1,100,TL
1574944599.287384,50481.000,8340,2,RD,1,100,TU
1574944602.324237,53035.000,9236,2,RD,1,100,TL
1574944605.361090,55589.000,9236,2,RD,1,100,TU
1574944608.397943,58143.000,10132,2,RD,1,100,TL
1574944611.434796,60697.000,10132,2,RD,1,100,TU
1574944614.471649,63251.000,11029,2,RD,1,100,TL
1574944617.508502,65805.000,11029,2,RD,1,100,TU
1574944620.545355,68359.000,11925,2,RD,1,100,TL
1574944623.582208,70913.000,11925,2,RD,1,100,TU
1574944626.619061,73467.000,12821,2,RD,1,100,TL
1574944629.655915,76021.000,12821,2,RD,1,100,TU
1574944632.692768,78575.000,13718,2,RD,1,100,TL
1574944635.729621,81129.000,13718,2,RD,1,100,TU
1574944638.766474,83683.000,14614,2,RD,1,100,TL
1574944641.803327,86237.000,14614,2,RD,1,100,TU
1574944644.840180,88791.000,15510,2,RD,1,100,TL
1574944647.877033,91345.000,15510,2,RD,1,100,TU
1574944650.913886,93899.000,16406,2,RD,1,100,TL
1574944653.950739,96453.000,16406,2,RD,1,100,TU
1574944656.987592,99007.000,17304,2,RD,1,100,TL
1574944660.024445,101561.000,17304,2,RD,1,100,TU
1574944663.061298,104115.000,18199,2,RD,1,100,TL
1574944666.098151,106669.000,18199,2,RD,1,100,TU
1574944669.135004,109223.000,19096,2,RD,1,100,TL
1574944672.171857,111777.000,19096,2,RD,1,100,TU
1574944675.733085,114772.000,19569,2,RD,1,100,TL
1574944679.294312,117767.000,19569,2,RD,1,100,TU
1574944682.352568,120339.000,20429,2,RD,1,100,TL
1574944685.410825,122911.000,20429,2,RD,1,100,TU
1574944688.447678,125465.000,21325,2,RD,1,100,TL
1574944691.484531,128019.000,21325,2,RD,1,100,TU
1574944694.521384,130573.000,22221,2,RD,1,100,TL
1574944697.558237,133127.000,22221,2,RD,1,100,TU
1574944700.595090,135681.000,23117,2,RD,1,100,TL
1574944703.631943,138235.000,23117,2,RD,1,100,TU
1574944706.668796,140789.000,24014,2,RD,1,100,TL
1574944709.705649,143343.000,24014,2,RD,1,100,TU
1574944712.742502,145897.000,24910,2,RD,1,100,TL
1574944715.779355,148451.000,24910,2,RD,1,100,TU
1574944718.816208,151005.000,25806,2,RD,1,100,TL
1574944721.853061,153559.000,25806,2,RD,1,100,TU
1574944724.889914,156113.000,26702,2,RD,1,100,TL
1574944727.926767,158667.000,26702,2,RD,1,100,TU
1574944730.963620,161221.000,27598,2,RD,1,100,TL
