RD,TS_received,TS_sent,AK,RoundTrip,
347663,347670,2019-11-28_08-42-32-664819,347674,7,
352771,352778,2019-11-28_08-42-38-734339,352781,7,
357879,357884,2019-11-28_08-42-44-808183,357887,5,
362987,362998,2019-11-28_08-42-50-879841,363001,11,
368095,368104,2019-11-28_08-42-56-965297,368108,9,
373203,373209,2019-11-28_08-43-03-013967,373212,6,
378311,378319,2019-11-28_08-43-09-087311,378322,8,
383419,383423,2019-11-28_08-43-15-178530,383426,4,
388527,388691,2019-11-28_08-43-21-404552,388695,164,
393635,393798,2019-11-28_08-43-27-425129,393803,163,
398743,398756,2019-11-28_08-43-33-393222,398758,13,
403851,403858,2019-11-28_08-43-39-458647,403861,7,
408959,408969,2019-11-28_08-43-45-537296,408973,10,
414067,414080,2019-11-28_08-43-51-612004,414083,13,
419175,419186,2019-11-28_08-43-57-670033,419190,11,
424283,424296,2019-11-28_08-44-03-769152,424300,13,
429391,429397,2019-11-28_08-44-09-851459,429400,6,
434499,434506,2019-11-28_08-44-15-917581,434509,7,
439607,439619,2019-11-28_08-44-22-000341,439622,12,
444715,444722,2019-11-28_08-44-28-064413,444725,7,
449823,449831,2019-11-28_08-44-34-128941,449834,8,
454931,455101,2019-11-28_08-44-40-359991,455104,170,
460039,460206,2019-11-28_08-44-46-479335,460209,167,
465147,465207,2019-11-28_08-44-52-404738,465210,60,
470255,470342,2019-11-28_08-44-58-522765,470345,87,
475363,475371,2019-11-28_08-45-04-508224,475385,8,
480471,480498,2019-11-28_08-45-10-601880,480501,27,
485579,485589,2019-11-28_08-45-16-648762,485592,10,
490687,490695,2019-11-28_08-45-22-707901,490699,8,
495795,495801,2019-11-28_08-45-28-810548,495805,6,
500903,500908,2019-11-28_08-45-34-868523,500912,5,
506011,506018,2019-11-28_08-45-40-938910,506021,7,
511119,511128,2019-11-28_08-45-47-031260,511131,9,
516227,516234,2019-11-28_08-45-53-117839,516237,7,
521335,521433,2019-11-28_08-45-59-200906,521512,98,
526443,526534,2019-11-28_08-46-05-339537,526539,91,
531551,531598,2019-11-28_08-46-11-364196,531601,47,
536659,536697,2019-11-28_08-46-17-410624,536701,38,
541767,541781,2019-11-28_08-46-23-447272,541784,14,
546875,546883,2019-11-28_08-46-29-522785,546887,8,
