EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1574943913.911334,153159.000,26013,9,AX,1,100,-0.791
1574943913.911334,153159.000,26013,9,AX,1,100,-0.789
1574943913.911334,153159.000,26013,9,AX,1,100,-0.791
1574943913.911334,153159.000,26013,9,AX,1,100,-0.791
1574943913.911334,153159.000,26013,9,AX,1,100,-0.803
1574943913.911334,153159.000,26013,9,AX,1,100,-0.802
1574943913.911334,153159.000,26013,9,AX,1,100,-0.805
1574943913.911334,153159.000,26013,9,AX,1,100,-0.786
1574943913.911334,153159.000,26013,9,AX,1,100,-0.781
1574943913.951627,153193.000,26030,3,AX,1,100,-0.790
1574943913.991921,153227.000,26030,3,AX,1,100,-0.786
1574943914.032215,153261.000,26030,3,AX,1,100,-0.794
1574943914.073694,153296.000,26048,3,AX,1,100,-0.787
1574943914.115173,153331.000,26048,3,AX,1,100,-0.793
1574943914.156652,153366.000,26048,3,AX,1,100,-0.804
1574943914.197736,153400.667,26064,3,AX,1,100,-0.814
1574943914.238820,153435.333,26064,3,AX,1,100,-0.805
1574943914.279904,153470.000,26064,3,AX,1,100,-0.807
1574943914.319408,153503.333,26082,3,AX,1,100,-0.798
1574943914.358912,153536.667,26082,3,AX,1,100,-0.790
1574943914.398416,153570.000,26082,3,AX,1,100,-0.787
1574943914.435944,153601.667,26101,3,AX,1,100,-0.788
1574943914.473473,153633.333,26101,3,AX,1,100,-0.798
1574943914.511001,153665.000,26101,3,AX,1,100,-0.801
1574943914.550505,153698.333,26119,3,AX,1,100,-0.800
1574943914.590009,153731.667,26119,3,AX,1,100,-0.792
1574943914.629513,153765.000,26119,3,AX,1,100,-0.790
1574943914.674547,153803.000,26137,3,AX,1,100,-0.793
1574943914.719581,153841.000,26137,3,AX,1,100,-0.801
1574943914.764616,153879.000,26137,3,AX,1,100,-0.794
1574943914.806095,153914.000,26155,2,AX,1,100,-0.792
1574943914.847574,153949.000,26155,2,AX,1,100,-0.784
1574943914.887473,153982.667,26173,3,AX,1,100,-0.782
1574943914.927372,154016.333,26173,3,AX,1,100,-0.790
1574943914.967270,154050.000,26173,3,AX,1,100,-0.789
1574943915.005589,154082.333,26190,3,AX,1,100,-0.803
1574943915.043908,154114.667,26190,3,AX,1,100,-0.805
1574943915.082227,154147.000,26190,3,AX,1,100,-0.801
1574943915.120446,154179.250,26208,4,AX,1,100,-0.795
1574943915.158666,154211.500,26208,4,AX,1,100,-0.800
1574943915.196886,154243.750,26208,4,AX,1,100,-0.801
1574943915.235106,154276.000,26208,4,AX,1,100,-0.800
1574943915.275795,154310.333,26226,3,AX,1,100,-0.799
1574943915.316484,154344.667,26226,3,AX,1,100,-0.801
1574943915.357173,154379.000,26226,3,AX,1,100,-0.803
1574943915.403985,154418.500,26242,2,AX,1,100,-0.802
1574943915.450797,154458.000,26242,2,AX,1,100,-0.804
1574943915.492276,154493.000,26261,3,AX,1,100,-0.800
1574943915.533755,154528.000,26261,3,AX,1,100,-0.799
1574943915.575234,154563.000,26261,3,AX,1,100,-0.794
