EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1574944568.937878,24957.000,3867,1,TH,1,100,16414
1574944569.060351,25060.000,3885,1,TH,1,100,16402
1574944569.188769,25168.000,3902,1,TH,1,100,16402
1574944569.326700,25284.000,3919,1,TH,1,100,16410
1574944569.464631,25400.000,3937,1,TH,1,100,16384
1574944569.597805,25512.000,3955,1,TH,1,100,16428
1574944569.725034,25619.000,3973,1,TH,1,100,16422
1574944569.857020,25730.000,3992,1,TH,1,100,16424
1574944569.992572,25844.000,4010,1,TH,1,100,16406
1574944570.131692,25961.000,4045,1,TH,1,100,16360
1574944570.262488,26071.000,4063,1,TH,1,100,16414
1574944570.387339,26176.000,4081,1,TH,1,100,16440
1574944570.522892,26290.000,4098,1,TH,1,100,16422
1574944570.660823,26406.000,4115,1,TH,1,100,16412
1574944570.795186,26519.000,4134,1,TH,1,100,16422
1574944570.923604,26627.000,4152,1,TH,1,100,16448
1574944571.054401,26737.000,4170,1,TH,1,100,16454
1574944571.189953,26851.000,4188,1,TH,1,100,16418
1574944571.324317,26964.000,4206,1,TH,1,100,16414
1574944571.464626,27082.000,4241,1,TH,1,100,16418
1574944571.590666,27188.000,4258,1,TH,1,100,16428
1574944571.725029,27301.000,4277,1,TH,1,100,16434
1574944571.860582,27415.000,4294,1,TH,1,100,16400
1574944571.996134,27529.000,4312,1,TH,1,100,16416
1574944572.128120,27640.000,4330,1,TH,1,100,16428
1574944572.252971,27745.000,4348,1,TH,1,100,16432
1574944572.383767,27855.000,4366,1,TH,1,100,16408
1574944572.522887,27972.000,4384,1,TH,1,100,16392
1574944572.663196,28090.000,4419,1,TH,1,100,16372
1574944572.785669,28193.000,4438,1,TH,1,100,16408
1574944572.915276,28302.000,4455,1,TH,1,100,16396
1574944573.054396,28419.000,4472,1,TH,1,100,16384
1574944573.187570,28531.000,4490,1,TH,1,100,16322
1574944573.325501,28647.000,4508,1,TH,1,100,16388
1574944573.450352,28752.000,4526,1,TH,1,100,16366
1574944573.577581,28859.000,4544,1,TH,1,100,16356
1574944573.714323,28974.000,4562,1,TH,1,100,16352
1574944573.853442,29091.000,4598,1,TH,1,100,16322
1574944573.981860,29199.000,4616,1,TH,1,100,16338
1574944574.110279,29307.000,4634,1,TH,1,100,16364
1574944574.244642,29420.000,4651,1,TH,1,100,16350
1574944574.381384,29535.000,4668,1,TH,1,100,16330
1574944574.516936,29649.000,4686,1,TH,1,100,16346
1574944574.647733,29759.000,4704,1,TH,1,100,16384
1574944574.774962,29866.000,4723,1,TH,1,100,16394
1574944574.909325,29979.000,4741,1,TH,1,100,16400
1574944575.048445,30096.000,4762,1,TH,1,100,16406
1574944575.185187,30211.000,4782,1,TH,1,100,16428
1574944575.312416,30318.000,4800,1,TH,1,100,16470
1574944575.442023,30427.000,4818,1,TH,1,100,16514
1574944575.576387,30540.000,4836,1,TH,1,100,16504
1574944575.714317,30656.000,4854,1,TH,1,100,16484
1574944575.847492,30768.000,4890,1,TH,1,100,16462
1574944575.974721,30875.000,4908,1,TH,1,100,16522
1574944576.111463,30990.000,4925,1,TH,1,100,16516
1574944576.250582,31107.000,4942,1,TH,1,100,16500
1574944576.383757,31219.000,4960,1,TH,1,100,16482
1574944576.514553,31329.000,4978,1,TH,1,100,16518
1574944576.645350,31439.000,4996,1,TH,1,100,16546
1574944576.779713,31552.000,5015,1,TH,1,100,16490
1574944576.917644,31668.000,5033,1,TH,1,100,16468
1574944577.055574,31784.000,5068,1,TH,1,100,16452
1574944577.176858,31886.000,5086,1,TH,1,100,16496
1574944577.307655,31996.000,5103,1,TH,1,100,16478
1574944577.447963,32114.000,5120,1,TH,1,100,16452
1574944577.584705,32229.000,5138,1,TH,1,100,16444
1574944577.720258,32343.000,5157,1,TH,1,100,16462
1574944577.847487,32450.000,5175,1,TH,1,100,16444
1574944577.978283,32560.000,5193,1,TH,1,100,16424
1574944578.113836,32674.000,5211,1,TH,1,100,16416
1574944578.256522,32794.000,5246,1,TH,1,100,16408
1574944578.386130,32903.000,5264,1,TH,1,100,16442
1574944578.513359,33010.000,5281,1,TH,1,100,16416
1574944578.645344,33121.000,5298,1,TH,1,100,16412
1574944578.779708,33234.000,5317,1,TH,1,100,16372
1574944578.918828,33351.000,5335,1,TH,1,100,16408
1574944579.044868,33457.000,5353,1,TH,1,100,16418
1574944579.170908,33563.000,5371,1,TH,1,100,16410
1574944579.310028,33680.000,5389,1,TH,1,100,16396
1574944579.449147,33797.000,5424,1,TH,1,100,16380
1574944579.581133,33908.000,5442,1,TH,1,100,16408
1574944579.708362,34015.000,5461,1,TH,1,100,16416
1574944579.841536,34127.000,5478,1,TH,1,100,16412
1574944579.974711,34239.000,5495,1,TH,1,100,16400
1574944580.113830,34356.000,5513,1,TH,1,100,16396
1574944580.244627,34466.000,5531,1,TH,1,100,16416
1574944580.369478,34571.000,5549,1,TH,1,100,16410
1574944580.506219,34686.000,5567,1,TH,1,100,16406
1574944580.645339,34803.000,5585,1,TH,1,100,16390
1574944580.778514,34915.000,5621,1,TH,1,100,16390
1574944580.904554,35021.000,5639,1,TH,1,100,16422
1574944581.036539,35132.000,5660,2,TH,1,100,16408
1574944581.168525,35243.000,5660,2,TH,1,100,16398
1574944581.302888,35356.000,5679,1,TH,1,100,16410
1574944581.443197,35474.000,5715,1,TH,1,100,16374
1574944581.569237,35580.000,5733,1,TH,1,100,16418
1574944581.701222,35691.000,5751,1,TH,1,100,16420
1574944581.836775,35805.000,5768,1,TH,1,100,16408
1574944581.969949,35917.000,5786,1,TH,1,100,16372
1574944582.107880,36033.000,5804,1,TH,1,100,16406
1574944582.248189,36151.000,5822,1,TH,1,100,16410
1574944582.371851,36255.000,5840,1,TH,1,100,16390
1574944582.502647,36365.000,5858,1,TH,1,100,16380
1574944582.638200,36479.000,5894,1,TH,1,100,16346
1574944582.772563,36592.000,5911,1,TH,1,100,16390
1574944582.910494,36708.000,5928,1,TH,1,100,16406
1574944583.037723,36815.000,5946,1,TH,1,100,16372
1574944583.164952,36922.000,5964,1,TH,1,100,16376
1574944583.305261,37040.000,5982,1,TH,1,100,16388
1574944583.445570,37158.000,6000,1,TH,1,100,16408
1574944583.573988,37266.000,6018,1,TH,1,100,16380
1574944583.701217,37373.000,6036,1,TH,1,100,16382
1574944583.839148,37489.000,6072,1,TH,1,100,16356
1574944583.973511,37602.000,6090,1,TH,1,100,16392
1574944584.111442,37718.000,6107,1,TH,1,100,16412
1574944584.236293,37823.000,6124,1,TH,1,100,16388
1574944584.364711,37931.000,6142,1,TH,1,100,16386
1574944584.501453,38046.000,6160,1,TH,1,100,16378
1574944584.642951,38165.000,6178,1,TH,1,100,16404
1574944584.777314,38278.000,6197,1,TH,1,100,16394
1574944584.916434,38395.000,6215,1,TH,1,100,16384
1574944585.048419,38506.000,6250,1,TH,1,100,16394
1574944585.176838,38614.000,6268,1,TH,1,100,16414
1574944585.311201,38727.000,6285,1,TH,1,100,16410
1574944585.449132,38843.000,6302,1,TH,1,100,16386
1574944585.584684,38957.000,6320,1,TH,1,100,16398
1574944585.719048,39070.000,6338,1,TH,1,100,16418
1574944585.854600,39184.000,6357,1,TH,1,100,16398
1574944585.980641,39290.000,6375,1,TH,1,100,16394
1574944586.113815,39402.000,6393,1,TH,1,100,16392
1574944586.249367,39516.000,6428,1,TH,1,100,16380
1574944586.386109,39631.000,6445,1,TH,1,100,16424
1574944586.516906,39741.000,6462,1,TH,1,100,16402
1574944586.645324,39849.000,6480,1,TH,1,100,16388
1574944586.778498,39961.000,6499,1,TH,1,100,16352
1574944586.918807,40079.000,6517,1,TH,1,100,16418
1574944587.059116,40197.000,6535,1,TH,1,100,16394
1574944587.182778,40301.000,6556,1,TH,1,100,16388
1574944587.313574,40411.000,6574,1,TH,1,100,16382
1574944587.453883,40529.000,6594,1,TH,1,100,16380
1574944587.588246,40642.000,6612,1,TH,1,100,16414
1574944587.722610,40755.000,6630,1,TH,1,100,16394
1574944587.847461,40860.000,6649,1,TH,1,100,16378
1574944587.980635,40972.000,6667,1,TH,1,100,16374
1574944588.117377,41087.000,6702,1,TH,1,100,16358
1574944588.256497,41204.000,6719,1,TH,1,100,16400
1574944588.380159,41308.000,6736,1,TH,1,100,16384
1574944588.507388,41415.000,6754,1,TH,1,100,16368
1574944588.640562,41527.000,6772,1,TH,1,100,16364
1574944588.774926,41640.000,6791,1,TH,1,100,16370
1574944588.908100,41752.000,6809,1,TH,1,100,16400
1574944589.048409,41870.000,6827,1,TH,1,100,16370
1574944589.183962,41984.000,6845,1,TH,1,100,16364
1574944589.321892,42100.000,6880,1,TH,1,100,16354
1574944589.450310,42208.000,6898,1,TH,1,100,16384
1574944589.578729,42316.000,6915,1,TH,1,100,16396
1574944589.713092,42429.000,6933,1,TH,1,100,16374
1574944589.852212,42546.000,6951,1,TH,1,100,16346
1574944589.986576,42659.000,6969,1,TH,1,100,16396
1574944590.113805,42766.000,6987,1,TH,1,100,16380
1574944590.244601,42876.000,7005,1,TH,1,100,16374
1574944590.378964,42989.000,7023,1,TH,1,100,16372
1574944590.518084,43106.000,7058,1,TH,1,100,16322
1574944590.650070,43217.000,7076,1,TH,1,100,16386
1574944590.774921,43322.000,7094,1,TH,1,100,16382
1574944590.910473,43436.000,7111,1,TH,1,100,16372
1574944591.049593,43553.000,7129,1,TH,1,100,16344
1574944591.186335,43668.000,7147,1,TH,1,100,16392
1574944591.313564,43775.000,7165,1,TH,1,100,16380
1574944591.443171,43884.000,7183,1,TH,1,100,16376
1574944591.576345,43996.000,7201,1,TH,1,100,16372
1574944591.713087,44111.000,7237,1,TH,1,100,16330
1574944591.848640,44225.000,7255,1,TH,1,100,16376
1574944591.971113,44328.000,7273,1,TH,1,100,16392
1574944592.100720,44437.000,7290,1,TH,1,100,16384
1574944592.241029,44555.000,7307,1,TH,1,100,16366
1574944592.377770,44670.000,7325,1,TH,1,100,16364
1574944592.506189,44778.000,7343,1,TH,1,100,16398
1574944592.645308,44895.000,7361,1,TH,1,100,16378
1574944592.773726,45003.000,7380,1,TH,1,100,16366
1574944592.905712,45114.000,7398,1,TH,1,100,16358
1574944593.032941,45221.000,7433,1,TH,1,100,16346
1574944593.166710,45333.500,7454,2,TH,1,100,16364
1574944593.300479,45446.000,7454,2,TH,1,100,16392
1574944593.443166,45566.000,7474,1,TH,1,100,16382
1574944593.571584,45674.000,7492,1,TH,1,100,16358
1574944593.698813,45781.000,7510,1,TH,1,100,16324
1574944593.835555,45896.000,7546,1,TH,1,100,16360
1574944593.969918,46009.000,7563,1,TH,1,100,16384
1574944594.109038,46126.000,7580,1,TH,1,100,16372
1574944594.233889,46231.000,7598,1,TH,1,100,16344
1574944594.363497,46340.000,7616,1,TH,1,100,16362
1574944594.497860,46453.000,7634,1,TH,1,100,16398
1574944594.636980,46570.000,7652,1,TH,1,100,16426
1574944594.768965,46681.000,7671,1,TH,1,100,16410
1574944594.896194,46788.000,7689,1,TH,1,100,16404
1574944595.029369,46900.000,7724,1,TH,1,100,16378
1574944595.164921,47014.000,7741,1,TH,1,100,16440
1574944595.304041,47131.000,7758,1,TH,1,100,16430
1574944595.436026,47242.000,7776,1,TH,1,100,16394
1574944595.558499,47345.000,7794,1,TH,1,100,16398
1574944595.692863,47458.000,7813,1,TH,1,100,16418
1574944595.831983,47575.000,7831,1,TH,1,100,16438
1574944595.967535,47689.000,7849,1,TH,1,100,16408
1574944596.093575,47795.000,7867,1,TH,1,100,16400
1574944596.224372,47905.000,7885,1,TH,1,100,16360
1574944596.358735,48018.000,7920,1,TH,1,100,16388
1574944596.493098,48131.000,7937,1,TH,1,100,16412
1574944596.632218,48248.000,7954,1,TH,1,100,16400
1574944596.768960,48363.000,7973,1,TH,1,100,16376
1574944596.905702,48478.000,7991,1,TH,1,100,16414
1574944597.044821,48595.000,8009,1,TH,1,100,16404
1574944597.170861,48701.000,8027,1,TH,1,100,16380
1574944597.300469,48810.000,8045,1,TH,1,100,16378
1574944597.439589,48927.000,8080,1,TH,1,100,16372
1574944597.578708,49044.000,8097,1,TH,1,100,16416
1574944597.714261,49158.000,8115,1,TH,1,100,16386
1574944597.856948,49278.000,8133,1,TH,1,100,16402
1574944597.981799,49383.000,8151,1,TH,1,100,16416
1574944598.112595,49493.000,8169,1,TH,1,100,16412
1574944598.248147,49607.000,8187,1,TH,1,100,16394
1574944598.382511,49720.000,8205,1,TH,1,100,16388
1574944598.519253,49835.000,8240,1,TH,1,100,16374
1574944598.644104,49940.000,8258,1,TH,1,100,16414
1574944598.773711,50049.000,8276,1,TH,1,100,16418
1574944598.912831,50166.000,8293,1,TH,1,100,16392
1574944599.051950,50283.000,8311,1,TH,1,100,16372
1574944599.177991,50389.000,8329,1,TH,1,100,16420
1574944599.306409,50497.000,8348,1,TH,1,100,16404
1574944599.444340,50613.000,8369,1,TH,1,100,16380
1574944599.578703,50726.000,8386,1,TH,1,100,16404
1574944599.716634,50842.000,8405,1,TH,1,100,16344
1574944599.841485,50947.000,8423,1,TH,1,100,16398
1574944599.969903,51055.000,8441,1,TH,1,100,16402
1574944600.106645,51170.000,8459,1,TH,1,100,16398
1574944600.245764,51287.000,8477,1,TH,1,100,16380
1574944600.375372,51396.000,8512,1,TH,1,100,16334
1574944600.501412,51502.000,8530,1,TH,1,100,16386
1574944600.631019,51611.000,8548,1,TH,1,100,16386
1574944600.758248,51718.000,8567,1,TH,1,100,16390
1574944600.891423,51830.000,8584,1,TH,1,100,16382
1574944601.030542,51947.000,8601,1,TH,1,100,16342
1574944601.170851,52065.000,8619,1,TH,1,100,16382
1574944601.306404,52179.000,8637,1,TH,1,100,16374
1574944601.441956,52293.000,8655,1,TH,1,100,16354
1574944601.567996,52399.000,8673,1,TH,1,100,16356
1574944601.699982,52510.000,8709,1,TH,1,100,16310
1574944601.839102,52627.000,8726,1,TH,1,100,16368
1574944601.975843,52742.000,8743,1,TH,1,100,16382
1574944602.105450,52851.000,8761,1,TH,1,100,16344
1574944602.233869,52959.000,8779,1,TH,1,100,16326
1574944602.367043,53071.000,8797,1,TH,1,100,16382
1574944602.504974,53187.000,8815,1,TH,1,100,16392
1574944602.641715,53302.000,8833,1,TH,1,100,16376
1574944602.767756,53408.000,8852,1,TH,1,100,16368
1574944602.898552,53518.000,8870,1,TH,1,100,16332
1574944603.038861,53636.000,8904,1,TH,1,100,16376
1574944603.173224,53749.000,8921,1,TH,1,100,16384
1574944603.307588,53862.000,8939,1,TH,1,100,16340
1574944603.434817,53969.000,8957,1,TH,1,100,16324
1574944603.566802,54080.000,8975,1,TH,1,100,16360
1574944603.705922,54197.000,8993,1,TH,1,100,16376
1574944603.845042,54314.000,9012,1,TH,1,100,16360
1574944603.968704,54418.000,9030,1,TH,1,100,16346
1574944604.095933,54525.000,9048,1,TH,1,100,16292
1574944604.232674,54640.000,9083,1,TH,1,100,16342
1574944604.365849,54752.000,9100,1,TH,1,100,16370
1574944604.502590,54867.000,9117,1,TH,1,100,16344
1574944604.641710,54984.000,9135,1,TH,1,100,16302
1574944604.776074,55097.000,9154,1,TH,1,100,16356
1574944604.914004,55213.000,9172,1,TH,1,100,16348
1574944605.041234,55320.000,9190,1,TH,1,100,16320
1574944605.169652,55428.000,9208,1,TH,1,100,16326
1574944605.306393,55543.000,9246,2,TH,1,100,16294
1574944605.443135,55658.000,9246,2,TH,1,100,16348
1574944605.577498,55771.000,9266,1,TH,1,100,16340
1574944605.703539,55877.000,9284,1,TH,1,100,16330
1574944605.836713,55989.000,9303,1,TH,1,100,16326
1574944605.971076,56102.000,9338,1,TH,1,100,16300
1574944606.110196,56219.000,9356,1,TH,1,100,16358
1574944606.240993,56329.000,9373,1,TH,1,100,16360
1574944606.365844,56434.000,9390,1,TH,1,100,16346
1574944606.499018,56546.000,9408,1,TH,1,100,16348
1574944606.638138,56663.000,9426,1,TH,1,100,16324
1574944606.774879,56778.000,9445,1,TH,1,100,16374
1574944606.902109,56885.000,9463,1,TH,1,100,16358
1574944607.032905,56995.000,9481,1,TH,1,100,16348
1574944607.166080,57107.000,9499,1,TH,1,100,16346
1574944607.304010,57223.000,9534,1,TH,1,100,16328
1574944607.441941,57339.000,9551,1,TH,1,100,16376
1574944607.565603,57443.000,9568,1,TH,1,100,16370
1574944607.695210,57552.000,9587,1,TH,1,100,16350
1574944607.835519,57670.000,9605,1,TH,1,100,16336
1574944607.968693,57782.000,9623,1,TH,1,100,16382
1574944608.101868,57894.000,9641,1,TH,1,100,16358
1574944608.226719,57999.000,9659,1,TH,1,100,16350
1574944608.359893,58111.000,9677,1,TH,1,100,16350
1574944608.490690,58221.000,9695,1,TH,1,100,16304
1574944608.630998,58339.000,9729,1,TH,1,100,16354
1574944608.767740,58454.000,9747,1,TH,1,100,16368
1574944608.904482,58569.000,9765,1,TH,1,100,16320
1574944609.045979,58688.000,9783,1,TH,1,100,16370
1574944609.173209,58795.000,9801,1,TH,1,100,16362
1574944609.300438,58902.000,9819,1,TH,1,100,16366
1574944609.437179,59017.000,9837,1,TH,1,100,16348
1574944609.573921,59132.000,9872,1,TH,1,100,16344
1574944609.714230,59250.000,9891,1,TH,1,100,16364
1574944609.839081,59355.000,9908,1,TH,1,100,16362
1574944609.968688,59464.000,9925,1,TH,1,100,16352
1574944610.104241,59578.000,9943,1,TH,1,100,16342
1574944610.239793,59692.000,9961,1,TH,1,100,16338
1574944610.372968,59804.000,9979,1,TH,1,100,16372
1574944610.499008,59910.000,9997,1,TH,1,100,16348
1574944610.632182,60022.000,10015,1,TH,1,100,16344
1574944610.767735,60136.000,10034,1,TH,1,100,16338
1574944610.906855,60253.000,10069,1,TH,1,100,16322
1574944611.038840,60364.000,10086,1,TH,1,100,16370
1574944611.163691,60469.000,10104,1,TH,1,100,16358
1574944611.299244,60583.000,10121,1,TH,1,100,16338
1574944611.438363,60700.000,10142,1,TH,1,100,16332
1574944611.572727,60813.000,10162,1,TH,1,100,16328
1574944611.698767,60919.000,10181,1,TH,1,100,16338
1574944611.829563,61029.000,10198,1,TH,1,100,16364
1574944611.962738,61141.000,10215,1,TH,1,100,16346
1574944612.100668,61257.000,10233,1,TH,1,100,16288
1574944612.236221,61371.000,10251,1,TH,1,100,16362
1574944612.365828,61480.000,10269,1,TH,1,100,16348
1574944612.493057,61587.000,10287,1,TH,1,100,16346
1574944612.628610,61701.000,10305,1,TH,1,100,16326
1574944612.755839,61808.000,10324,1,TH,1,100,16330
1574944612.885446,61917.000,10359,1,TH,1,100,16310
1574944613.025755,62035.000,10376,1,TH,1,100,16340
1574944613.162497,62150.000,10393,1,TH,1,100,16348
1574944613.294482,62261.000,10411,1,TH,1,100,16284
1574944613.421711,62368.000,10429,1,TH,1,100,16290
1574944613.559642,62484.000,10447,1,TH,1,100,16356
1574944613.688060,62592.000,10465,1,TH,1,100,16356
