EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1574944569.663203,25567.000,3984,1,B%,1,100, 0
1574944570.660823,26406.000,4126,1,B%,1,100, 0
1574944571.656064,27243.000,4269,1,B%,1,100, 0
1574944572.663196,28090.000,4430,1,B%,1,100, 0
1574944573.648924,28919.000,4573,1,B%,1,100, 0
1574944574.647733,29759.000,4715,1,B%,1,100, 0
1574944575.645352,30598.000,4865,1,B%,1,100, 0
1574944576.645350,31439.000,5007,1,B%,1,100, 0
1574944577.656048,32289.000,5149,1,B%,1,100, 0
1574944578.645344,33121.000,5309,1,B%,1,100, 0
1574944579.647720,33964.000,5453,1,B%,1,100, 0
1574944580.645339,34803.000,5596,1,B%,1,100, 0
1574944581.634635,35635.000,5744,1,B%,1,100, 0
1574944582.638200,36479.000,5886,1,B%,1,100, 0
1574944583.639386,37321.000,6047,1,B%,1,100, 0
1574944584.642951,38165.000,6189,1,B%,1,100, 0
1574944585.653650,39015.000,6349,1,B%,1,100, 0
1574944586.645324,39849.000,6491,1,B%,1,100, 0
1574944587.661968,40704.000,6641,1,B%,1,100, 0
1574944588.640562,41527.000,6783,1,B%,1,100, 0
1574944589.646505,42373.000,6925,1,B%,1,100, 0
1574944590.650070,43217.000,7087,1,B%,1,100, 0
1574944591.647689,44056.000,7229,1,B%,1,100, 0
1574944592.645308,44895.000,7372,1,B%,1,100, 0
1574944593.635793,45728.000,7521,1,B%,1,100, 0
1574944594.636980,46570.000,7663,1,B%,1,100, 0
1574944595.627465,47403.000,7805,1,B%,1,100, 0
1574944596.632218,48248.000,7965,1,B%,1,100, 0
1574944597.648863,49103.000,8107,1,B%,1,100, 0
1574944598.644104,49940.000,8269,1,B%,1,100, 0
1574944599.650047,50786.000,8397,1,B%,1,100, 0
1574944600.631019,51611.000,8559,1,B%,1,100, 0
1574944601.635773,52456.000,8701,1,B%,1,100, 0
1574944602.641715,53302.000,8844,1,B%,1,100, 0
1574944603.639335,54141.000,9004,1,B%,1,100, 0
1574944604.641710,54984.000,9146,1,B%,1,100, 0
1574944605.641708,55825.000,9295,1,B%,1,100, 0
1574944606.638138,56663.000,9437,1,B%,1,100, 0
1574944607.631001,57498.000,9579,1,B%,1,100, 0
1574944608.630998,58339.000,9739,1,B%,1,100, 0
1574944609.644075,59191.000,9883,1,B%,1,100, 0
1574944610.632182,60022.000,10026,1,B%,1,100, 0
1574944611.636936,60867.000,10173,1,B%,1,100, 0
1574944612.628610,61701.000,10316,1,B%,1,100, 0
1574944613.623851,62538.000,10476,1,B%,1,100, 0
1574944614.629794,63384.000,10618,1,B%,1,100, 0
1574944615.622657,64219.000,10760,1,B%,1,100, 0
1574944616.636923,65072.000,10920,1,B%,1,100, 0
1574944617.634542,65911.000,11050,1,B%,1,100, 0
1574944618.626216,66745.000,11212,1,B%,1,100, 0
1574944619.623836,67584.000,11356,1,B%,1,100, 0
1574944620.633346,68433.000,11499,1,B%,1,100, 0
1574944621.647612,69286.000,11659,1,B%,1,100, 0
