EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1574943913.892372,153143.000,26010,2,T0,1,100,28.832
1574943913.892372,153143.000,26010,2,T0,1,100,28.826
1574943914.025105,153255.000,26028,1,T0,1,100,28.821
1574943914.160208,153369.000,26045,1,T0,1,100,28.816
1574943914.301236,153488.000,26079,1,T0,1,100,28.816
1574943914.428043,153595.000,26098,1,T0,1,100,28.869
1574943914.554851,153702.000,26116,1,T0,1,100,28.842
1574943914.692324,153818.000,26134,1,T0,1,100,28.858
1574943914.828612,153933.000,26152,1,T0,1,100,28.853
1574943914.964900,154048.000,26170,1,T0,1,100,28.853
1574943915.090522,154154.000,26188,1,T0,1,100,28.816
1574943915.216144,154260.000,26205,1,T0,1,100,28.842
1574943915.353618,154376.000,26223,1,T0,1,100,28.842
1574943915.492276,154493.000,26258,1,T0,1,100,28.853
1574943915.623824,154604.000,26276,1,T0,1,100,28.869
1574943915.751816,154712.000,26294,1,T0,1,100,28.842
1574943915.885734,154825.000,26312,1,T0,1,100,28.842
1574943916.018467,154937.000,26330,1,T0,1,100,28.832
1574943916.159495,155056.000,26348,1,T0,1,100,28.869
1574943916.287488,155164.000,26366,1,T0,1,100,28.875
1574943916.411925,155269.000,26384,1,T0,1,100,28.848
1574943916.549398,155385.000,26402,1,T0,1,100,28.837
1574943916.685686,155500.000,26436,1,T0,1,100,28.864
1574943916.818419,155612.000,26454,1,T0,1,100,28.853
1574943916.944041,155718.000,26472,1,T0,1,100,28.848
1574943917.075589,155829.000,26490,1,T0,1,100,28.816
1574943917.214247,155946.000,26508,1,T0,1,100,28.885
1574943917.348165,156059.000,26526,1,T0,1,100,28.837
1574943917.480898,156171.000,26545,1,T0,1,100,28.864
1574943917.606520,156277.000,26563,1,T0,1,100,28.837
1574943917.739253,156389.000,26580,1,T0,1,100,28.875
1574943917.873171,156502.000,26598,1,T0,1,100,28.880
1574943918.010644,156618.000,26632,1,T0,1,100,28.853
1574943918.138636,156726.000,26650,1,T0,1,100,28.875
1574943918.265443,156833.000,26668,1,T0,1,100,28.912
1574943918.399361,156946.000,26687,1,T0,1,100,28.858
1574943918.536834,157062.000,26705,1,T0,1,100,28.885
1574943918.675493,157179.000,26723,1,T0,1,100,28.848
1574943918.799930,157284.000,26741,1,T0,1,100,28.842
1574943918.927922,157392.000,26759,1,T0,1,100,28.864
1574943919.066581,157509.000,26776,1,T0,1,100,28.923
1574943919.199313,157621.000,26810,1,T0,1,100,28.885
1574943919.335602,157736.000,26828,1,T0,1,100,28.842
1574943919.462409,157843.000,26847,1,T0,1,100,28.832
1574943919.591586,157952.000,26865,1,T0,1,100,28.837
1574943919.726689,158066.000,26883,1,T0,1,100,28.885
1574943919.865348,158183.000,26904,1,T0,1,100,28.875
1574943919.994525,158292.000,26924,1,T0,1,100,28.832
1574943920.118962,158397.000,26942,1,T0,1,100,28.891
1574943920.257621,158514.000,26960,1,T0,1,100,28.858
1574943920.395094,158630.000,26978,1,T0,1,100,28.832
1574943920.529012,158743.000,26997,1,T0,1,100,28.858
1574943920.657004,158851.000,27015,1,T0,1,100,28.896
1574943920.784997,158959.000,27033,1,T0,1,100,28.837
1574943920.924840,159077.000,27050,1,T0,1,100,28.853
1574943921.058758,159190.000,27084,1,T0,1,100,28.837
1574943921.191491,159302.000,27102,1,T0,1,100,28.891
1574943921.317113,159408.000,27120,1,T0,1,100,28.891
1574943921.451031,159521.000,27139,1,T0,1,100,28.885
1574943921.584949,159634.000,27157,1,T0,1,100,28.880
1574943921.724792,159752.000,27175,1,T0,1,100,28.891
1574943921.857525,159864.000,27193,1,T0,1,100,28.858
1574943921.980777,159968.000,27211,1,T0,1,100,28.842
1574943922.117065,160083.000,27228,1,T0,1,100,28.907
1574943922.252168,160197.000,27246,1,T0,1,100,28.869
1574943922.389641,160313.000,27281,1,T0,1,100,28.853
1574943922.517633,160421.000,27299,1,T0,1,100,28.853
1574943922.644441,160528.000,27317,1,T0,1,100,28.875
1574943922.774803,160638.000,27335,1,T0,1,100,28.907
1574943922.911091,160753.000,27353,1,T0,1,100,28.864
1574943923.048565,160869.000,27371,1,T0,1,100,28.869
1574943923.174187,160975.000,27389,1,T0,1,100,28.869
1574943923.303364,161084.000,27407,1,T0,1,100,28.853
1574943923.440838,161200.000,27425,1,T0,1,100,28.837
1574943923.578311,161316.000,27459,1,T0,1,100,28.848
1574943923.709858,161427.000,27477,1,T0,1,100,28.880
1574943923.834296,161532.000,27495,1,T0,1,100,28.858
1574943923.968213,161645.000,27513,1,T0,1,100,28.875
1574943924.106872,161762.000,27531,1,T0,1,100,28.864
1574943924.241975,161876.000,27549,1,T0,1,100,28.848
1574943924.368782,161983.000,27567,1,T0,1,100,28.885
1574943924.500330,162094.000,27586,1,T0,1,100,28.891
1574943924.624767,162199.000,27603,1,T0,1,100,28.858
1574943924.758685,162312.000,27621,1,T0,1,100,28.901
1574943924.897343,162429.000,27655,1,T0,1,100,28.880
1574943925.031261,162542.000,27673,1,T0,1,100,28.907
1574943925.163994,162654.000,27691,1,T0,1,100,28.880
1574943925.303837,162772.000,27709,1,T0,1,100,28.896
1574943925.430645,162879.000,27728,1,T0,1,100,28.901
1574943925.556267,162985.000,27746,1,T0,1,100,28.869
1574943925.694925,163102.000,27764,1,T0,1,100,28.891
1574943925.833583,163219.000,27781,1,T0,1,100,28.896
1574943925.963946,163329.000,27802,1,T0,1,100,28.848
1574943926.090753,163436.000,27822,1,T0,1,100,28.875
1574943926.223486,163548.000,27840,1,T0,1,100,28.891
1574943926.356219,163660.000,27858,1,T0,1,100,28.880
