EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1574943913.911334,153159.000,26017,9,GY,1,100,14.374
1574943913.911334,153159.000,26017,9,GY,1,100,9.918
1574943913.911334,153159.000,26017,9,GY,1,100,6.226
1574943913.911334,153159.000,26017,9,GY,1,100,6.927
1574943913.911334,153159.000,26017,9,GY,1,100,6.104
1574943913.911334,153159.000,26017,9,GY,1,100,6.012
1574943913.911334,153159.000,26017,9,GY,1,100,6.531
1574943913.911334,153159.000,26017,9,GY,1,100,0.244
1574943913.911334,153159.000,26017,9,GY,1,100,-1.465
1574943913.951627,153193.000,26034,3,GY,1,100,2.533
1574943913.991921,153227.000,26034,3,GY,1,100,0.610
1574943914.032215,153261.000,26034,3,GY,1,100,-2.686
1574943914.073694,153296.000,26052,3,GY,1,100,-4.852
1574943914.115173,153331.000,26052,3,GY,1,100,-5.646
1574943914.156652,153366.000,26052,3,GY,1,100,-3.357
1574943914.197736,153400.667,26068,3,GY,1,100,-2.625
1574943914.238820,153435.333,26068,3,GY,1,100,-3.052
1574943914.279904,153470.000,26068,3,GY,1,100,-5.066
1574943914.319408,153503.333,26086,3,GY,1,100,-4.639
1574943914.358912,153536.667,26086,3,GY,1,100,-2.411
1574943914.398416,153570.000,26086,3,GY,1,100,-2.075
1574943914.435944,153601.667,26105,3,GY,1,100,-1.404
1574943914.473473,153633.333,26105,3,GY,1,100,2.106
1574943914.511001,153665.000,26105,3,GY,1,100,4.120
1574943914.550505,153698.333,26123,3,GY,1,100,3.418
1574943914.590009,153731.667,26123,3,GY,1,100,0.488
1574943914.629513,153765.000,26123,3,GY,1,100,-2.350
1574943914.674547,153803.000,26141,3,GY,1,100,-1.404
1574943914.719581,153841.000,26141,3,GY,1,100,0.061
1574943914.764616,153879.000,26141,3,GY,1,100,-1.160
1574943914.806095,153914.000,26159,2,GY,1,100,-2.533
1574943914.847574,153949.000,26159,2,GY,1,100,-3.265
1574943914.886979,153982.250,26177,4,GY,1,100,-2.655
1574943914.926384,154015.500,26177,4,GY,1,100,-2.014
1574943914.965789,154048.750,26177,4,GY,1,100,-3.723
1574943915.005194,154082.000,26177,4,GY,1,100,-6.012
1574943915.043513,154114.333,26194,3,GY,1,100,-3.876
1574943915.081831,154146.667,26194,3,GY,1,100,-1.617
1574943915.120150,154179.000,26194,3,GY,1,100,-0.916
1574943915.158469,154211.333,26212,3,GY,1,100,-0.824
1574943915.196787,154243.667,26212,3,GY,1,100,-0.061
1574943915.235106,154276.000,26212,3,GY,1,100,-0.702
1574943915.275795,154310.333,26230,3,GY,1,100,-2.686
1574943915.316484,154344.667,26230,3,GY,1,100,-1.221
1574943915.357173,154379.000,26230,3,GY,1,100,0.153
1574943915.403985,154418.500,26246,2,GY,1,100,-1.007
1574943915.450797,154458.000,26246,2,GY,1,100,-0.702
1574943915.492276,154493.000,26265,3,GY,1,100,0.366
1574943915.533755,154528.000,26265,3,GY,1,100,1.495
1574943915.575234,154563.000,26265,3,GY,1,100,1.007
1574943915.613553,154595.333,26283,3,GY,1,100,0.214
1574943915.651871,154627.667,26283,3,GY,1,100,0.946
1574943915.690190,154660.000,26283,3,GY,1,100,-1.038
1574943915.728706,154692.500,26301,4,GY,1,100,-1.648
1574943915.767222,154725.000,26301,4,GY,1,100,-0.366
1574943915.805739,154757.500,26301,4,GY,1,100,0.793
1574943915.844255,154790.000,26301,4,GY,1,100,-0.061
1574943915.885339,154824.667,26319,3,GY,1,100,-1.831
1574943915.926423,154859.333,26319,3,GY,1,100,-0.397
1574943915.967507,154894.000,26319,3,GY,1,100,0.000
1574943916.008393,154928.500,26337,2,GY,1,100,-1.129
1574943916.049280,154963.000,26337,2,GY,1,100,-0.153
1574943916.095104,155001.667,26355,3,GY,1,100,0.275
1574943916.140929,155040.333,26355,3,GY,1,100,0.916
1574943916.186753,155079.000,26355,3,GY,1,100,-0.092
1574943916.220331,155107.333,26373,3,GY,1,100,-1.068
1574943916.253909,155135.667,26373,3,GY,1,100,0.610
1574943916.287488,155164.000,26373,3,GY,1,100,1.556
1574943916.328967,155199.000,26390,3,GY,1,100,-0.519
1574943916.370446,155234.000,26390,3,GY,1,100,-0.153
1574943916.411925,155269.000,26390,3,GY,1,100,0.702
1574943916.452614,155303.333,26409,3,GY,1,100,0.458
1574943916.493303,155337.667,26409,3,GY,1,100,0.275
1574943916.533991,155372.000,26409,3,GY,1,100,0.458
1574943916.574285,155406.000,26425,3,GY,1,100,0.366
1574943916.614579,155440.000,26425,3,GY,1,100,-0.244
1574943916.654873,155474.000,26425,3,GY,1,100,-0.854
1574943916.695957,155508.667,26443,3,GY,1,100,-0.763
1574943916.737041,155543.333,26443,3,GY,1,100,-0.824
1574943916.778125,155578.000,26443,3,GY,1,100,-0.946
1574943916.815654,155609.667,26461,3,GY,1,100,-1.709
1574943916.853182,155641.333,26461,3,GY,1,100,-1.526
1574943916.890711,155673.000,26461,3,GY,1,100,-2.411
1574943916.931795,155707.667,26479,3,GY,1,100,-3.174
1574943916.972879,155742.333,26479,3,GY,1,100,-3.143
1574943917.013963,155777.000,26479,3,GY,1,100,-2.502
1574943917.055442,155812.000,26497,3,GY,1,100,-2.502
1574943917.096921,155847.000,26497,3,GY,1,100,-3.204
1574943917.138400,155882.000,26497,3,GY,1,100,-1.953
1574943917.179879,155917.000,26515,3,GY,1,100,-1.160
1574943917.221358,155952.000,26515,3,GY,1,100,-0.275
1574943917.262837,155987.000,26515,3,GY,1,100,-0.549
1574943917.304316,156022.000,26533,3,GY,1,100,-1.282
1574943917.345795,156057.000,26533,3,GY,1,100,0.122
1574943917.387274,156092.000,26533,3,GY,1,100,1.373
1574943917.424802,156123.667,26552,3,GY,1,100,1.160
1574943917.462331,156155.333,26552,3,GY,1,100,0.092
1574943917.499860,156187.000,26552,3,GY,1,100,-0.366
1574943917.537783,156219.000,26569,3,GY,1,100,1.495
1574943917.575707,156251.000,26569,3,GY,1,100,2.136
1574943917.613631,156283.000,26569,3,GY,1,100,0.824
1574943917.656295,156319.000,26587,3,GY,1,100,0.916
1574943917.698959,156355.000,26587,3,GY,1,100,-1.068
1574943917.741623,156391.000,26587,3,GY,1,100,-0.854
1574943917.782707,156425.667,26605,3,GY,1,100,0.580
1574943917.823791,156460.333,26605,3,GY,1,100,0.885
1574943917.864875,156495.000,26605,3,GY,1,100,0.275
1574943917.905169,156529.000,26621,3,GY,1,100,-0.580
1574943917.945462,156563.000,26621,3,GY,1,100,0.153
1574943917.985756,156597.000,26621,3,GY,1,100,2.075
1574943918.025655,156630.667,26639,3,GY,1,100,0.916
1574943918.065554,156664.333,26639,3,GY,1,100,-1.190
1574943918.105453,156698.000,26639,3,GY,1,100,-0.885
1574943918.142982,156729.667,26657,3,GY,1,100,-1.007
1574943918.180510,156761.333,26657,3,GY,1,100,-1.007
1574943918.218039,156793.000,26657,3,GY,1,100,0.092
1574943918.257148,156826.000,26675,3,GY,1,100,0.397
1574943918.296256,156859.000,26675,3,GY,1,100,0.061
1574943918.335365,156892.000,26675,3,GY,1,100,0.763
1574943918.380795,156930.333,26694,3,GY,1,100,1.526
1574943918.426224,156968.667,26694,3,GY,1,100,0.580
1574943918.471653,157007.000,26694,3,GY,1,100,0.916
1574943918.511947,157041.000,26712,3,GY,1,100,1.251
1574943918.552241,157075.000,26712,3,GY,1,100,-0.244
1574943918.592535,157109.000,26712,3,GY,1,100,-1.678
1574943918.632434,157142.667,26730,3,GY,1,100,-1.434
1574943918.672333,157176.333,26730,3,GY,1,100,0.336
1574943918.712231,157210.000,26730,3,GY,1,100,0.793
1574943918.750155,157242.000,26748,3,GY,1,100,-0.519
1574943918.788079,157274.000,26748,3,GY,1,100,-0.580
1574943918.826003,157306.000,26748,3,GY,1,100,-0.519
1574943918.864716,157338.667,26765,3,GY,1,100,-0.488
1574943918.903430,157371.333,26765,3,GY,1,100,-0.488
1574943918.942144,157404.000,26765,3,GY,1,100,-1.343
1574943918.983623,157439.000,26783,3,GY,1,100,-0.916
1574943919.025102,157474.000,26783,3,GY,1,100,0.092
1574943919.066581,157509.000,26783,3,GY,1,100,0.458
1574943919.106874,157543.000,26799,2,GY,1,100,0.275
1574943919.147168,157577.000,26799,2,GY,1,100,-0.610
1574943919.188648,157612.000,26817,3,GY,1,100,-0.397
1574943919.230126,157647.000,26817,3,GY,1,100,-0.397
1574943919.271605,157682.000,26817,3,GY,1,100,0.061
1574943919.312196,157716.250,26835,4,GY,1,100,-0.458
1574943919.352786,157750.500,26835,4,GY,1,100,-2.594
1574943919.393376,157784.750,26835,4,GY,1,100,-5.890
1574943919.433966,157819.000,26835,4,GY,1,100,-7.568
1574943919.473075,157852.000,26854,3,GY,1,100,-11.566
1574943919.512184,157885.000,26854,3,GY,1,100,-18.555
1574943919.551292,157918.000,26854,3,GY,1,100,-11.627
1574943919.591191,157951.667,26872,3,GY,1,100,1.251
1574943919.631090,157985.333,26872,3,GY,1,100,0.641
1574943919.670989,158019.000,26872,3,GY,1,100,0.366
1574943919.712073,158053.667,26890,3,GY,1,100,48.584
1574943919.753157,158088.333,26890,3,GY,1,100,109.894
1574943919.794241,158123.000,26890,3,GY,1,100,47.852
1574943919.836905,158159.000,26911,4,GY,1,100,-122.925
1574943919.879569,158195.000,26911,4,GY,1,100,80.688
1574943919.922233,158231.000,26911,4,GY,1,100,29.327
1574943919.964897,158267.000,26911,4,GY,1,100,-74.738
1574943920.002031,158298.333,26931,3,GY,1,100,-60.272
1574943920.039165,158329.667,26931,3,GY,1,100,-23.895
1574943920.076298,158361.000,26931,3,GY,1,100,-14.160
1574943920.116197,158394.667,26949,3,GY,1,100,43.884
1574943920.156096,158428.333,26949,3,GY,1,100,60.608
1574943920.195995,158462.000,26949,3,GY,1,100,-115.479
1574943920.237473,158497.000,26967,3,GY,1,100,80.048
1574943920.278953,158532.000,26967,3,GY,1,100,28.687
1574943920.320432,158567.000,26967,3,GY,1,100,-16.754
1574943920.361516,158601.667,26985,3,GY,1,100,-30.426
1574943920.402600,158636.333,26985,3,GY,1,100,-49.622
1574943920.443683,158671.000,26985,3,GY,1,100,-41.107
1574943920.483977,158705.000,27004,3,GY,1,100,6.714
1574943920.524271,158739.000,27004,3,GY,1,100,103.546
1574943920.564565,158773.000,27004,3,GY,1,100,-27.313
1574943920.605649,158807.667,27022,3,GY,1,100,-36.743
1574943920.646733,158842.333,27022,3,GY,1,100,77.484
1574943920.687817,158877.000,27022,3,GY,1,100,19.501
1574943920.726531,158909.667,27039,3,GY,1,100,19.501
1574943920.765244,158942.333,27039,3,GY,1,100,12.756
1574943920.803958,158975.000,27039,3,GY,1,100,-17.914
1574943920.845437,159010.000,27057,3,GY,1,100,-25.024
1574943920.886916,159045.000,27057,3,GY,1,100,-14.343
1574943920.928395,159080.000,27057,3,GY,1,100,-22.491
1574943920.969479,159114.667,27073,3,GY,1,100,-22.644
1574943921.010563,159149.333,27073,3,GY,1,100,-14.618
1574943921.051647,159184.000,27073,3,GY,1,100,-8.453
1574943921.091546,159217.667,27091,3,GY,1,100,-13.916
1574943921.131445,159251.333,27091,3,GY,1,100,-12.939
1574943921.171344,159285.000,27091,3,GY,1,100,-3.265
1574943921.208872,159316.667,27109,3,GY,1,100,-7.660
1574943921.246401,159348.333,27109,3,GY,1,100,-19.165
1574943921.283930,159380.000,27109,3,GY,1,100,-13.031
1574943921.322248,159412.333,27127,3,GY,1,100,0.244
1574943921.360567,159444.667,27127,3,GY,1,100,-0.641
1574943921.398886,159477.000,27127,3,GY,1,100,-8.118
1574943921.443525,159514.667,27146,3,GY,1,100,-6.866
1574943921.488164,159552.333,27146,3,GY,1,100,-5.432
1574943921.532804,159590.000,27146,3,GY,1,100,-4.608
1574943921.573888,159624.667,27164,3,GY,1,100,-5.737
1574943921.614971,159659.333,27164,3,GY,1,100,-8.575
1574943921.656055,159694.000,27164,3,GY,1,100,-3.174
1574943921.697534,159729.000,27182,2,GY,1,100,1.221
1574943921.739013,159764.000,27182,2,GY,1,100,0.916
1574943921.777826,159796.750,27200,4,GY,1,100,3.693
1574943921.816638,159829.500,27200,4,GY,1,100,2.625
1574943921.855451,159862.250,27200,4,GY,1,100,-2.563
1574943921.894263,159895.000,27200,4,GY,1,100,-4.303
1574943921.932582,159927.333,27217,3,GY,1,100,-2.197
1574943921.970901,159959.667,27217,3,GY,1,100,-2.014
1574943922.009219,159992.000,27217,3,GY,1,100,-3.357
1574943922.049513,160026.000,27235,3,GY,1,100,-4.059
1574943922.089807,160060.000,27235,3,GY,1,100,-10.681
1574943922.130101,160094.000,27235,3,GY,1,100,-10.773
1574943922.170790,160128.333,27253,3,GY,1,100,-8.331
1574943922.211479,160162.667,27253,3,GY,1,100,-7.355
1574943922.252168,160197.000,27253,3,GY,1,100,-9.979
1574943922.299572,160237.000,27269,2,GY,1,100,-10.681
1574943922.346977,160277.000,27269,2,GY,1,100,-6.042
1574943922.385691,160309.667,27288,3,GY,1,100,-3.204
1574943922.424405,160342.333,27288,3,GY,1,100,-5.981
1574943922.463118,160375.000,27288,3,GY,1,100,-8.698
1574943922.501042,160407.000,27306,4,GY,1,100,-5.157
1574943922.538965,160439.000,27306,4,GY,1,100,-1.801
1574943922.576889,160471.000,27306,4,GY,1,100,-7.111
1574943922.614813,160503.000,27306,4,GY,1,100,-5.280
1574943922.654712,160536.667,27324,3,GY,1,100,-1.129
1574943922.694611,160570.333,27324,3,GY,1,100,-5.798
1574943922.734509,160604.000,27324,3,GY,1,100,-5.249
1574943922.774408,160637.667,27342,3,GY,1,100,-2.808
1574943922.814307,160671.333,27342,3,GY,1,100,-1.007
1574943922.854206,160705.000,27342,3,GY,1,100,-1.434
1574943922.901611,160745.000,27360,2,GY,1,100,-1.312
1574943922.949015,160785.000,27360,2,GY,1,100,-0.458
1574943922.988519,160818.333,27378,3,GY,1,100,-1.587
1574943923.028023,160851.667,27378,3,GY,1,100,-0.397
1574943923.067527,160885.000,27378,3,GY,1,100,1.617
1574943923.105055,160916.667,27396,3,GY,1,100,0.397
1574943923.142584,160948.333,27396,3,GY,1,100,-0.916
1574943923.180112,160980.000,27396,3,GY,1,100,-0.458
1574943923.219616,161013.333,27413,3,GY,1,100,0.519
1574943923.259120,161046.667,27413,3,GY,1,100,0.519
1574943923.298624,161080.000,27413,3,GY,1,100,0.732
1574943923.339708,161114.667,27432,3,GY,1,100,1.282
1574943923.380792,161149.333,27432,3,GY,1,100,0.397
1574943923.421876,161184.000,27432,3,GY,1,100,-0.732
1574943923.462960,161218.667,27448,3,GY,1,100,-1.160
1574943923.504044,161253.333,27448,3,GY,1,100,-0.977
1574943923.545128,161288.000,27448,3,GY,1,100,0.183
1574943923.588977,161325.000,27466,3,GY,1,100,0.397
1574943923.632826,161362.000,27466,3,GY,1,100,0.732
1574943923.676675,161399.000,27466,3,GY,1,100,1.282
1574943923.713809,161430.333,27484,3,GY,1,100,-0.366
1574943923.750942,161461.667,27484,3,GY,1,100,-1.312
1574943923.788076,161493.000,27484,3,GY,1,100,-1.068
1574943923.827185,161526.000,27502,3,GY,1,100,1.251
1574943923.866294,161559.000,27502,3,GY,1,100,0.610
1574943923.905402,161592.000,27502,3,GY,1,100,-1.526
