EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1572441013.543098,52000.000,8482,2,RD,1,100,TL
1572441013.543098,52000.000,8482,2,RD,1,100,TU
1572441016.810719,54560.000,9387,2,RD,1,100,TL
1572441020.078341,57120.000,9387,2,RD,1,100,TU
1572441023.347240,59681.000,10292,2,RD,1,100,TL
1572441026.616138,62242.000,10292,2,RD,1,100,TU
1572441029.879931,64799.000,11198,2,RD,1,100,TL
1572441033.143723,67356.000,11198,2,RD,1,100,TU
1572441036.411345,69916.000,12103,2,RD,1,100,TL
1572441039.678967,72476.000,12103,2,RD,1,100,TU
1572441042.944674,75034.500,13009,2,RD,1,100,TL
1572441046.210382,77593.000,13009,2,RD,1,100,TU
1572441049.477365,80152.500,13914,2,RD,1,100,TL
1572441052.744349,82712.000,13914,2,RD,1,100,TU
1572441056.011333,85271.500,14820,2,RD,1,100,TL
1572441059.278316,87831.000,14820,2,RD,1,100,TU
1572441062.551682,90395.500,15727,2,RD,1,100,TL
1572441065.825048,92960.000,15727,2,RD,1,100,TU
1572441069.091393,95519.000,16634,2,RD,1,100,TL
1572441072.357739,98078.000,16634,2,RD,1,100,TU
1572441075.625999,100638.500,17542,2,RD,1,100,TL
1572441078.894259,103199.000,17542,2,RD,1,100,TU
1572441082.163157,105760.000,18449,2,RD,1,100,TL
1572441085.432056,108321.000,18449,2,RD,1,100,TU
1572441088.700316,110881.500,19358,2,RD,1,100,TL
1572441091.968576,113442.000,19358,2,RD,1,100,TU
1572441095.232368,115999.000,20266,2,RD,1,100,TL
1572441098.496161,118556.000,20266,2,RD,1,100,TU
1572441101.761230,121114.000,21175,2,RD,1,100,TL
1572441105.026299,123672.000,21175,2,RD,1,100,TU
1572441108.294559,126232.500,22083,2,RD,1,100,TL
1572441111.562819,128793.000,22083,2,RD,1,100,TU
1572441114.832356,131354.500,22991,2,RD,1,100,TL
1572441118.101892,133916.000,22991,2,RD,1,100,TU
1572441121.370152,136476.500,23898,2,RD,1,100,TL
1572441124.638412,139037.000,23898,2,RD,1,100,TU
1572441127.911778,141601.500,24804,2,RD,1,100,TL
1572441131.185144,144166.000,24804,2,RD,1,100,TU
1572441134.454042,146727.000,25711,2,RD,1,100,TL
1572441137.722941,149288.000,25711,2,RD,1,100,TU
1572441140.987371,151845.500,26616,2,RD,1,100,TL
1572441144.251802,154403.000,26616,2,RD,1,100,TU
