EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1572441007.158471,46998.000,7593,11,GY,1,100,1.831
1572441007.158471,46998.000,7593,11,GY,1,100,-0.397
1572441007.158471,46998.000,7593,11,GY,1,100,-0.061
1572441007.158471,46998.000,7593,11,GY,1,100,1.312
1572441007.158471,46998.000,7593,11,GY,1,100,2.533
1572441007.158471,46998.000,7593,11,GY,1,100,3.448
1572441007.158471,46998.000,7593,11,GY,1,100,-1.282
1572441007.158471,46998.000,7593,11,GY,1,100,-1.129
1572441007.158471,46998.000,7593,11,GY,1,100,-0.061
1572441007.158471,46998.000,7593,11,GY,1,100,0.427
1572441007.158471,46998.000,7593,11,GY,1,100,3.540
1572441007.174882,47010.857,7611,7,GY,1,100,0.793
1572441007.191293,47023.714,7611,7,GY,1,100,0.183
1572441007.207704,47036.571,7611,7,GY,1,100,0.916
1572441007.224115,47049.429,7611,7,GY,1,100,1.740
1572441007.240526,47062.286,7611,7,GY,1,100,1.984
1572441007.256937,47075.143,7611,7,GY,1,100,-1.343
1572441007.273348,47088.000,7611,7,GY,1,100,-1.007
1572441007.290101,47101.125,7629,8,GY,1,100,-0.580
1572441007.306854,47114.250,7629,8,GY,1,100,0.275
1572441007.323607,47127.375,7629,8,GY,1,100,-0.092
1572441007.340360,47140.500,7629,8,GY,1,100,-1.007
1572441007.357113,47153.625,7629,8,GY,1,100,-2.502
1572441007.373866,47166.750,7629,8,GY,1,100,-2.625
1572441007.390619,47179.875,7629,8,GY,1,100,-1.495
1572441007.407372,47193.000,7629,8,GY,1,100,0.336
1572441007.424125,47206.125,7648,8,GY,1,100,-1.465
1572441007.440878,47219.250,7648,8,GY,1,100,-2.838
1572441007.457631,47232.375,7648,8,GY,1,100,-2.472
1572441007.474384,47245.500,7648,8,GY,1,100,-1.495
1572441007.491137,47258.625,7648,8,GY,1,100,-1.984
1572441007.507890,47271.750,7648,8,GY,1,100,-1.831
1572441007.524642,47284.875,7648,8,GY,1,100,0.092
1572441007.541395,47298.000,7648,8,GY,1,100,1.038
1572441007.557989,47311.000,7666,8,GY,1,100,1.862
1572441007.574582,47324.000,7666,8,GY,1,100,0.580
1572441007.591176,47337.000,7666,8,GY,1,100,1.923
1572441007.607769,47350.000,7666,8,GY,1,100,3.510
1572441007.624362,47363.000,7666,8,GY,1,100,2.136
1572441007.640956,47376.000,7666,8,GY,1,100,1.495
1572441007.657549,47389.000,7666,8,GY,1,100,3.479
1572441007.674142,47402.000,7666,8,GY,1,100,4.120
1572441007.691101,47415.286,7683,7,GY,1,100,6.012
1572441007.708059,47428.571,7683,7,GY,1,100,5.341
1572441007.725017,47441.857,7683,7,GY,1,100,4.242
1572441007.741975,47455.143,7683,7,GY,1,100,0.122
1572441007.758933,47468.429,7683,7,GY,1,100,0.854
1572441007.775891,47481.714,7683,7,GY,1,100,0.732
1572441007.792849,47495.000,7683,7,GY,1,100,0.427
1572441007.809283,47507.875,7701,8,GY,1,100,0.214
1572441007.825717,47520.750,7701,8,GY,1,100,-2.411
1572441007.842150,47533.625,7701,8,GY,1,100,2.594
1572441007.858584,47546.500,7701,8,GY,1,100,3.601
1572441007.875018,47559.375,7701,8,GY,1,100,2.716
1572441007.891452,47572.250,7701,8,GY,1,100,2.350
1572441007.907886,47585.125,7701,8,GY,1,100,1.526
1572441007.924320,47598.000,7701,8,GY,1,100,0.275
