EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1572440326.890601,66139.000,10892,12,AZ,1,100,0.049
1572440326.890601,66139.000,10892,12,AZ,1,100,0.072
1572440326.890601,66139.000,10892,12,AZ,1,100,0.095
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.044
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.048
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.052
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.065
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.056
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.057
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.076
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.061
1572440326.890601,66139.000,10892,12,AZ,1,100,-0.052
1572440326.907376,66152.143,10910,7,AZ,1,100,-0.075
1572440326.924151,66165.286,10910,7,AZ,1,100,-0.067
1572440326.940927,66178.429,10910,7,AZ,1,100,-0.049
1572440326.957702,66191.571,10910,7,AZ,1,100,-0.051
1572440326.974477,66204.714,10910,7,AZ,1,100,-0.042
1572440326.991253,66217.857,10910,7,AZ,1,100,-0.067
1572440327.008028,66231.000,10910,7,AZ,1,100,-0.060
1572440327.024461,66243.875,10928,8,AZ,1,100,-0.062
1572440327.040895,66256.750,10928,8,AZ,1,100,-0.082
1572440327.057328,66269.625,10928,8,AZ,1,100,-0.062
1572440327.073761,66282.500,10928,8,AZ,1,100,-0.048
1572440327.090195,66295.375,10928,8,AZ,1,100,-0.073
1572440327.106628,66308.250,10928,8,AZ,1,100,-0.093
1572440327.123062,66321.125,10928,8,AZ,1,100,-0.142
1572440327.139495,66334.000,10928,8,AZ,1,100,-0.179
1572440327.156088,66347.000,10946,7,AZ,1,100,-0.193
1572440327.172681,66360.000,10946,7,AZ,1,100,-0.209
1572440327.189274,66373.000,10946,7,AZ,1,100,-0.243
1572440327.205867,66386.000,10946,7,AZ,1,100,-0.241
1572440327.222460,66399.000,10946,7,AZ,1,100,-0.214
1572440327.239053,66412.000,10946,7,AZ,1,100,-0.229
1572440327.255646,66425.000,10946,7,AZ,1,100,-0.228
1572440327.272238,66438.000,10964,8,AZ,1,100,-0.191
1572440327.288831,66451.000,10964,8,AZ,1,100,-0.180
1572440327.305424,66464.000,10964,8,AZ,1,100,-0.130
1572440327.322017,66477.000,10964,8,AZ,1,100,-0.114
1572440327.338610,66490.000,10964,8,AZ,1,100,-0.143
1572440327.355203,66503.000,10964,8,AZ,1,100,-0.123
1572440327.371796,66516.000,10964,8,AZ,1,100,-0.157
