EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1572441007.125284,46972.000,7587,2,TH,1,100,16390
1572441007.125284,46972.000,7587,2,TH,1,100,16392
1572441007.258031,47076.000,7605,1,TH,1,100,16404
1572441007.392055,47181.000,7623,1,TH,1,100,16416
1572441007.524802,47285.000,7642,1,TH,1,100,16410
1572441007.658825,47390.000,7660,1,TH,1,100,16382
1572441007.792849,47495.000,7695,1,TH,1,100,16392
1572441007.924320,47598.000,7713,1,TH,1,100,16368
1572441008.057067,47702.000,7731,1,TH,1,100,16358
1572441008.191090,47807.000,7749,1,TH,1,100,16370
1572441008.322561,47910.000,7767,1,TH,1,100,16392
1572441008.457861,48016.000,7786,1,TH,1,100,16378
1572441008.593161,48122.000,7803,1,TH,1,100,16376
1572441008.725908,48226.000,7820,1,TH,1,100,16378
1572441008.859932,48331.000,7838,1,TH,1,100,16370
1572441008.992679,48435.000,7856,1,TH,1,100,16388
1572441009.124150,48538.000,7874,1,TH,1,100,16384
1572441009.258173,48643.000,7892,1,TH,1,100,16400
1572441009.393473,48749.000,7910,1,TH,1,100,16388
1572441009.527497,48854.000,7929,1,TH,1,100,16386
1572441009.661520,48959.000,7947,1,TH,1,100,16378
1572441009.796820,49065.000,7965,1,TH,1,100,16356
1572441009.928291,49168.000,7983,1,TH,1,100,16358
1572441010.061038,49272.000,8001,1,TH,1,100,16362
1572441010.192509,49375.000,8019,1,TH,1,100,16372
1572441010.325256,49479.000,8037,1,TH,1,100,16358
1572441010.459280,49584.000,8055,1,TH,1,100,16364
1572441010.593303,49689.000,8074,1,TH,1,100,16372
1572441010.726050,49793.000,8092,1,TH,1,100,16364
1572441010.858797,49897.000,8110,1,TH,1,100,16380
1572441010.991544,50001.000,8128,1,TH,1,100,16390
1572441011.121739,50103.000,8146,1,TH,1,100,16392
1572441011.254486,50207.000,8164,1,TH,1,100,16392
1572441011.387233,50311.000,8182,1,TH,1,100,16388
1572441011.519980,50415.000,8201,1,TH,1,100,16388
1572441011.655280,50521.000,8219,1,TH,1,100,16368
1572441011.790580,50627.000,8254,1,TH,1,100,16376
1572441011.922051,50730.000,8272,1,TH,1,100,16376
1572441012.056074,50835.000,8291,1,TH,1,100,16366
1572441012.188822,50939.000,8309,1,TH,1,100,16374
1572441012.320292,51042.000,8327,1,TH,1,100,16410
1572441012.454316,51147.000,8346,1,TH,1,100,16414
1572441012.589616,51253.000,8364,1,TH,1,100,16438
1572441012.723639,51358.000,8381,1,TH,1,100,16462
1572441012.857663,51463.000,8398,1,TH,1,100,16486
1572441012.990410,51567.000,8416,1,TH,1,100,16536
1572441013.123157,51671.000,8434,1,TH,1,100,16552
1572441013.255904,51775.000,8452,1,TH,1,100,16598
1572441013.388652,51879.000,8470,1,TH,1,100,16598
1572441013.522037,51983.500,8492,2,TH,1,100,16600
1572441013.655422,52088.000,8492,2,TH,1,100,16592
1572441013.789446,52193.000,8512,1,TH,1,100,16562
1572441013.922193,52297.000,8530,1,TH,1,100,16588
1572441014.054940,52401.000,8548,1,TH,1,100,16564
1572441014.187687,52505.000,8566,1,TH,1,100,16562
1572441014.317882,52607.000,8584,1,TH,1,100,16538
1572441014.450629,52711.000,8602,1,TH,1,100,16522
1572441014.584652,52816.000,8621,1,TH,1,100,16526
1572441014.717399,52920.000,8656,1,TH,1,100,16500
1572441014.852699,53026.000,8674,1,TH,1,100,16482
1572441014.987999,53132.000,8692,1,TH,1,100,16468
1572441015.119470,53235.000,8710,1,TH,1,100,16468
1572441015.253494,53340.000,8728,1,TH,1,100,16458
1572441015.386241,53444.000,8746,1,TH,1,100,16458
1572441015.517711,53547.000,8764,1,TH,1,100,16472
1572441015.651735,53652.000,8781,1,TH,1,100,16450
1572441015.787035,53758.000,8799,1,TH,1,100,16474
1572441015.921058,53863.000,8817,1,TH,1,100,16478
1572441016.056358,53969.000,8835,1,TH,1,100,16482
1572441016.189106,54073.000,8853,1,TH,1,100,16478
1572441016.321853,54177.000,8871,1,TH,1,100,16472
1572441016.454600,54281.000,8889,1,TH,1,100,16478
1572441016.587347,54385.000,8908,1,TH,1,100,16462
1572441016.720094,54489.000,8926,1,TH,1,100,16430
1572441016.854118,54594.000,8944,1,TH,1,100,16462
1572441016.988141,54699.000,8962,1,TH,1,100,16446
1572441017.120888,54803.000,8980,1,TH,1,100,16452
1572441017.253636,54907.000,8998,1,TH,1,100,16434
1572441017.386383,55011.000,9016,1,TH,1,100,16436
1572441017.516577,55113.000,9034,1,TH,1,100,16408
1572441017.651877,55219.000,9053,1,TH,1,100,16418
1572441017.787177,55325.000,9071,1,TH,1,100,16428
1572441017.919924,55429.000,9089,1,TH,1,100,16408
1572441018.055224,55535.000,9107,1,TH,1,100,16410
1572441018.189248,55640.000,9125,1,TH,1,100,16406
1572441018.320718,55743.000,9143,1,TH,1,100,16390
1572441018.454742,55848.000,9178,1,TH,1,100,16386
1572441018.587489,55952.000,9197,1,TH,1,100,16376
1572441018.721513,56057.000,9215,1,TH,1,100,16378
1572441018.855536,56162.000,9233,1,TH,1,100,16340
1572441018.990836,56268.000,9251,1,TH,1,100,16376
1572441019.124860,56373.000,9269,1,TH,1,100,16380
1572441019.257607,56477.000,9286,1,TH,1,100,16350
1572441019.390354,56581.000,9304,1,TH,1,100,16352
1572441019.523101,56685.000,9321,1,TH,1,100,16374
1572441019.655848,56789.000,9340,1,TH,1,100,16386
1572441019.789872,56894.000,9358,1,TH,1,100,16384
1572441019.922619,56998.000,9376,1,TH,1,100,16390
1572441020.056643,57103.000,9397,2,TH,1,100,16386
1572441020.190666,57208.000,9397,2,TH,1,100,16382
1572441020.322137,57311.000,9417,1,TH,1,100,16334
1572441020.454884,57415.000,9435,1,TH,1,100,16408
1572441020.587631,57519.000,9453,1,TH,1,100,16394
1572441020.717825,57621.000,9472,1,TH,1,100,16400
1572441020.853125,57727.000,9490,1,TH,1,100,16408
1572441020.988425,57833.000,9508,1,TH,1,100,16388
1572441021.121172,57937.000,9526,1,TH,1,100,16382
1572441021.256472,58043.000,9561,1,TH,1,100,16384
1572441021.389220,58147.000,9579,1,TH,1,100,16382
1572441021.520690,58250.000,9597,1,TH,1,100,16368
1572441021.654714,58355.000,9616,1,TH,1,100,16364
1572441021.788737,58460.000,9634,1,TH,1,100,16386
1572441021.922761,58565.000,9651,1,TH,1,100,16372
1572441022.056784,58670.000,9668,1,TH,1,100,16376
1572441022.192084,58776.000,9686,1,TH,1,100,16374
1572441022.326108,58881.000,9704,1,TH,1,100,16394
