EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1572440326.908470,66153.000,10895,12,GZ,1,100,-38.208
1572440326.908470,66153.000,10895,12,GZ,1,100,-71.930
1572440326.908470,66153.000,10895,12,GZ,1,100,-9.308
1572440326.908470,66153.000,10895,12,GZ,1,100,-14.038
1572440326.908470,66153.000,10895,12,GZ,1,100,-17.731
1572440326.908470,66153.000,10895,12,GZ,1,100,-11.597
1572440326.908470,66153.000,10895,12,GZ,1,100,-8.026
1572440326.908470,66153.000,10895,12,GZ,1,100,-3.815
1572440326.908470,66153.000,10895,12,GZ,1,100,-6.256
1572440326.908470,66153.000,10895,12,GZ,1,100,-5.127
1572440326.908470,66153.000,10895,12,GZ,1,100,-1.190
1572440326.908470,66153.000,10895,12,GZ,1,100,3.448
1572440326.925063,66166.000,10913,6,GZ,1,100,4.364
1572440326.941656,66179.000,10913,6,GZ,1,100,4.211
1572440326.958249,66192.000,10913,6,GZ,1,100,4.181
1572440326.974842,66205.000,10913,6,GZ,1,100,1.801
1572440326.991435,66218.000,10913,6,GZ,1,100,-1.709
1572440327.008028,66231.000,10913,6,GZ,1,100,-6.714
1572440327.024461,66243.875,10931,8,GZ,1,100,-8.026
1572440327.040895,66256.750,10931,8,GZ,1,100,-9.277
1572440327.057328,66269.625,10931,8,GZ,1,100,-9.430
1572440327.073761,66282.500,10931,8,GZ,1,100,-9.583
1572440327.090195,66295.375,10931,8,GZ,1,100,-9.277
1572440327.106628,66308.250,10931,8,GZ,1,100,-5.646
1572440327.123062,66321.125,10931,8,GZ,1,100,-0.275
1572440327.139495,66334.000,10931,8,GZ,1,100,14.465
1572440327.156248,66347.125,10949,8,GZ,1,100,25.360
1572440327.173000,66360.250,10949,8,GZ,1,100,50.903
1572440327.189753,66373.375,10949,8,GZ,1,100,57.251
1572440327.206505,66386.500,10949,8,GZ,1,100,54.474
1572440327.223258,66399.625,10949,8,GZ,1,100,34.515
1572440327.240010,66412.750,10949,8,GZ,1,100,14.191
1572440327.256763,66425.875,10949,8,GZ,1,100,3.418
1572440327.273515,66439.000,10949,8,GZ,1,100,-8.057
1572440327.290108,66452.000,10967,8,GZ,1,100,-10.773
1572440327.306701,66465.000,10967,8,GZ,1,100,-9.583
1572440327.323294,66478.000,10967,8,GZ,1,100,-15.137
1572440327.339887,66491.000,10967,8,GZ,1,100,-23.193
1572440327.356480,66504.000,10967,8,GZ,1,100,-26.306
1572440327.373073,66517.000,10967,8,GZ,1,100,-26.184
1572440327.389665,66530.000,10967,8,GZ,1,100,-25.391
1572440327.406258,66543.000,10967,8,GZ,1,100,-22.644
1572440327.422851,66556.000,10985,8,GZ,1,100,-19.043
1572440327.439444,66569.000,10985,8,GZ,1,100,-18.463
1572440327.456037,66582.000,10985,8,GZ,1,100,-18.158
1572440327.472630,66595.000,10985,8,GZ,1,100,-21.515
1572440327.489223,66608.000,10985,8,GZ,1,100,-22.919
1572440327.505816,66621.000,10985,8,GZ,1,100,-22.400
1572440327.522409,66634.000,10985,8,GZ,1,100,-17.395
1572440327.539002,66647.000,10985,8,GZ,1,100,-14.252
1572440327.555595,66660.000,11003,7,GZ,1,100,-8.331
1572440327.572188,66673.000,11003,7,GZ,1,100,-1.404
1572440327.588781,66686.000,11003,7,GZ,1,100,1.801
1572440327.605374,66699.000,11003,7,GZ,1,100,3.052
1572440327.621967,66712.000,11003,7,GZ,1,100,2.991
1572440327.638560,66725.000,11003,7,GZ,1,100,-4.791
1572440327.655153,66738.000,11003,7,GZ,1,100,-12.970
1572440327.672065,66751.250,11021,8,GZ,1,100,-14.954
1572440327.688977,66764.500,11021,8,GZ,1,100,-14.954
1572440327.705889,66777.750,11021,8,GZ,1,100,-11.017
1572440327.722800,66791.000,11021,8,GZ,1,100,-9.827
1572440327.739713,66804.250,11021,8,GZ,1,100,-8.789
1572440327.756625,66817.500,11021,8,GZ,1,100,-7.538
1572440327.773537,66830.750,11021,8,GZ,1,100,-6.500
1572440327.790449,66844.000,11021,8,GZ,1,100,-1.038
1572440327.807201,66857.125,11038,8,GZ,1,100,8.331
1572440327.823954,66870.250,11038,8,GZ,1,100,10.803
1572440327.840706,66883.375,11038,8,GZ,1,100,15.778
1572440327.857459,66896.500,11038,8,GZ,1,100,14.313
1572440327.874211,66909.625,11038,8,GZ,1,100,6.104
1572440327.890964,66922.750,11038,8,GZ,1,100,-3.479
1572440327.907716,66935.875,11038,8,GZ,1,100,-9.827
1572440327.924469,66949.000,11038,8,GZ,1,100,-13.611
1572440327.941609,66962.429,11056,7,GZ,1,100,-19.897
1572440327.958749,66975.857,11056,7,GZ,1,100,-23.651
1572440327.975888,66989.286,11056,7,GZ,1,100,-24.750
1572440327.993028,67002.714,11056,7,GZ,1,100,-16.113
1572440328.010168,67016.143,11056,7,GZ,1,100,-10.101
1572440328.027308,67029.571,11056,7,GZ,1,100,3.448
1572440328.044448,67043.000,11056,7,GZ,1,100,11.658
1572440328.061360,67056.250,11074,8,GZ,1,100,10.895
1572440328.078272,67069.500,11074,8,GZ,1,100,2.716
1572440328.095184,67082.750,11074,8,GZ,1,100,1.831
1572440328.112097,67096.000,11074,8,GZ,1,100,4.669
1572440328.129009,67109.250,11074,8,GZ,1,100,11.963
1572440328.145921,67122.500,11074,8,GZ,1,100,10.132
1572440328.162832,67135.750,11074,8,GZ,1,100,6.012
1572440328.179744,67149.000,11074,8,GZ,1,100,-6.500
1572440328.196155,67161.857,11092,7,GZ,1,100,-9.399
1572440328.212566,67174.714,11092,7,GZ,1,100,-17.822
1572440328.228976,67187.571,11092,7,GZ,1,100,-15.076
1572440328.245387,67200.429,11092,7,GZ,1,100,-5.829
1572440328.261798,67213.286,11092,7,GZ,1,100,-1.160
1572440328.278208,67226.143,11092,7,GZ,1,100,5.798
1572440328.294619,67239.000,11092,7,GZ,1,100,8.118
1572440328.311212,67252.000,11110,8,GZ,1,100,8.423
1572440328.327805,67265.000,11110,8,GZ,1,100,10.040
1572440328.344398,67278.000,11110,8,GZ,1,100,11.749
1572440328.360991,67291.000,11110,8,GZ,1,100,16.296
1572440328.377584,67304.000,11110,8,GZ,1,100,21.240
1572440328.394176,67317.000,11110,8,GZ,1,100,23.102
1572440328.410769,67330.000,11110,8,GZ,1,100,27.313
1572440328.427362,67343.000,11110,8,GZ,1,100,41.901
1572440328.444115,67356.125,11128,8,GZ,1,100,47.455
1572440328.460867,67369.250,11128,8,GZ,1,100,53.314
1572440328.477620,67382.375,11128,8,GZ,1,100,57.404
1572440328.494372,67395.500,11128,8,GZ,1,100,55.359
1572440328.511125,67408.625,11128,8,GZ,1,100,43.060
1572440328.527877,67421.750,11128,8,GZ,1,100,37.292
1572440328.544630,67434.875,11128,8,GZ,1,100,27.802
1572440328.561382,67448.000,11128,8,GZ,1,100,22.430
1572440328.578135,67461.125,11146,8,GZ,1,100,11.871
1572440328.594887,67474.250,11146,8,GZ,1,100,5.798
1572440328.611639,67487.375,11146,8,GZ,1,100,-1.190
1572440328.628392,67500.500,11146,8,GZ,1,100,-3.387
1572440328.645144,67513.625,11146,8,GZ,1,100,-7.477
1572440328.661897,67526.750,11146,8,GZ,1,100,-11.261
1572440328.678649,67539.875,11146,8,GZ,1,100,-13.367
1572440328.695402,67553.000,11146,8,GZ,1,100,-11.871
1572440328.712177,67566.143,11164,7,GZ,1,100,-6.653
1572440328.728953,67579.286,11164,7,GZ,1,100,-5.829
1572440328.745728,67592.429,11164,7,GZ,1,100,-4.639
1572440328.762503,67605.571,11164,7,GZ,1,100,-4.639
1572440328.779279,67618.714,11164,7,GZ,1,100,-6.866
1572440328.796054,67631.857,11164,7,GZ,1,100,-7.690
1572440328.812829,67645.000,11164,7,GZ,1,100,-5.157
1572440328.829422,67658.000,11183,8,GZ,1,100,-4.150
1572440328.846015,67671.000,11183,8,GZ,1,100,0.061
1572440328.862608,67684.000,11183,8,GZ,1,100,0.153
1572440328.879201,67697.000,11183,8,GZ,1,100,-0.671
1572440328.895794,67710.000,11183,8,GZ,1,100,-3.296
1572440328.912387,67723.000,11183,8,GZ,1,100,-1.678
1572440328.928980,67736.000,11183,8,GZ,1,100,-4.150
1572440328.945572,67749.000,11183,8,GZ,1,100,-5.829
1572440328.962485,67762.250,11201,8,GZ,1,100,-7.660
1572440328.979397,67775.500,11201,8,GZ,1,100,-7.965
1572440328.996309,67788.750,11201,8,GZ,1,100,-5.280
1572440329.013221,67802.000,11201,8,GZ,1,100,-3.876
1572440329.030133,67815.250,11201,8,GZ,1,100,-3.845
1572440329.047045,67828.500,11201,8,GZ,1,100,-6.134
1572440329.063957,67841.750,11201,8,GZ,1,100,-6.989
1572440329.080869,67855.000,11201,8,GZ,1,100,-7.202
1572440329.097462,67868.000,11219,8,GZ,1,100,-9.949
1572440329.114055,67881.000,11219,8,GZ,1,100,-8.820
1572440329.130648,67894.000,11219,8,GZ,1,100,-2.228
1572440329.147240,67907.000,11219,8,GZ,1,100,-0.793
1572440329.163833,67920.000,11219,8,GZ,1,100,-2.777
1572440329.180426,67933.000,11219,8,GZ,1,100,-6.409
1572440329.197019,67946.000,11219,8,GZ,1,100,-5.920
1572440329.213612,67959.000,11219,8,GZ,1,100,-3.052
1572440329.229841,67971.714,11237,7,GZ,1,100,0.092
1572440329.246069,67984.429,11237,7,GZ,1,100,0.549
1572440329.262297,67997.143,11237,7,GZ,1,100,0.122
1572440329.278525,68009.857,11237,7,GZ,1,100,0.580
1572440329.294754,68022.571,11237,7,GZ,1,100,-1.068
1572440329.310982,68035.286,11237,7,GZ,1,100,-4.913
1572440329.327210,68048.000,11237,7,GZ,1,100,-10.620
1572440329.343643,68060.875,11255,8,GZ,1,100,-11.780
1572440329.360077,68073.750,11255,8,GZ,1,100,-9.735
1572440329.376510,68086.625,11255,8,GZ,1,100,-5.066
1572440329.392944,68099.500,11255,8,GZ,1,100,-5.463
1572440329.409377,68112.375,11255,8,GZ,1,100,-17.365
1572440329.425810,68125.250,11255,8,GZ,1,100,-28.687
1572440329.442244,68138.125,11255,8,GZ,1,100,-40.985
