RD,TS_received,TS_sent,AK,RoundTrip,
52000,52011,2019-10-30_09-10-13-553,52014,11,
57120,57126,2019-10-30_09-10-20-083,57129,6,
62242,62248,2019-10-30_09-10-26-615,62252,6,
67356,67364,2019-10-30_09-10-33-150,67367,8,
72476,72485,2019-10-30_09-10-39-689,72488,9,
77593,77599,2019-10-30_09-10-46-213,77602,6,
82712,82718,2019-10-30_09-10-52-752,82721,6,
87831,87840,2019-10-30_09-10-59-287,87841,9,
92960,92968,2019-10-30_09-11-05-833,92971,8,
98078,98085,2019-10-30_09-11-12-362,98089,7,
103199,103207,2019-10-30_09-11-18-897,103209,8,
108321,108327,2019-10-30_09-11-25-441,108331,6,
113442,113454,2019-10-30_09-11-31-985,113458,12,
118556,118564,2019-10-30_09-11-38-506,118567,8,
123672,123679,2019-10-30_09-11-45-035,123682,7,
128793,128800,2019-10-30_09-11-51-575,128803,7,
133916,133925,2019-10-30_09-11-58-113,133928,9,
139037,139044,2019-10-30_09-12-04-657,139048,7,
144166,144173,2019-10-30_09-12-11-200,144176,7,
149288,149296,2019-10-30_09-12-17-737,149299,8,
154403,154410,2019-10-30_09-12-24-267,154413,7,
159533,159541,2019-10-30_09-12-30-816,159544,8,
164659,164667,2019-10-30_09-12-37-357,164670,8,
169787,169797,2019-10-30_09-12-43-904,169800,10,
174908,174914,2019-10-30_09-12-50-438,174918,6,
180030,180037,2019-10-30_09-12-56-980,180040,7,
185153,185160,2019-10-30_09-13-03-514,185165,7,
190290,190297,2019-10-30_09-13-10-065,190300,7,
195407,195414,2019-10-30_09-13-16-599,195417,7,
200521,200528,2019-10-30_09-13-23-124,200532,7,
205640,205649,2019-10-30_09-13-29-656,205652,9,
210756,210763,2019-10-30_09-13-36-189,210765,7,
215873,215880,2019-10-30_09-13-42-719,215883,7,
220992,220999,2019-10-30_09-13-49-250,221002,7,
226112,226118,2019-10-30_09-13-55-786,226121,6,
231237,231246,2019-10-30_09-14-02-327,231249,9,
236358,236364,2019-10-30_09-14-08-869,236368,6,
241474,241486,2019-10-30_09-14-15-398,241489,12,
246596,246602,2019-10-30_09-14-21-933,246606,6,
251715,251721,2019-10-30_09-14-28-471,251724,6,
256832,256839,2019-10-30_09-14-34-998,256842,7,
261957,261964,2019-10-30_09-14-41-539,261968,7,
267074,267080,2019-10-30_09-14-48-071,267084,6,
272196,272202,2019-10-30_09-14-54-606,272205,6,
277313,277320,2019-10-30_09-15-01-140,277323,7,
283878,283885,2019-10-30_09-15-09-526,283888,7,
288986,288993,2019-10-30_09-15-16-046,288996,7,
294097,294104,2019-10-30_09-15-22-574,294107,7,
299210,299218,2019-10-30_09-15-29-102,299222,8,
304320,304330,2019-10-30_09-15-35-618,304333,10,
309434,309440,2019-10-30_09-15-42-147,309445,6,
314549,314555,2019-10-30_09-15-48-678,314559,6,
319666,319678,2019-10-30_09-15-55-214,319681,12,
324782,324788,2019-10-30_09-16-01-737,324791,6,
329901,329909,2019-10-30_09-16-08-273,329912,8,
335021,335026,2019-10-30_09-16-14-813,335029,5,
340139,340144,2019-10-30_09-16-21-336,340147,5,
345255,345260,2019-10-30_09-16-27-867,345263,5,
350369,350375,2019-10-30_09-16-34-398,350378,6,
355483,355490,2019-10-30_09-16-40-926,355493,7,
360604,360611,2019-10-30_09-16-47-467,360614,7,
365722,365727,2019-10-30_09-16-53-997,365730,5,
370840,370847,2019-10-30_09-17-00-528,370850,7,
375966,375973,2019-10-30_09-17-07-070,375976,7,
381074,381079,2019-10-30_09-17-13-587,381082,5,
386187,386192,2019-10-30_09-17-20-110,386195,5,
391299,391308,2019-10-30_09-17-26-640,391311,9,
396414,396421,2019-10-30_09-17-33-167,396426,7,
401530,401537,2019-10-30_09-17-39-696,401541,7,
406648,406655,2019-10-30_09-17-46-228,406658,7,
411765,411773,2019-10-30_09-17-52-756,411776,8,
416882,416888,2019-10-30_09-17-59-285,416891,6,
421995,422002,2019-10-30_09-18-05-818,422006,7,
427104,427111,2019-10-30_09-18-12-337,427114,7,
432218,432227,2019-10-30_09-18-18-865,432230,9,
437334,437339,2019-10-30_09-18-25-393,437343,5,
442452,442460,2019-10-30_09-18-31-927,442463,8,
447565,447574,2019-10-30_09-18-38-456,447577,9,
452684,452691,2019-10-30_09-18-44-986,452696,7,
457805,457812,2019-10-30_09-18-51-517,457815,7,
462919,462926,2019-10-30_09-18-58-050,462929,7,
468034,468043,2019-10-30_09-19-04-581,468046,9,
473156,473163,2019-10-30_09-19-11-109,473166,7,
478275,478281,2019-10-30_09-19-17-643,478284,6,
483390,483395,2019-10-30_09-19-24-176,483398,5,
488504,488512,2019-10-30_09-19-30-703,488515,8,
493619,493627,2019-10-30_09-19-37-232,493630,8,
498737,498744,2019-10-30_09-19-43-766,498747,7,
503854,503861,2019-10-30_09-19-50-293,503864,7,
508971,508977,2019-10-30_09-19-56-827,508980,6,
514110,514119,2019-10-30_09-20-03-389,514122,9,
519228,519234,2019-10-30_09-20-09-926,519237,6,
524348,524358,2019-10-30_09-20-16-464,524359,10,
529461,529467,2019-10-30_09-20-22-981,529470,6,
