EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1572441007.141877,46985.000,7583,4,PI,1,100,183253
1572441007.141877,46985.000,7583,4,PI,1,100,183141
1572441007.141877,46985.000,7583,4,PI,1,100,182857
1572441007.141877,46985.000,7583,4,PI,1,100,182897
1572441007.180595,47015.333,7601,3,PI,1,100,182887
1572441007.219313,47045.667,7601,3,PI,1,100,182923
1572441007.258031,47076.000,7601,3,PI,1,100,182856
1572441007.302706,47111.000,7619,3,PI,1,100,182892
1572441007.347380,47146.000,7619,3,PI,1,100,182876
1572441007.392055,47181.000,7619,3,PI,1,100,182803
1572441007.430773,47211.333,7638,3,PI,1,100,182835
1572441007.469491,47241.667,7638,3,PI,1,100,182855
1572441007.508209,47272.000,7638,3,PI,1,100,182933
1572441007.547352,47302.667,7656,3,PI,1,100,182999
1572441007.586495,47333.333,7656,3,PI,1,100,183019
1572441007.625639,47364.000,7656,3,PI,1,100,183085
1572441007.664357,47394.333,7674,3,PI,1,100,183094
1572441007.703074,47424.667,7674,3,PI,1,100,183178
1572441007.741792,47455.000,7674,3,PI,1,100,183250
1572441007.783276,47487.500,7691,4,PI,1,100,183255
1572441007.824759,47520.000,7691,4,PI,1,100,183341
1572441007.866243,47552.500,7691,4,PI,1,100,183386
1572441007.907726,47585.000,7691,4,PI,1,100,183468
1572441007.946444,47615.333,7709,3,PI,1,100,183532
1572441007.985162,47645.667,7709,3,PI,1,100,183419
1572441008.023880,47676.000,7709,3,PI,1,100,183044
1572441008.062598,47706.333,7727,3,PI,1,100,182826
1572441008.101316,47736.667,7727,3,PI,1,100,182854
1572441008.140034,47767.000,7727,3,PI,1,100,182893
1572441008.178752,47797.333,7745,3,PI,1,100,182855
1572441008.217470,47827.667,7745,3,PI,1,100,182824
1572441008.256188,47858.000,7745,3,PI,1,100,182808
1572441008.298309,47891.000,7763,4,PI,1,100,182759
1572441008.340431,47924.000,7763,4,PI,1,100,182677
1572441008.382553,47957.000,7763,4,PI,1,100,182673
1572441008.424674,47990.000,7763,4,PI,1,100,182712
1572441008.463392,48020.333,7782,3,PI,1,100,182770
1572441008.502110,48050.667,7782,3,PI,1,100,182813
1572441008.540828,48081.000,7782,3,PI,1,100,182846
1572441008.580397,48112.000,7800,3,PI,1,100,182915
1572441008.619966,48143.000,7800,3,PI,1,100,182926
1572441008.659535,48174.000,7800,3,PI,1,100,182962
1572441008.704209,48209.000,7816,3,PI,1,100,182995
1572441008.748884,48244.000,7816,3,PI,1,100,183044
1572441008.793558,48279.000,7816,3,PI,1,100,183118
1572441008.830574,48308.000,7834,4,PI,1,100,183150
1572441008.867590,48337.000,7834,4,PI,1,100,183231
