EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T0
1572441007.092097,46946.000,7586,1,T0,1,100,27.303
1572441007.224844,47050.000,7604,1,T0,1,100,27.309
1572441007.358868,47155.000,7622,1,T0,1,100,27.287
1572441007.491615,47259.000,7641,1,T0,1,100,27.341
1572441007.625639,47364.000,7659,1,T0,1,100,27.298
1572441007.758386,47468.000,7677,1,T0,1,100,27.314
1572441007.892409,47573.000,7694,1,T0,1,100,27.319
1572441008.023880,47676.000,7712,1,T0,1,100,27.330
1572441008.156627,47780.000,7730,1,T0,1,100,27.309
1572441008.290651,47885.000,7748,1,T0,1,100,27.325
1572441008.424674,47990.000,7766,1,T0,1,100,27.298
1572441008.557421,48094.000,7785,1,T0,1,100,27.319
1572441008.693998,48201.000,7819,1,T0,1,100,27.282
1572441008.828022,48306.000,7837,1,T0,1,100,27.330
1572441008.958216,48408.000,7855,1,T0,1,100,27.314
1572441009.092239,48513.000,7873,1,T0,1,100,27.282
1572441009.226263,48618.000,7891,1,T0,1,100,27.314
1572441009.359010,48722.000,7909,1,T0,1,100,27.250
1572441009.493034,48827.000,7928,1,T0,1,100,27.314
1572441009.629610,48934.000,7946,1,T0,1,100,27.309
1572441009.762357,49038.000,7964,1,T0,1,100,27.298
1572441009.895104,49142.000,7982,1,T0,1,100,27.277
1572441010.027851,49246.000,8000,1,T0,1,100,27.319
1572441010.159322,49349.000,8018,1,T0,1,100,27.309
1572441010.292069,49453.000,8036,1,T0,1,100,27.271
1572441010.426093,49558.000,8054,1,T0,1,100,27.314
1572441010.560116,49663.000,8073,1,T0,1,100,27.287
1572441010.692863,49767.000,8091,1,T0,1,100,27.325
1572441010.826887,49872.000,8109,1,T0,1,100,27.282
1572441010.957081,49974.000,8127,1,T0,1,100,27.314
1572441011.089828,50078.000,8145,1,T0,1,100,27.303
1572441011.221299,50181.000,8163,1,T0,1,100,27.303
1572441011.352770,50284.000,8181,1,T0,1,100,27.319
1572441011.488070,50390.000,8200,1,T0,1,100,27.346
1572441011.622093,50495.000,8218,1,T0,1,100,27.309
1572441011.754841,50599.000,8236,1,T0,1,100,27.325
1572441011.890141,50705.000,8253,1,T0,1,100,27.309
1572441012.024164,50810.000,8271,1,T0,1,100,27.330
1572441012.154358,50912.000,8290,1,T0,1,100,27.314
1572441012.288382,51017.000,8308,1,T0,1,100,27.330
1572441012.422405,51122.000,8326,1,T0,1,100,27.271
1572441012.555153,51226.000,8345,1,T0,1,100,27.298
1572441012.689176,51331.000,8363,1,T0,1,100,27.336
1572441012.825752,51438.000,8397,1,T0,1,100,27.282
1572441012.957223,51541.000,8415,1,T0,1,100,27.325
1572441013.089970,51645.000,8433,1,T0,1,100,27.282
1572441013.222718,51749.000,8451,1,T0,1,100,27.346
1572441013.355465,51853.000,8469,1,T0,1,100,27.319
1572441013.488850,51957.500,8491,2,T0,1,100,27.293
1572441013.622236,52062.000,8491,2,T0,1,100,27.293
1572441013.756259,52167.000,8511,1,T0,1,100,27.293
1572441013.889006,52271.000,8529,1,T0,1,100,27.309
1572441014.023030,52376.000,8547,1,T0,1,100,27.330
1572441014.153224,52478.000,8565,1,T0,1,100,27.325
1572441014.285971,52582.000,8583,1,T0,1,100,27.298
1572441014.417442,52685.000,8601,1,T0,1,100,27.309
1572441014.548913,52788.000,8620,1,T0,1,100,27.319
1572441014.685489,52895.000,8638,1,T0,1,100,27.287
1572441014.819513,53000.000,8655,1,T0,1,100,27.303
1572441014.952260,53104.000,8673,1,T0,1,100,27.325
1572441015.087560,53210.000,8691,1,T0,1,100,27.293
1572441015.221583,53315.000,8709,1,T0,1,100,27.314
1572441015.351778,53417.000,8727,1,T0,1,100,27.319
1572441015.485801,53522.000,8745,1,T0,1,100,27.303
1572441015.619825,53627.000,8780,1,T0,1,100,27.336
1572441015.752572,53731.000,8798,1,T0,1,100,27.298
1572441015.886595,53836.000,8816,1,T0,1,100,27.319
1572441016.023172,53943.000,8834,1,T0,1,100,27.314
1572441016.155919,54047.000,8852,1,T0,1,100,27.309
1572441016.288666,54151.000,8870,1,T0,1,100,27.319
1572441016.421413,54255.000,8888,1,T0,1,100,27.336
1572441016.554160,54359.000,8907,1,T0,1,100,27.330
1572441016.686907,54463.000,8925,1,T0,1,100,27.293
1572441016.820931,54568.000,8943,1,T0,1,100,27.293
1572441016.954954,54673.000,8961,1,T0,1,100,27.341
1572441017.088978,54778.000,8979,1,T0,1,100,27.325
1572441017.220449,54881.000,8997,1,T0,1,100,27.319
1572441017.351919,54984.000,9015,1,T0,1,100,27.346
1572441017.484667,55088.000,9033,1,T0,1,100,27.298
1572441017.618690,55193.000,9052,1,T0,1,100,27.341
1572441017.751437,55297.000,9070,1,T0,1,100,27.309
1572441017.888014,55404.000,9088,1,T0,1,100,27.325
1572441018.022037,55509.000,9106,1,T0,1,100,27.298
1572441018.154784,55613.000,9124,1,T0,1,100,27.325
1572441018.288808,55718.000,9142,1,T0,1,100,27.309
1572441018.422832,55823.000,9160,1,T0,1,100,27.336
1572441018.553026,55925.000,9177,1,T0,1,100,27.303
1572441018.687049,56030.000,9196,1,T0,1,100,27.346
1572441018.823626,56137.000,9214,1,T0,1,100,27.298
1572441018.956373,56241.000,9232,1,T0,1,100,27.293
1572441019.090396,56346.000,9250,1,T0,1,100,27.314
1572441019.224420,56451.000,9268,1,T0,1,100,27.325
1572441019.357167,56555.000,9303,1,T0,1,100,27.319
1572441019.489914,56659.000,9320,1,T0,1,100,27.293
1572441019.622661,56763.000,9339,1,T0,1,100,27.293
1572441019.756685,56868.000,9357,1,T0,1,100,27.298
1572441019.889432,56972.000,9375,1,T0,1,100,27.346
1572441020.023456,57077.000,9396,2,T0,1,100,27.314
1572441020.157479,57182.000,9396,2,T0,1,100,27.330
1572441020.290226,57286.000,9416,1,T0,1,100,27.309
1572441020.421697,57389.000,9434,1,T0,1,100,27.325
1572441020.553168,57492.000,9452,1,T0,1,100,27.336
1572441020.685915,57596.000,9471,1,T0,1,100,27.314
1572441020.819938,57701.000,9489,1,T0,1,100,27.341
1572441020.952686,57805.000,9507,1,T0,1,100,27.319
1572441021.089262,57912.000,9525,1,T0,1,100,27.303
1572441021.223285,58017.000,9543,1,T0,1,100,27.314
1572441021.354756,58120.000,9560,1,T0,1,100,27.319
1572441021.488780,58225.000,9578,1,T0,1,100,27.341
1572441021.622803,58330.000,9596,1,T0,1,100,27.298
