RD,TS_received,TS_sent,AK,RoundTrip,
71134,71139,2019-10-30_08-58-53-270,71143,5,
76247,76254,2019-10-30_08-58-59-797,76257,7,
81356,81364,2019-10-30_08-59-06-325,81367,8,
86467,86474,2019-10-30_08-59-12-843,86477,7,
91578,91584,2019-10-30_08-59-19-363,91587,6,
96688,96695,2019-10-30_08-59-25-888,96699,7,
101799,101806,2019-10-30_08-59-32-413,101809,7,
106913,106918,2019-10-30_08-59-38-939,106921,5,
112023,112029,2019-10-30_08-59-45-459,112038,6,
117138,117143,2019-10-30_08-59-51-993,117147,5,
122246,122253,2019-10-30_08-59-58-510,122256,7,
127358,127365,2019-10-30_09-00-05-036,127368,7,
132469,132479,2019-10-30_09-00-11-564,132481,10,
137592,137601,2019-10-30_09-00-18-101,137604,9,
142713,142719,2019-10-30_09-00-24-634,142722,6,
147828,147834,2019-10-30_09-00-31-160,147838,6,
152950,152958,2019-10-30_09-00-37-695,152961,8,
158064,158072,2019-10-30_09-00-44-227,158075,8,
163184,163189,2019-10-30_09-00-50-759,163192,5,
168295,168302,2019-10-30_09-00-57-283,168306,7,
173411,173420,2019-10-30_09-01-03-817,173423,9,
178540,178546,2019-10-30_09-01-10-367,178549,6,
183658,183666,2019-10-30_09-01-16-895,183669,8,
188774,188782,2019-10-30_09-01-23-427,188785,8,
193890,193899,2019-10-30_09-01-29-955,193902,9,
199009,199015,2019-10-30_09-01-36-487,199018,6,
204128,204135,2019-10-30_09-01-43-018,204138,7,
209249,209257,2019-10-30_09-01-49-559,209260,8,
214369,214376,2019-10-30_09-01-56-092,214380,7,
219487,219492,2019-10-30_09-02-02-622,219497,5,
224606,224613,2019-10-30_09-02-09-155,224616,7,
229730,229739,2019-10-30_09-02-15-702,229741,9,
234852,234860,2019-10-30_09-02-22-234,234863,8,
239968,239975,2019-10-30_09-02-28-763,239978,7,
245084,245091,2019-10-30_09-02-35-295,245094,7,
250200,250206,2019-10-30_09-02-41-827,250209,6,
255316,255321,2019-10-30_09-02-48-356,255324,5,
260435,260442,2019-10-30_09-02-54-893,260445,7,
265549,265555,2019-10-30_09-03-01-420,265558,6,
270662,270669,2019-10-30_09-03-07-948,270672,7,
275779,275785,2019-10-30_09-03-14-473,275788,6,
280901,280908,2019-10-30_09-03-21-010,280910,7,
286016,286023,2019-10-30_09-03-27-542,286026,7,
291133,291140,2019-10-30_09-03-34-073,291143,7,
296248,296258,2019-10-30_09-03-40-606,296261,10,
301368,301374,2019-10-30_09-03-47-131,301377,6,
306485,306492,2019-10-30_09-03-53-663,306495,7,
311598,311606,2019-10-30_09-04-00-191,311609,8,
316718,316726,2019-10-30_09-04-06-722,316729,8,
321836,321843,2019-10-30_09-04-13-253,321846,7,
326957,326964,2019-10-30_09-04-19-797,326967,7,
332075,332084,2019-10-30_09-04-26-328,332087,9,
337190,337196,2019-10-30_09-04-32-857,337200,6,
342308,342314,2019-10-30_09-04-39-392,342317,6,
347427,347436,2019-10-30_09-04-45-921,347439,9,
352553,352560,2019-10-30_09-04-52-466,352564,7,
357676,357683,2019-10-30_09-04-59-010,357686,7,
362804,362812,2019-10-30_09-05-05-556,362815,8,
367928,367936,2019-10-30_09-05-12-094,367939,8,
373048,373054,2019-10-30_09-05-18-625,373056,6,
378172,378178,2019-10-30_09-05-25-166,378181,6,
383300,383307,2019-10-30_09-05-31-714,383310,7,
388430,388440,2019-10-30_09-05-38-259,388445,10,
393560,393566,2019-10-30_09-05-44-806,393569,6,
398685,398702,2019-10-30_09-05-51-352,398705,17,
403810,403821,2019-10-30_09-05-57-887,403824,11,
408927,408933,2019-10-30_09-06-04-415,408936,6,
414047,414052,2019-10-30_09-06-10-955,414055,5,
419181,419189,2019-10-30_09-06-17-512,419192,8,
424300,424306,2019-10-30_09-06-24-049,424309,6,
429422,429428,2019-10-30_09-06-30-586,429431,6,
434548,434557,2019-10-30_09-06-37-132,434560,9,
439664,439671,2019-10-30_09-06-43-656,439674,7,
444781,444788,2019-10-30_09-06-50-185,444791,7,
449899,449904,2019-10-30_09-06-56-718,449907,5,
455022,455027,2019-10-30_09-07-03-258,455031,5,
460141,460148,2019-10-30_09-07-09-791,460153,7,
465261,465267,2019-10-30_09-07-16-327,465270,6,
470390,470397,2019-10-30_09-07-22-874,470400,7,
475508,475515,2019-10-30_09-07-29-400,475518,7,
480636,480642,2019-10-30_09-07-35-946,480646,6,
485756,485762,2019-10-30_09-07-42-488,485765,6,
490886,490892,2019-10-30_09-07-49-035,490895,6,
496007,496014,2019-10-30_09-07-55-570,496018,7,
501135,501150,2019-10-30_09-08-02-113,501153,15,
506261,506266,2019-10-30_09-08-08-655,506269,5,
511398,511409,2019-10-30_09-08-15-219,511412,11,
516520,516529,2019-10-30_09-08-21-744,516532,9,
521636,521643,2019-10-30_09-08-28-275,521646,7,
526755,526763,2019-10-30_09-08-34-814,526766,8,
531874,531880,2019-10-30_09-08-41-340,531883,6,
537001,537007,2019-10-30_09-08-47-882,537011,6,
542123,542130,2019-10-30_09-08-54-416,542133,7,
547246,547253,2019-10-30_09-09-00-956,547256,7,
