EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.948747,206312.000,35838,13,MX,1,100,-45
1570475223.948747,206312.000,35838,13,MX,1,100,-45
1570475223.948747,206312.000,35838,13,MX,1,100,-47
1570475223.948747,206312.000,35838,13,MX,1,100,-47
1570475223.948747,206312.000,35838,13,MX,1,100,-47
1570475223.948747,206312.000,35838,13,MX,1,100,-47
1570475223.948747,206312.000,35838,13,MX,1,100,-47
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.948747,206312.000,35838,13,MX,1,100,-46
1570475223.965340,206325.000,35855,7,MX,1,100,-46
1570475223.981932,206338.000,35855,7,MX,1,100,-47
1570475223.998525,206351.000,35855,7,MX,1,100,-47
1570475224.015118,206364.000,35855,7,MX,1,100,-47
1570475224.031710,206377.000,35855,7,MX,1,100,-47
1570475224.048303,206390.000,35855,7,MX,1,100,-47
1570475224.064895,206403.000,35855,7,MX,1,100,-48
1570475224.081853,206416.286,35873,7,MX,1,100,-48
1570475224.098810,206429.571,35873,7,MX,1,100,-49
1570475224.115767,206442.857,35873,7,MX,1,100,-49
1570475224.132725,206456.143,35873,7,MX,1,100,-49
1570475224.149682,206469.429,35873,7,MX,1,100,-48
1570475224.166639,206482.714,35873,7,MX,1,100,-48
1570475224.183596,206496.000,35873,7,MX,1,100,-48
1570475224.200508,206509.250,35891,8,MX,1,100,-48
1570475224.217420,206522.500,35891,8,MX,1,100,-47
1570475224.234331,206535.750,35891,8,MX,1,100,-47
1570475224.251243,206549.000,35891,8,MX,1,100,-47
1570475224.268155,206562.250,35891,8,MX,1,100,-48
1570475224.285066,206575.500,35891,8,MX,1,100,-48
1570475224.301978,206588.750,35891,8,MX,1,100,-48
1570475224.318890,206602.000,35891,8,MX,1,100,-48
1570475224.335482,206615.000,35909,8,MX,1,100,-48
1570475224.352075,206628.000,35909,8,MX,1,100,-47
1570475224.368668,206641.000,35909,8,MX,1,100,-47
1570475224.385260,206654.000,35909,8,MX,1,100,-48
1570475224.401853,206667.000,35909,8,MX,1,100,-48
1570475224.418445,206680.000,35909,8,MX,1,100,-48
1570475224.435038,206693.000,35909,8,MX,1,100,-48
1570475224.451631,206706.000,35909,8,MX,1,100,-48
1570475224.468383,206719.125,35927,8,MX,1,100,-48
1570475224.485135,206732.250,35927,8,MX,1,100,-48
1570475224.501887,206745.375,35927,8,MX,1,100,-48
1570475224.518639,206758.500,35927,8,MX,1,100,-48
1570475224.535391,206771.625,35927,8,MX,1,100,-48
1570475224.552143,206784.750,35927,8,MX,1,100,-47
1570475224.568896,206797.875,35927,8,MX,1,100,-47
1570475224.585648,206811.000,35927,8,MX,1,100,-48
1570475224.602058,206823.857,35946,7,MX,1,100,-48
1570475224.618468,206836.714,35946,7,MX,1,100,-48
1570475224.634878,206849.571,35946,7,MX,1,100,-47
1570475224.651289,206862.429,35946,7,MX,1,100,-47
1570475224.667699,206875.286,35946,7,MX,1,100,-48
1570475224.684109,206888.143,35946,7,MX,1,100,-48
1570475224.700520,206901.000,35946,7,MX,1,100,-48
1570475224.717112,206914.000,35964,8,MX,1,100,-48
1570475224.733705,206927.000,35964,8,MX,1,100,-48
1570475224.750297,206940.000,35964,8,MX,1,100,-46
1570475224.766890,206953.000,35964,8,MX,1,100,-46
1570475224.783483,206966.000,35964,8,MX,1,100,-47
1570475224.800075,206979.000,35964,8,MX,1,100,-47
1570475224.816668,206992.000,35964,8,MX,1,100,-47
1570475224.833260,207005.000,35964,8,MX,1,100,-46
1570475224.849853,207018.000,35980,8,MX,1,100,-46
1570475224.866446,207031.000,35980,8,MX,1,100,-45
1570475224.883038,207044.000,35980,8,MX,1,100,-45
1570475224.899631,207057.000,35980,8,MX,1,100,-45
1570475224.916223,207070.000,35980,8,MX,1,100,-45
1570475224.932816,207083.000,35980,8,MX,1,100,-45
1570475224.949409,207096.000,35980,8,MX,1,100,-46
1570475224.966001,207109.000,35980,8,MX,1,100,-46
1570475224.982913,207122.250,35998,8,MX,1,100,-46
1570475224.999824,207135.500,35998,8,MX,1,100,-45
1570475225.016736,207148.750,35998,8,MX,1,100,-45
1570475225.033648,207162.000,35998,8,MX,1,100,-47
1570475225.050560,207175.250,35998,8,MX,1,100,-47
1570475225.067471,207188.500,35998,8,MX,1,100,-47
1570475225.084383,207201.750,35998,8,MX,1,100,-47
