EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,48
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,49
1570475223.948747,206312.000,35839,13,MY,1,100,48
1570475223.948747,206312.000,35839,13,MY,1,100,48
1570475223.948747,206312.000,35839,13,MY,1,100,47
1570475223.948747,206312.000,35839,13,MY,1,100,47
1570475223.948747,206312.000,35839,13,MY,1,100,47
1570475223.948747,206312.000,35839,13,MY,1,100,47
1570475223.965340,206325.000,35856,7,MY,1,100,47
1570475223.981932,206338.000,35856,7,MY,1,100,48
1570475223.998525,206351.000,35856,7,MY,1,100,48
1570475224.015118,206364.000,35856,7,MY,1,100,47
1570475224.031710,206377.000,35856,7,MY,1,100,47
1570475224.048303,206390.000,35856,7,MY,1,100,47
1570475224.064895,206403.000,35856,7,MY,1,100,46
1570475224.081648,206416.125,35874,8,MY,1,100,46
1570475224.098400,206429.250,35874,8,MY,1,100,46
1570475224.115152,206442.375,35874,8,MY,1,100,46
1570475224.131904,206455.500,35874,8,MY,1,100,46
1570475224.148656,206468.625,35874,8,MY,1,100,46
1570475224.165408,206481.750,35874,8,MY,1,100,46
1570475224.182160,206494.875,35874,8,MY,1,100,46
1570475224.198913,206508.000,35874,8,MY,1,100,46
1570475224.216052,206521.429,35892,7,MY,1,100,46
1570475224.233192,206534.857,35892,7,MY,1,100,46
1570475224.250331,206548.286,35892,7,MY,1,100,46
1570475224.267471,206561.714,35892,7,MY,1,100,46
1570475224.284611,206575.143,35892,7,MY,1,100,46
1570475224.301750,206588.571,35892,7,MY,1,100,45
1570475224.318890,206602.000,35892,7,MY,1,100,45
1570475224.335482,206615.000,35910,8,MY,1,100,45
1570475224.352075,206628.000,35910,8,MY,1,100,46
1570475224.368668,206641.000,35910,8,MY,1,100,46
1570475224.385260,206654.000,35910,8,MY,1,100,46
1570475224.401853,206667.000,35910,8,MY,1,100,46
1570475224.418445,206680.000,35910,8,MY,1,100,46
1570475224.435038,206693.000,35910,8,MY,1,100,47
