RD,TS_received,TS_sent,AK,RoundTrip,
211297,211308,2019-10-07_15-07-10-316,211311,11,
216416,216424,2019-10-07_15-07-16-844,216427,8,
221526,221534,2019-10-07_15-07-23-365,221537,8,
226644,226651,2019-10-07_15-07-29-905,226654,7,
231755,231771,2019-10-07_15-07-36-438,231775,16,
236870,236877,2019-10-07_15-07-42-953,236881,7,
241982,241989,2019-10-07_15-07-49-477,241992,7,
247098,247106,2019-10-07_15-07-56-003,247109,8,
252206,252219,2019-10-07_15-08-02-532,252222,13,
257322,257328,2019-10-07_15-08-09-056,257331,6,
262437,262452,2019-10-07_15-08-15-594,262455,15,
267548,267554,2019-10-07_15-08-22-108,267557,6,
272665,272669,2019-10-07_15-08-28-639,272672,4,
277778,277784,2019-10-07_15-08-35-168,277787,6,
282892,282899,2019-10-07_15-08-41-699,282902,7,
288005,288011,2019-10-07_15-08-48-227,288015,6,
293119,293125,2019-10-07_15-08-54-752,293128,6,
298243,298247,2019-10-07_15-09-01-293,298250,4,
303353,303361,2019-10-07_15-09-07-819,303365,8,
308472,308479,2019-10-07_15-09-14-353,308482,7,
313587,313593,2019-10-07_15-09-20-880,313597,6,
318706,318713,2019-10-07_15-09-27-412,318716,7,
323825,323838,2019-10-07_15-09-33-960,323841,13,
328940,328947,2019-10-07_15-09-40-474,328950,7,
334057,334067,2019-10-07_15-09-47-005,334070,10,
339173,339179,2019-10-07_15-09-53-531,339182,6,
344291,344298,2019-10-07_15-10-00-070,344301,7,
349409,349416,2019-10-07_15-10-06-596,349419,7,
354522,354528,2019-10-07_15-10-13-129,354531,6,
359641,359647,2019-10-07_15-10-19-658,359649,6,
364761,364768,2019-10-07_15-10-26-187,364771,7,
369874,369882,2019-10-07_15-10-32-718,369885,8,
374989,374996,2019-10-07_15-10-39-247,374999,7,
