EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
inf,41405.000,6323,12,GX,1,100,-19.043
inf,41405.000,6323,12,GX,1,100,-21.667
inf,41405.000,6323,12,GX,1,100,-22.003
inf,41405.000,6323,12,GX,1,100,2.808
inf,41405.000,6323,12,GX,1,100,-1.617
inf,41405.000,6323,12,GX,1,100,-2.045
inf,41405.000,6323,12,GX,1,100,0.427
inf,41405.000,6323,12,GX,1,100,-2.350
inf,41405.000,6323,12,GX,1,100,-2.106
inf,41405.000,6323,12,GX,1,100,-1.648
inf,41405.000,6323,12,GX,1,100,0.427
inf,41405.000,6323,12,GX,1,100,3.693
inf,41417.982,6341,56,GX,1,100,2.899
inf,41430.964,6341,56,GX,1,100,0.458
inf,41443.946,6341,56,GX,1,100,-1.831
inf,41456.929,6341,56,GX,1,100,-1.251
inf,41469.911,6341,56,GX,1,100,-2.625
inf,41482.893,6341,56,GX,1,100,-2.319
inf,41495.875,6341,56,GX,1,100,-2.716
inf,41508.857,6341,56,GX,1,100,-1.801
inf,41521.839,6341,56,GX,1,100,-1.740
inf,41534.821,6341,56,GX,1,100,-4.456
inf,41547.804,6341,56,GX,1,100,-4.730
inf,41560.786,6341,56,GX,1,100,-4.517
inf,41573.768,6341,56,GX,1,100,-6.500
inf,41586.750,6341,56,GX,1,100,-4.425
inf,41599.732,6341,56,GX,1,100,-2.838
inf,41612.714,6341,56,GX,1,100,-3.510
inf,41625.696,6341,56,GX,1,100,-1.404
inf,41638.679,6341,56,GX,1,100,-0.153
inf,41651.661,6341,56,GX,1,100,1.648
inf,41664.643,6341,56,GX,1,100,-1.740
inf,41677.625,6341,56,GX,1,100,-2.014
inf,41690.607,6341,56,GX,1,100,1.129
inf,41703.589,6341,56,GX,1,100,1.587
inf,41716.571,6341,56,GX,1,100,1.770
inf,41729.554,6341,56,GX,1,100,0.824
inf,41742.536,6341,56,GX,1,100,-1.495
inf,41755.518,6341,56,GX,1,100,-3.601
inf,41768.500,6341,56,GX,1,100,0.641
inf,41781.482,6341,56,GX,1,100,1.190
inf,41794.464,6341,56,GX,1,100,-3.479
inf,41807.446,6341,56,GX,1,100,-4.883
inf,41820.429,6341,56,GX,1,100,-2.655
inf,41833.411,6341,56,GX,1,100,-3.662
inf,41846.393,6341,56,GX,1,100,-3.510
inf,41859.375,6341,56,GX,1,100,-0.946
inf,41872.357,6341,56,GX,1,100,4.303
inf,41885.339,6341,56,GX,1,100,4.211
inf,41898.321,6341,56,GX,1,100,5.219
inf,41911.304,6341,56,GX,1,100,6.989
inf,41924.286,6341,56,GX,1,100,-0.031
inf,41937.268,6341,56,GX,1,100,-0.610
inf,41950.250,6341,56,GX,1,100,1.556
inf,41963.232,6341,56,GX,1,100,3.387
inf,41976.214,6341,56,GX,1,100,0.977
inf,41989.196,6341,56,GX,1,100,-2.350
inf,42002.179,6341,56,GX,1,100,-1.038
inf,42015.161,6341,56,GX,1,100,0.610
inf,42028.143,6341,56,GX,1,100,3.967
inf,42041.125,6341,56,GX,1,100,2.869
inf,42054.107,6341,56,GX,1,100,0.763
inf,42067.089,6341,56,GX,1,100,-0.488
inf,42080.071,6341,56,GX,1,100,0.427
inf,42093.054,6341,56,GX,1,100,4.486
inf,42106.036,6341,56,GX,1,100,2.167
inf,42119.018,6341,56,GX,1,100,2.197
inf,42132.000,6341,56,GX,1,100,-1.678
inf,42145.047,6360,64,GX,1,100,0.336
inf,42158.094,6360,64,GX,1,100,3.082
inf,42171.141,6360,64,GX,1,100,1.282
inf,42184.188,6360,64,GX,1,100,0.397
inf,42197.234,6360,64,GX,1,100,-1.282
inf,42210.281,6360,64,GX,1,100,4.303
inf,42223.328,6360,64,GX,1,100,3.326
inf,42236.375,6360,64,GX,1,100,-0.946
inf,42249.422,6360,64,GX,1,100,2.594
inf,42262.469,6360,64,GX,1,100,1.068
inf,42275.516,6360,64,GX,1,100,-2.686
inf,42288.563,6360,64,GX,1,100,2.167
inf,42301.609,6360,64,GX,1,100,1.862
inf,42314.656,6360,64,GX,1,100,-1.678
inf,42327.703,6360,64,GX,1,100,2.533
