EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
inf,41417.000,6325,13,GZ,1,100,-12.817
inf,41417.000,6325,13,GZ,1,100,-12.451
inf,41417.000,6325,13,GZ,1,100,-12.146
inf,41417.000,6325,13,GZ,1,100,2.655
inf,41417.000,6325,13,GZ,1,100,-0.580
inf,41417.000,6325,13,GZ,1,100,0.305
inf,41417.000,6325,13,GZ,1,100,0.488
inf,41417.000,6325,13,GZ,1,100,0.275
inf,41417.000,6325,13,GZ,1,100,2.808
inf,41417.000,6325,13,GZ,1,100,1.831
inf,41417.000,6325,13,GZ,1,100,-1.556
inf,41417.000,6325,13,GZ,1,100,-1.343
inf,41417.000,6325,13,GZ,1,100,-1.007
inf,41430.000,6343,58,GZ,1,100,0.427
inf,41443.000,6343,58,GZ,1,100,-0.153
inf,41456.000,6343,58,GZ,1,100,-0.641
inf,41469.000,6343,58,GZ,1,100,1.099
inf,41482.000,6343,58,GZ,1,100,1.099
inf,41495.000,6343,58,GZ,1,100,-0.275
inf,41508.000,6343,58,GZ,1,100,-1.160
inf,41521.000,6343,58,GZ,1,100,-2.045
inf,41534.000,6343,58,GZ,1,100,-2.625
inf,41547.000,6343,58,GZ,1,100,-1.221
inf,41560.000,6343,58,GZ,1,100,-1.129
inf,41573.000,6343,58,GZ,1,100,-1.221
inf,41586.000,6343,58,GZ,1,100,0.793
inf,41599.000,6343,58,GZ,1,100,0.641
inf,41612.000,6343,58,GZ,1,100,-1.556
inf,41625.000,6343,58,GZ,1,100,-2.533
inf,41638.000,6343,58,GZ,1,100,-1.465
inf,41651.000,6343,58,GZ,1,100,-0.214
inf,41664.000,6343,58,GZ,1,100,-1.617
inf,41677.000,6343,58,GZ,1,100,-1.465
inf,41690.000,6343,58,GZ,1,100,-1.465
inf,41703.000,6343,58,GZ,1,100,-2.167
inf,41716.000,6343,58,GZ,1,100,-1.831
inf,41729.000,6343,58,GZ,1,100,0.061
inf,41742.000,6343,58,GZ,1,100,-0.275
inf,41755.000,6343,58,GZ,1,100,0.061
inf,41768.000,6343,58,GZ,1,100,0.763
inf,41781.000,6343,58,GZ,1,100,-1.953
inf,41794.000,6343,58,GZ,1,100,-4.761
inf,41807.000,6343,58,GZ,1,100,-1.282
inf,41820.000,6343,58,GZ,1,100,0.519
inf,41833.000,6343,58,GZ,1,100,-1.312
inf,41846.000,6343,58,GZ,1,100,3.326
inf,41859.000,6343,58,GZ,1,100,6.195
inf,41872.000,6343,58,GZ,1,100,5.341
inf,41885.000,6343,58,GZ,1,100,2.014
inf,41898.000,6343,58,GZ,1,100,0.946
inf,41911.000,6343,58,GZ,1,100,-1.221
inf,41924.000,6343,58,GZ,1,100,-1.221
inf,41937.000,6343,58,GZ,1,100,1.648
inf,41950.000,6343,58,GZ,1,100,5.371
inf,41963.000,6343,58,GZ,1,100,3.937
inf,41976.000,6343,58,GZ,1,100,-1.434
inf,41989.000,6343,58,GZ,1,100,-2.747
inf,42002.000,6343,58,GZ,1,100,-1.678
inf,42015.000,6343,58,GZ,1,100,2.197
inf,42028.000,6343,58,GZ,1,100,3.082
inf,42041.000,6343,58,GZ,1,100,0.305
inf,42054.000,6343,58,GZ,1,100,-5.341
inf,42067.000,6343,58,GZ,1,100,-3.387
inf,42080.000,6343,58,GZ,1,100,-0.641
inf,42093.000,6343,58,GZ,1,100,3.418
inf,42106.000,6343,58,GZ,1,100,2.655
inf,42119.000,6343,58,GZ,1,100,1.068
inf,42132.000,6343,58,GZ,1,100,-0.488
inf,42145.000,6343,58,GZ,1,100,0.977
inf,42158.000,6343,58,GZ,1,100,0.519
inf,42171.000,6343,58,GZ,1,100,0.397
inf,42184.031,6362,64,GZ,1,100,-2.258
inf,42197.063,6362,64,GZ,1,100,-1.556
inf,42210.094,6362,64,GZ,1,100,1.282
inf,42223.125,6362,64,GZ,1,100,0.397
inf,42236.156,6362,64,GZ,1,100,1.678
inf,42249.188,6362,64,GZ,1,100,0.641
inf,42262.219,6362,64,GZ,1,100,-1.801
inf,42275.250,6362,64,GZ,1,100,-5.829
inf,42288.281,6362,64,GZ,1,100,-2.960
inf,42301.313,6362,64,GZ,1,100,-3.204
inf,42314.344,6362,64,GZ,1,100,-3.387
inf,42327.375,6362,64,GZ,1,100,0.000
inf,42340.406,6362,64,GZ,1,100,-0.824
inf,42353.438,6362,64,GZ,1,100,0.061
inf,42366.469,6362,64,GZ,1,100,-0.183
inf,42379.500,6362,64,GZ,1,100,-2.411
inf,42392.531,6362,64,GZ,1,100,-6.073
inf,42405.563,6362,64,GZ,1,100,-7.477
inf,42418.594,6362,64,GZ,1,100,-6.836
inf,42431.625,6362,64,GZ,1,100,-2.228
inf,42444.656,6362,64,GZ,1,100,1.038
inf,42457.688,6362,64,GZ,1,100,1.984
inf,42470.719,6362,64,GZ,1,100,0.519
inf,42483.750,6362,64,GZ,1,100,1.373
inf,42496.781,6362,64,GZ,1,100,0.183
inf,42509.813,6362,64,GZ,1,100,-2.258
inf,42522.844,6362,64,GZ,1,100,-1.617
inf,42535.875,6362,64,GZ,1,100,0.458
inf,42548.906,6362,64,GZ,1,100,-0.153
inf,42561.938,6362,64,GZ,1,100,1.007
inf,42574.969,6362,64,GZ,1,100,0.488
inf,42588.000,6362,64,GZ,1,100,2.075
inf,42601.031,6362,64,GZ,1,100,1.587
inf,42614.063,6362,64,GZ,1,100,0.977
inf,42627.094,6362,64,GZ,1,100,1.495
inf,42640.125,6362,64,GZ,1,100,-0.153
inf,42653.156,6362,64,GZ,1,100,-2.106
inf,42666.188,6362,64,GZ,1,100,0.610
