EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
inf,41391.000,6320,12,AX,1,100,-0.081
inf,41391.000,6320,12,AX,1,100,-0.056
inf,41391.000,6320,12,AX,1,100,-0.062
inf,41391.000,6320,12,AX,1,100,-0.073
inf,41391.000,6320,12,AX,1,100,-0.012
inf,41391.000,6320,12,AX,1,100,-0.010
inf,41391.000,6320,12,AX,1,100,-0.013
inf,41391.000,6320,12,AX,1,100,-0.011
inf,41391.000,6320,12,AX,1,100,0.012
inf,41391.000,6320,12,AX,1,100,-0.010
inf,41391.000,6320,12,AX,1,100,-0.005
inf,41391.000,6320,12,AX,1,100,0.004
inf,41404.000,6338,53,AX,1,100,0.001
inf,41417.000,6338,53,AX,1,100,0.007
inf,41430.000,6338,53,AX,1,100,-0.001
inf,41443.000,6338,53,AX,1,100,-0.009
inf,41456.000,6338,53,AX,1,100,0.002
inf,41469.000,6338,53,AX,1,100,0.005
inf,41482.000,6338,53,AX,1,100,0.002
inf,41495.000,6338,53,AX,1,100,-0.006
inf,41508.000,6338,53,AX,1,100,-0.007
inf,41521.000,6338,53,AX,1,100,-0.004
inf,41534.000,6338,53,AX,1,100,0.006
inf,41547.000,6338,53,AX,1,100,0.005
inf,41560.000,6338,53,AX,1,100,-0.005
inf,41573.000,6338,53,AX,1,100,0.012
inf,41586.000,6338,53,AX,1,100,0.005
inf,41599.000,6338,53,AX,1,100,0.003
inf,41612.000,6338,53,AX,1,100,0.004
inf,41625.000,6338,53,AX,1,100,0.009
inf,41638.000,6338,53,AX,1,100,0.009
inf,41651.000,6338,53,AX,1,100,0.001
inf,41664.000,6338,53,AX,1,100,0.004
inf,41677.000,6338,53,AX,1,100,0.008
inf,41690.000,6338,53,AX,1,100,0.005
inf,41703.000,6338,53,AX,1,100,0.005
inf,41716.000,6338,53,AX,1,100,0.010
inf,41729.000,6338,53,AX,1,100,0.003
inf,41742.000,6338,53,AX,1,100,0.018
inf,41755.000,6338,53,AX,1,100,0.025
inf,41768.000,6338,53,AX,1,100,0.005
inf,41781.000,6338,53,AX,1,100,-0.011
inf,41794.000,6338,53,AX,1,100,-0.000
inf,41807.000,6338,53,AX,1,100,-0.003
inf,41820.000,6338,53,AX,1,100,-0.010
inf,41833.000,6338,53,AX,1,100,-0.002
inf,41846.000,6338,53,AX,1,100,0.004
inf,41859.000,6338,53,AX,1,100,-0.008
inf,41872.000,6338,53,AX,1,100,-0.011
inf,41885.000,6338,53,AX,1,100,-0.010
inf,41898.000,6338,53,AX,1,100,-0.015
inf,41911.000,6338,53,AX,1,100,-0.033
inf,41924.000,6338,53,AX,1,100,-0.012
inf,41937.000,6338,53,AX,1,100,-0.015
inf,41950.000,6338,53,AX,1,100,-0.021
inf,41963.000,6338,53,AX,1,100,-0.037
inf,41976.000,6338,53,AX,1,100,-0.032
inf,41989.000,6338,53,AX,1,100,-0.003
inf,42002.000,6338,53,AX,1,100,-0.017
inf,42015.000,6338,53,AX,1,100,-0.006
inf,42028.000,6338,53,AX,1,100,-0.027
inf,42041.000,6338,53,AX,1,100,-0.036
inf,42054.000,6338,53,AX,1,100,-0.024
inf,42067.000,6338,53,AX,1,100,-0.008
inf,42080.000,6338,53,AX,1,100,-0.002
inf,42093.016,6357,64,AX,1,100,-0.011
inf,42106.031,6357,64,AX,1,100,-0.027
inf,42119.047,6357,64,AX,1,100,-0.023
inf,42132.063,6357,64,AX,1,100,-0.003
inf,42145.078,6357,64,AX,1,100,-0.004
inf,42158.094,6357,64,AX,1,100,-0.008
inf,42171.109,6357,64,AX,1,100,-0.024
inf,42184.125,6357,64,AX,1,100,-0.018
inf,42197.141,6357,64,AX,1,100,-0.009
inf,42210.156,6357,64,AX,1,100,-0.017
inf,42223.172,6357,64,AX,1,100,-0.003
inf,42236.188,6357,64,AX,1,100,-0.010
inf,42249.203,6357,64,AX,1,100,-0.024
inf,42262.219,6357,64,AX,1,100,-0.029
inf,42275.234,6357,64,AX,1,100,-0.000
inf,42288.250,6357,64,AX,1,100,-0.012
inf,42301.266,6357,64,AX,1,100,-0.010
inf,42314.281,6357,64,AX,1,100,-0.009
inf,42327.297,6357,64,AX,1,100,-0.013
inf,42340.313,6357,64,AX,1,100,-0.015
inf,42353.328,6357,64,AX,1,100,-0.010
inf,42366.344,6357,64,AX,1,100,-0.013
inf,42379.359,6357,64,AX,1,100,-0.011
inf,42392.375,6357,64,AX,1,100,-0.013
inf,42405.391,6357,64,AX,1,100,-0.015
inf,42418.406,6357,64,AX,1,100,0.016
