EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1570475223.849192,206234.000,35825,3,ER,1,100,1.518475
1570475223.849192,206234.000,35825,3,ER,1,100,1.511426
1570475223.849192,206234.000,35825,3,ER,1,100,1.493500
1570475223.915562,206286.000,35843,2,ER,1,100,1.489471
1570475223.981932,206338.000,35843,2,ER,1,100,1.487659
1570475224.049579,206391.000,35860,2,ER,1,100,1.487256
1570475224.117226,206444.000,35860,2,ER,1,100,1.480206
1570475224.183596,206496.000,35878,2,ER,1,100,1.482422
1570475224.249967,206548.000,35878,2,ER,1,100,1.487860
1570475224.317613,206601.000,35896,2,ER,1,100,1.493903
1570475224.385260,206654.000,35896,2,ER,1,100,1.497125
1570475224.452269,206706.500,35914,2,ER,1,100,1.498535
1570475224.519277,206759.000,35914,2,ER,1,100,1.508606
1570475224.585010,206810.500,35933,2,ER,1,100,1.511023
1570475224.650742,206862.000,35933,2,ER,1,100,1.519482
1570475224.717750,206914.500,35951,2,ER,1,100,1.522906
1570475224.784759,206967.000,35951,2,ER,1,100,1.531567
1570475224.851129,207019.000,35969,2,ER,1,100,1.534790
1570475224.917500,207071.000,35969,2,ER,1,100,1.545868
1570475224.984508,207123.500,35985,2,ER,1,100,1.549091
1570475225.051517,207176.000,35985,2,ER,1,100,1.556744
1570475225.118525,207228.500,36003,2,ER,1,100,1.564197
1570475225.185534,207281.000,36003,2,ER,1,100,1.574872
1570475225.253181,207334.000,36021,2,ER,1,100,1.579303
1570475225.320827,207387.000,36021,2,ER,1,100,1.586957
1570475225.387836,207439.500,36039,2,ER,1,100,1.591187
1570475225.454844,207492.000,36039,2,ER,1,100,1.596625
1570475225.522491,207545.000,36057,1,ER,1,100,1.599646
1570475225.587585,207596.000,36076,2,ER,1,100,1.603271
1570475225.652679,207647.000,36076,2,ER,1,100,1.607703
1570475225.719049,207699.000,36094,2,ER,1,100,1.611328
1570475225.785420,207751.000,36094,2,ER,1,100,1.616162
1570475225.851152,207802.500,36112,2,ER,1,100,1.619586
1570475225.916884,207854.000,36112,2,ER,1,100,1.623212
1570475225.982616,207905.500,36130,2,ER,1,100,1.627441
1570475226.048349,207957.000,36130,2,ER,1,100,1.634692
1570475226.114719,208009.000,36148,2,ER,1,100,1.639124
1570475226.181089,208061.000,36148,2,ER,1,100,1.644763
1570475226.248098,208113.500,36166,2,ER,1,100,1.645770
1570475226.315107,208166.000,36166,2,ER,1,100,1.649396
1570475226.381477,208218.000,36184,2,ER,1,100,1.652216
1570475226.447847,208270.000,36184,2,ER,1,100,1.656848
1570475226.514218,208322.000,36202,2,ER,1,100,1.656848
1570475226.580588,208374.000,36202,2,ER,1,100,1.659869
1570475226.647597,208426.500,36221,2,ER,1,100,1.660675
1570475226.714605,208479.000,36221,2,ER,1,100,1.664099
1570475226.780337,208530.500,36239,2,ER,1,100,1.661883
1570475226.846070,208582.000,36239,2,ER,1,100,1.666718
1570475226.912440,208634.000,36257,2,ER,1,100,1.667725
1570475226.978810,208686.000,36257,2,ER,1,100,1.675177
1570475227.045819,208738.500,36275,2,ER,1,100,1.675580
1570475227.112828,208791.000,36275,2,ER,1,100,1.680414
1570475227.179198,208843.000,36293,2,ER,1,100,1.679608
1570475227.245568,208895.000,36293,2,ER,1,100,1.683636
1570475227.313215,208948.000,36311,2,ER,1,100,1.683435
1570475227.380862,209001.000,36311,2,ER,1,100,1.685852
1570475227.448509,209054.000,36329,2,ER,1,100,1.686456
1570475227.516155,209107.000,36329,2,ER,1,100,1.690082
1570475227.582525,209159.000,36347,2,ER,1,100,1.689679
1570475227.648896,209211.000,36347,2,ER,1,100,1.692297
1570475227.716543,209264.000,36366,1,ER,1,100,1.692700
1570475227.782275,209315.500,36384,2,ER,1,100,1.693909
1570475227.848007,209367.000,36384,2,ER,1,100,1.698541
1570475227.915016,209419.500,36401,2,ER,1,100,1.699548
1570475227.982024,209472.000,36401,2,ER,1,100,1.701965
1570475228.048395,209524.000,36419,2,ER,1,100,1.702167
1570475228.114765,209576.000,36419,2,ER,1,100,1.706195
1570475228.181773,209628.500,36437,2,ER,1,100,1.704987
1570475228.248782,209681.000,36437,2,ER,1,100,1.707202
1570475228.315791,209733.500,36455,2,ER,1,100,1.707404
1570475228.382799,209786.000,36455,2,ER,1,100,1.710425
1570475228.450446,209839.000,36473,2,ER,1,100,1.706396
1570475228.518093,209892.000,36473,2,ER,1,100,1.709216
1570475228.585101,209944.500,36491,2,ER,1,100,1.704584
1570475228.652110,209997.000,36491,2,ER,1,100,1.706195
1570475228.718480,210049.000,36510,2,ER,1,100,1.707404
1570475228.784851,210101.000,36510,2,ER,1,100,1.716266
1570475228.851221,210153.000,36526,2,ER,1,100,1.751514
1570475228.917591,210205.000,36526,2,ER,1,100,1.761383
1570475228.983962,210257.000,36544,2,ER,1,100,1.770044
1570475229.050332,210309.000,36544,2,ER,1,100,1.815967
1570475229.116702,210361.000,36562,2,ER,1,100,1.830469
1570475229.183073,210413.000,36562,2,ER,1,100,1.851416
1570475229.250081,210465.500,36580,2,ER,1,100,1.889886
1570475229.317090,210518.000,36580,2,ER,1,100,1.927753
1570475229.383460,210570.000,36598,2,ER,1,100,2.051019
1570475229.449831,210622.000,36598,2,ER,1,100,2.137225
1570475229.516839,210674.500,36617,2,ER,1,100,2.023627
1570475229.583848,210727.000,36617,2,ER,1,100,1.996234
1570475229.650218,210779.000,36635,1,ER,1,100,1.914258
1570475229.716588,210831.000,36654,2,ER,1,100,1.886664
1570475229.782959,210883.000,36654,2,ER,1,100,1.850610
1570475229.849329,210935.000,36673,2,ER,1,100,1.882434
1570475229.915700,210987.000,36673,2,ER,1,100,1.846783
1570475229.980794,211038.000,36691,2,ER,1,100,1.829462
1570475230.045888,211089.000,36691,2,ER,1,100,1.786963
1570475230.112258,211141.000,36709,2,ER,1,100,1.771857
1570475230.178628,211193.000,36709,2,ER,1,100,1.760376
1570475230.245318,211245.250,36730,4,ER,1,100,1.754333
1570475230.312007,211297.500,36730,4,ER,1,100,1.777094
1570475230.378697,211349.750,36730,4,ER,1,100,1.737817
1570475230.445386,211402.000,36730,4,ER,1,100,1.723718
1570475230.514309,211456.000,36750,1,ER,1,100,1.692096
1570475230.580680,211508.000,36767,2,ER,1,100,1.681421
1570475230.647050,211560.000,36767,2,ER,1,100,1.652216
1570475230.714059,211612.500,36786,2,ER,1,100,1.624420
1570475230.781067,211665.000,36786,2,ER,1,100,1.590582
1570475230.847438,211717.000,36804,2,ER,1,100,1.554126
1570475230.913808,211769.000,36804,2,ER,1,100,1.519482
1570475230.979540,211820.500,36822,2,ER,1,100,1.476379
1570475231.045272,211872.000,36822,2,ER,1,100,1.454828
1570475231.112281,211924.500,36840,2,ER,1,100,1.426428
1570475231.179290,211977.000,36840,2,ER,1,100,1.420789
1570475231.245660,212029.000,36858,2,ER,1,100,1.402057
1570475231.312030,212081.000,36858,2,ER,1,100,1.405078
1570475231.379039,212133.500,36876,2,ER,1,100,1.403668
1570475231.446048,212186.000,36876,2,ER,1,100,1.415955
1570475231.513056,212238.500,36894,2,ER,1,100,1.417969
1570475231.580065,212291.000,36894,2,ER,1,100,1.423608
1570475231.647711,212344.000,36910,2,ER,1,100,1.427234
1570475231.715358,212397.000,36910,2,ER,1,100,1.439319
1570475231.781729,212449.000,36929,2,ER,1,100,1.442743
1570475231.848099,212501.000,36929,2,ER,1,100,1.452814
1570475231.914469,212553.000,36947,2,ER,1,100,1.460065
1570475231.980839,212605.000,36947,2,ER,1,100,1.472754
1570475232.047210,212657.000,36965,2,ER,1,100,1.484436
1570475232.113580,212709.000,36965,2,ER,1,100,1.496118
1570475232.179951,212761.000,36983,2,ER,1,100,1.504376
