EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
inf,41352.000,6311,3,EA,1,100,0.606671
inf,41352.000,6311,3,EA,1,100,0.606478
inf,41352.000,6311,3,EA,1,100,0.606381
inf,41404.000,6329,13,EA,1,100,0.606444
inf,41456.000,6329,13,EA,1,100,0.606665
inf,41508.000,6329,13,EA,1,100,0.606385
inf,41560.000,6329,13,EA,1,100,0.606474
inf,41612.000,6329,13,EA,1,100,0.606556
inf,41664.000,6329,13,EA,1,100,0.606325
inf,41716.000,6329,13,EA,1,100,0.606319
inf,41768.000,6329,13,EA,1,100,0.606736
inf,41820.000,6329,13,EA,1,100,0.606657
inf,41872.000,6329,13,EA,1,100,0.606472
inf,41924.000,6329,13,EA,1,100,0.606673
inf,41976.000,6329,13,EA,1,100,0.606570
inf,42028.000,6329,13,EA,1,100,0.606566
inf,42080.217,6348,23,EA,1,100,0.606383
inf,42132.435,6348,23,EA,1,100,0.606534
inf,42184.652,6348,23,EA,1,100,0.606419
inf,42236.870,6348,23,EA,1,100,0.606697
inf,42289.087,6348,23,EA,1,100,0.606480
inf,42341.304,6348,23,EA,1,100,0.606766
inf,42393.522,6348,23,EA,1,100,0.606389
inf,42445.739,6348,23,EA,1,100,0.606357
inf,42497.957,6348,23,EA,1,100,0.606258
inf,42550.174,6348,23,EA,1,100,0.606357
inf,42602.391,6348,23,EA,1,100,0.606355
inf,42654.609,6348,23,EA,1,100,0.606282
inf,42706.826,6348,23,EA,1,100,0.606258
inf,42759.043,6348,23,EA,1,100,0.606137
inf,42811.261,6348,23,EA,1,100,0.606222
inf,42863.478,6348,23,EA,1,100,0.605912
inf,42915.696,6348,23,EA,1,100,0.605936
inf,42967.913,6348,23,EA,1,100,0.605600
inf,43020.130,6348,23,EA,1,100,0.604935
inf,43072.348,6348,23,EA,1,100,0.604371
inf,43124.565,6348,23,EA,1,100,0.604188
inf,43176.783,6348,23,EA,1,100,0.604000
inf,43229.000,6348,23,EA,1,100,0.604202
inf,43281.172,6368,29,EA,1,100,0.604169
inf,43333.345,6368,29,EA,1,100,0.604188
inf,43385.517,6368,29,EA,1,100,0.603831
inf,43437.690,6368,29,EA,1,100,0.603787
inf,43489.862,6368,29,EA,1,100,0.603902
inf,43542.034,6368,29,EA,1,100,0.603871
inf,43594.207,6368,29,EA,1,100,0.603978
inf,43646.379,6368,29,EA,1,100,0.603684
inf,43698.552,6368,29,EA,1,100,0.604006
inf,43750.724,6368,29,EA,1,100,0.603875
inf,43802.897,6368,29,EA,1,100,0.603984
inf,43855.069,6368,29,EA,1,100,0.604000
inf,43907.241,6368,29,EA,1,100,0.603942
inf,43959.414,6368,29,EA,1,100,0.604278
inf,44011.586,6368,29,EA,1,100,0.603908
inf,44063.759,6368,29,EA,1,100,0.604083
inf,44115.931,6368,29,EA,1,100,0.604049
inf,44168.103,6368,29,EA,1,100,0.604049
inf,44220.276,6368,29,EA,1,100,0.604254
inf,44272.448,6368,29,EA,1,100,0.604087
inf,44324.621,6368,29,EA,1,100,0.604059
inf,44376.793,6368,29,EA,1,100,0.604319
inf,44428.966,6368,29,EA,1,100,0.604385
inf,44481.138,6368,29,EA,1,100,0.604443
inf,44533.310,6368,29,EA,1,100,0.604379
inf,44585.483,6368,29,EA,1,100,0.604514
inf,44637.655,6368,29,EA,1,100,0.604486
inf,44689.828,6368,29,EA,1,100,0.604681
inf,44742.000,6368,29,EA,1,100,0.604677
