603502,43161,4,ER,1,100,1.613947
603502,43161,4,ER,1,100,1.622003
603502,43161,4,ER,1,100,1.622406
603502,43161,4,ER,1,100,1.633282
603551,43180,2,ER,1,100,1.637311
603601,43180,2,ER,1,100,1.639526
603651,43198,2,ER,1,100,1.636505
603702,43198,2,ER,1,100,1.642749
603752,43216,2,ER,1,100,1.635901
603803,43216,2,ER,1,100,1.644965
603853,43234,2,ER,1,100,1.640131
603904,43234,2,ER,1,100,1.643555
603955,43252,2,ER,1,100,1.646576
604006,43252,2,ER,1,100,1.654028
604056,43271,2,ER,1,100,1.646576
604106,43271,2,ER,1,100,1.650604
604156,43289,2,ER,1,100,1.647180
604207,43289,2,ER,1,100,1.655640
604257,43307,2,ER,1,100,1.651007
604308,43307,2,ER,1,100,1.653625
604358,43325,2,ER,1,100,1.653827
604409,43325,2,ER,1,100,1.657855
604459,43343,2,ER,1,100,1.656647
604510,43343,2,ER,1,100,1.658459
604560,43361,2,ER,1,100,1.656445
604611,43361,2,ER,1,100,1.656042
604661,43379,2,ER,1,100,1.656445
604712,43379,2,ER,1,100,1.660474
604746,43397,3,ER,1,100,1.659668
604780,43397,3,ER,1,100,1.662286
604815,43397,3,ER,1,100,1.662286
604865,43416,2,ER,1,100,1.663293
604915,43416,2,ER,1,100,1.665308
604965,43434,2,ER,1,100,1.663092
605015,43434,2,ER,1,100,1.665106
605066,43452,2,ER,1,100,1.663898
605117,43452,2,ER,1,100,1.666919
605167,43470,2,ER,1,100,1.667120
605217,43470,2,ER,1,100,1.672357
605267,43488,2,ER,1,100,1.665912
605318,43488,2,ER,1,100,1.669739
605368,43506,2,ER,1,100,1.669336
605419,43506,2,ER,1,100,1.669336
605469,43524,2,ER,1,100,1.670947
605520,43524,2,ER,1,100,1.671954
605570,43543,2,ER,1,100,1.672357
605621,43543,2,ER,1,100,1.676386
605671,43561,2,ER,1,100,1.668933
605722,43561,2,ER,1,100,1.674573
605772,43579,2,ER,1,100,1.670142
605823,43579,2,ER,1,100,1.674573
605873,43597,2,ER,1,100,1.671350
605924,43597,2,ER,1,100,1.674774
605974,43615,2,ER,1,100,1.672357
606025,43615,2,ER,1,100,1.676788
606075,43633,2,ER,1,100,1.672760
606126,43633,2,ER,1,100,1.675983
606176,43651,2,ER,1,100,1.672961
606227,43651,2,ER,1,100,1.675781
606277,43669,2,ER,1,100,1.673767
606328,43669,2,ER,1,100,1.676788
606362,43688,3,ER,1,100,1.680414
606396,43688,3,ER,1,100,1.676990
606430,43688,3,ER,1,100,1.675781
606480,43706,2,ER,1,100,1.673163
606530,43706,2,ER,1,100,1.675781
606581,43724,2,ER,1,100,1.677594
606633,43724,2,ER,1,100,1.679407
606682,43742,2,ER,1,100,1.675983
606732,43742,2,ER,1,100,1.679205
606782,43760,2,ER,1,100,1.675983
606833,43760,2,ER,1,100,1.677997
606883,43778,2,ER,1,100,1.675580
606934,43778,2,ER,1,100,1.678802
606984,43796,2,ER,1,100,1.675983
607035,43796,2,ER,1,100,1.681018
607086,43815,2,ER,1,100,1.676386
607137,43815,2,ER,1,100,1.681219
607187,43833,2,ER,1,100,1.676587
607237,43833,2,ER,1,100,1.679810
607287,43851,2,ER,1,100,1.677393
607338,43851,2,ER,1,100,1.679810
607389,43869,2,ER,1,100,1.676587
607440,43869,2,ER,1,100,1.682428
607490,43887,2,ER,1,100,1.679407
607540,43887,2,ER,1,100,1.682428
607590,43905,2,ER,1,100,1.678601
607641,43905,2,ER,1,100,1.679810
607691,43923,2,ER,1,100,1.678601
607742,43923,2,ER,1,100,1.678198
607781,43942,4,ER,1,100,1.678802
607821,43942,4,ER,1,100,1.680817
607861,43942,4,ER,1,100,1.683636
607901,43942,4,ER,1,100,1.683636
607948,43960,3,ER,1,100,1.679407
607995,43960,3,ER,1,100,1.684039
608043,43960,3,ER,1,100,1.687060
608093,43978,2,ER,1,100,1.677191
608143,43978,2,ER,1,100,1.681219
608193,43996,2,ER,1,100,1.679004
608244,43996,2,ER,1,100,1.680011
608295,44014,2,ER,1,100,1.677997
608346,44014,2,ER,1,100,1.679407
608396,44032,2,ER,1,100,1.677795
608446,44032,2,ER,1,100,1.680414
608496,44050,2,ER,1,100,1.676587
608547,44050,2,ER,1,100,1.680212
608597,44069,2,ER,1,100,1.677594
608648,44069,2,ER,1,100,1.681018
608698,44087,2,ER,1,100,1.678802
608749,44087,2,ER,1,100,1.680615
608799,44105,2,ER,1,100,1.678198
608850,44105,2,ER,1,100,1.681219
608900,44123,2,ER,1,100,1.679004
608951,44123,2,ER,1,100,1.683636
609001,44141,2,ER,1,100,1.678601
609052,44141,2,ER,1,100,1.684442
609102,44159,2,ER,1,100,1.677594
609153,44159,2,ER,1,100,1.681018
609203,44177,2,ER,1,100,1.678802
609254,44177,2,ER,1,100,1.679205
609304,44196,2,ER,1,100,1.677393
609355,44196,2,ER,1,100,1.680414
609405,44214,2,ER,1,100,1.679407
609456,44214,2,ER,1,100,1.682831
609490,44232,3,ER,1,100,1.678802
609524,44232,3,ER,1,100,1.680817
609558,44232,3,ER,1,100,1.678601
609608,44250,2,ER,1,100,1.678601
609658,44250,2,ER,1,100,1.678198
609708,44268,2,ER,1,100,1.676990
609759,44268,2,ER,1,100,1.680011
609810,44286,2,ER,1,100,1.676184
609862,44286,2,ER,1,100,1.679810
609911,44304,2,ER,1,100,1.674573
609961,44304,2,ER,1,100,1.679810
610011,44322,2,ER,1,100,1.673163
610062,44322,2,ER,1,100,1.673566
610112,44341,2,ER,1,100,1.672760
610163,44341,2,ER,1,100,1.674976
610213,44359,2,ER,1,100,1.672760
610264,44359,2,ER,1,100,1.678802
610315,44377,2,ER,1,100,1.673163
610366,44377,2,ER,1,100,1.675983
610416,44395,2,ER,1,100,1.675378
610466,44395,2,ER,1,100,1.675781
610516,44413,2,ER,1,100,1.675177
610567,44413,2,ER,1,100,1.677393
610618,44431,2,ER,1,100,1.678198
610669,44431,2,ER,1,100,1.678601
610719,44449,2,ER,1,100,1.676184
610769,44449,2,ER,1,100,1.680212
610819,44468,2,ER,1,100,1.676990
610870,44468,2,ER,1,100,1.679205
610920,44486,2,ER,1,100,1.676990
610971,44486,2,ER,1,100,1.679004
611005,44504,3,ER,1,100,1.677393
611039,44504,3,ER,1,100,1.678198
611073,44504,3,ER,1,100,1.675983
611123,44522,2,ER,1,100,1.676587
611174,44522,2,ER,1,100,1.676587
611224,44540,2,ER,1,100,1.676587
611274,44540,2,ER,1,100,1.678198
611325,44558,2,ER,1,100,1.676184
611376,44558,2,ER,1,100,1.680615
611426,44576,2,ER,1,100,1.677997
611476,44576,2,ER,1,100,1.680414
611526,44595,2,ER,1,100,1.676990
611577,44595,2,ER,1,100,1.678601
611627,44613,2,ER,1,100,1.675580
611678,44613,2,ER,1,100,1.677594
611728,44631,2,ER,1,100,1.677594
611779,44631,2,ER,1,100,1.679407
611830,44649,2,ER,1,100,1.677594
611881,44649,2,ER,1,100,1.681421
611931,44667,2,ER,1,100,1.678400
611981,44667,2,ER,1,100,1.682025
612031,44685,2,ER,1,100,1.678400
612082,44685,2,ER,1,100,1.681622
612133,44703,2,ER,1,100,1.680011
612184,44703,2,ER,1,100,1.682025
612234,44721,2,ER,1,100,1.679407
612284,44721,2,ER,1,100,1.681824
612334,44740,2,ER,1,100,1.679608
612385,44740,2,ER,1,100,1.682629
612435,44758,2,ER,1,100,1.680011
612486,44758,2,ER,1,100,1.683636
612536,44776,2,ER,1,100,1.681824
612587,44776,2,ER,1,100,1.682831
612621,44794,3,ER,1,100,1.682025
612655,44794,3,ER,1,100,1.684845
612690,44794,3,ER,1,100,1.683435
612739,44812,2,ER,1,100,1.684241
612789,44812,2,ER,1,100,1.682428
612839,44830,2,ER,1,100,1.683435
612890,44830,2,ER,1,100,1.682831
612941,44848,2,ER,1,100,1.683032
612992,44848,2,ER,1,100,1.686053
613042,44867,2,ER,1,100,1.681824
613092,44867,2,ER,1,100,1.684845
613142,44885,2,ER,1,100,1.680414
613193,44885,2,ER,1,100,1.684442
613243,44903,2,ER,1,100,1.680414
613294,44903,2,ER,1,100,1.684241
613345,44921,2,ER,1,100,1.683032
613396,44921,2,ER,1,100,1.682428
613446,44939,2,ER,1,100,1.681421
613496,44939,2,ER,1,100,1.684241
613546,44957,2,ER,1,100,1.679407
613597,44957,2,ER,1,100,1.682025
613648,44975,2,ER,1,100,1.680212
613699,44975,2,ER,1,100,1.684241
613749,44994,2,ER,1,100,1.681219
613800,44994,2,ER,1,100,1.683032
613850,45012,2,ER,1,100,1.681824
613900,45012,2,ER,1,100,1.684039
613950,45030,2,ER,1,100,1.681219
614001,45030,2,ER,1,100,1.683032
614051,45048,2,ER,1,100,1.680212
614102,45048,2,ER,1,100,1.682025
614142,45069,4,ER,1,100,1.680817
614182,45069,4,ER,1,100,1.681824
614222,45069,4,ER,1,100,1.680817
614263,45069,4,ER,1,100,1.679608
614313,45089,2,ER,1,100,1.681018
614364,45089,2,ER,1,100,1.682428
614413,45107,2,ER,1,100,1.680414
614463,45107,2,ER,1,100,1.681622
614513,45126,2,ER,1,100,1.680212
