37027,5782,2,AK,1,100,5780
37027,5782,2,AK,1,100,RD
37118,5803,2,AK,1,100,5780
37210,5803,2,AK,1,100,RD
42577,7728,2,AK,1,100,7726
47944,7728,2,AK,1,100,RD
48032,7748,2,AK,1,100,7726
48120,7748,2,AK,1,100,RD
53473,9673,2,AK,1,100,9671
58826,9673,2,AK,1,100,RD
58923,9694,2,AK,1,100,9671
59021,9694,2,AK,1,100,RD
64383,11619,2,AK,1,100,11617
69745,11619,2,AK,1,100,RD
69834,11639,2,AK,1,100,11617
69924,11639,2,AK,1,100,RD
75277,13574,2,AK,1,100,13572
80631,13574,2,AK,1,100,RD
80724,13594,2,AK,1,100,13572
80818,13594,2,AK,1,100,RD
86168,15522,2,AK,1,100,15520
91519,15522,2,AK,1,100,RD
91616,15543,2,AK,1,100,15520
91713,15543,2,AK,1,100,RD
97073,17476,2,AK,1,100,17474
102433,17476,2,AK,1,100,RD
102523,17496,2,AK,1,100,17474
102613,17496,2,AK,1,100,RD
107966,19434,2,AK,1,100,19432
113319,19434,2,AK,1,100,RD
113415,19454,2,AK,1,100,19432
113511,19454,2,AK,1,100,RD
118881,21380,2,AK,1,100,21378
124252,21380,2,AK,1,100,RD
124342,21400,2,AK,1,100,21378
124433,21400,2,AK,1,100,RD
129786,23326,2,AK,1,100,23324
135140,23326,2,AK,1,100,RD
135237,23346,2,AK,1,100,23324
135334,23346,2,AK,1,100,RD
140706,25271,2,AK,1,100,25269
146079,25271,2,AK,1,100,RD
146172,25292,2,AK,1,100,25269
146265,25292,2,AK,1,100,RD
151616,27217,2,AK,1,100,27215
156967,27217,2,AK,1,100,RD
157062,27237,2,AK,1,100,27215
157157,27237,2,AK,1,100,RD
162504,29163,2,AK,1,100,29161
167852,29163,2,AK,1,100,RD
167950,29183,2,AK,1,100,29161
168049,29183,2,AK,1,100,RD
173423,31108,2,AK,1,100,31106
178797,31108,2,AK,1,100,RD
178888,31129,2,AK,1,100,31106
178980,31129,2,AK,1,100,RD
184331,33054,2,AK,1,100,33052
189683,33054,2,AK,1,100,RD
189778,33074,2,AK,1,100,33052
189874,33074,2,AK,1,100,RD
195237,35000,2,AK,1,100,34998
200601,35000,2,AK,1,100,RD
200691,35020,2,AK,1,100,34998
200782,35020,2,AK,1,100,RD
206135,36945,2,AK,1,100,36943
211488,36945,2,AK,1,100,RD
211585,36965,2,AK,1,100,36943
211682,36965,2,AK,1,100,RD
217041,38889,2,AK,1,100,38887
222401,38889,2,AK,1,100,RD
222493,38909,2,AK,1,100,38887
222586,38909,2,AK,1,100,RD
227938,40834,2,AK,1,100,40832
233290,40834,2,AK,1,100,RD
233384,40855,2,AK,1,100,40832
233479,40855,2,AK,1,100,RD
238828,42780,2,AK,1,100,42778
244177,42780,2,AK,1,100,RD
244274,42800,2,AK,1,100,42778
244371,42800,2,AK,1,100,RD
249718,44708,2,AK,1,100,44706
255065,44708,2,AK,1,100,RD
255271,44746,2,AK,1,100,44706
255477,44746,2,AK,1,100,RD
260715,46635,2,AK,1,100,46633
265954,46635,2,AK,1,100,RD
266048,46655,2,AK,1,100,46633
