EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1575307440.529704,176459.000,30237,8,AX,1,100,-0.529
1575307440.529704,176459.000,30237,8,AX,1,100,-0.556
1575307440.529704,176459.000,30237,8,AX,1,100,-0.555
1575307440.529704,176459.000,30237,8,AX,1,100,-0.520
1575307440.529704,176459.000,30237,8,AX,1,100,-0.532
1575307440.529704,176459.000,30237,8,AX,1,100,-0.584
1575307440.529704,176459.000,30237,8,AX,1,100,-0.531
1575307440.529704,176459.000,30237,8,AX,1,100,-0.560
1575307440.570327,176493.250,30255,4,AX,1,100,-0.553
1575307440.610949,176527.500,30255,4,AX,1,100,-0.564
1575307440.651572,176561.750,30255,4,AX,1,100,-0.592
1575307440.692195,176596.000,30255,4,AX,1,100,-0.594
1575307440.732521,176630.000,30273,3,AX,1,100,-0.596
1575307440.772847,176664.000,30273,3,AX,1,100,-0.573
1575307440.813173,176698.000,30273,3,AX,1,100,-0.585
1575307440.854092,176732.500,30291,2,AX,1,100,-0.612
1575307440.895012,176767.000,30291,2,AX,1,100,-0.579
1575307440.936129,176801.667,30309,3,AX,1,100,-0.592
1575307440.977245,176836.333,30309,3,AX,1,100,-0.602
1575307441.018362,176871.000,30309,3,AX,1,100,-0.589
1575307441.059084,176905.333,30326,3,AX,1,100,-0.588
1575307441.099805,176939.667,30326,3,AX,1,100,-0.580
1575307441.140527,176974.000,30326,3,AX,1,100,-0.580
1575307441.178086,177005.667,30344,3,AX,1,100,-0.588
1575307441.215644,177037.333,30344,3,AX,1,100,-0.587
1575307441.253203,177069.000,30344,3,AX,1,100,-0.608
1575307441.295110,177104.333,30362,3,AX,1,100,-0.584
1575307441.337018,177139.667,30362,3,AX,1,100,-0.592
1575307441.378926,177175.000,30362,3,AX,1,100,-0.596
1575307441.419252,177209.000,30379,3,AX,1,100,-0.589
1575307441.459578,177243.000,30379,3,AX,1,100,-0.580
1575307441.499904,177277.000,30379,3,AX,1,100,-0.588
1575307441.539835,177310.667,30397,3,AX,1,100,-0.588
1575307441.579766,177344.333,30397,3,AX,1,100,-0.595
1575307441.619697,177378.000,30397,3,AX,1,100,-0.580
1575307441.661604,177413.333,30415,3,AX,1,100,-0.579
1575307441.703512,177448.667,30415,3,AX,1,100,-0.588
1575307441.745420,177484.000,30415,3,AX,1,100,-0.604
1575307441.782583,177515.333,30433,3,AX,1,100,-0.582
1575307441.819746,177546.667,30433,3,AX,1,100,-0.583
