EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1575307440.578333,176500.000,30245,9,MZ,1,100,-2
1575307440.578333,176500.000,30245,9,MZ,1,100,-3
1575307440.578333,176500.000,30245,9,MZ,1,100,-2
1575307440.578333,176500.000,30245,9,MZ,1,100,-2
1575307440.578333,176500.000,30245,9,MZ,1,100,-2
1575307440.578333,176500.000,30245,9,MZ,1,100,-1
1575307440.578333,176500.000,30245,9,MZ,1,100,-1
1575307440.578333,176500.000,30245,9,MZ,1,100,-1
1575307440.578333,176500.000,30245,9,MZ,1,100, 0
1575307440.616287,176532.000,30263,3,MZ,1,100, 0
1575307440.654241,176564.000,30263,3,MZ,1,100, 0
1575307440.692195,176596.000,30263,3,MZ,1,100, 2
1575307440.732521,176630.000,30281,3,MZ,1,100, 1
1575307440.772847,176664.000,30281,3,MZ,1,100, 2
1575307440.813173,176698.000,30281,3,MZ,1,100, 2
1575307440.853895,176732.333,30299,3,MZ,1,100, 0
1575307440.894616,176766.667,30299,3,MZ,1,100, 0
1575307440.935338,176801.000,30299,3,MZ,1,100, 0
1575307440.976850,176836.000,30317,3,MZ,1,100, 1
1575307441.018362,176871.000,30317,3,MZ,1,100,-1
1575307441.059875,176906.000,30317,3,MZ,1,100,-0
1575307441.099410,176939.333,30334,3,MZ,1,100,-1
1575307441.138946,176972.667,30334,3,MZ,1,100,-1
1575307441.178481,177006.000,30334,3,MZ,1,100, 0
1575307441.219598,177040.667,30352,3,MZ,1,100, 0
1575307441.260715,177075.333,30352,3,MZ,1,100,-1
1575307441.301831,177110.000,30352,3,MZ,1,100, 0
1575307441.340576,177142.667,30370,3,MZ,1,100,-1
1575307441.379321,177175.333,30370,3,MZ,1,100,-1
1575307441.418066,177208.000,30370,3,MZ,1,100,-2
1575307441.458787,177242.333,30387,3,MZ,1,100,-1
1575307441.499509,177276.667,30387,3,MZ,1,100,-0
1575307441.540231,177311.000,30387,3,MZ,1,100,-1
1575307441.580557,177345.000,30405,3,MZ,1,100,-1
1575307441.620883,177379.000,30405,3,MZ,1,100,-1
1575307441.661209,177413.000,30405,3,MZ,1,100,-2
1575307441.701140,177446.667,30423,3,MZ,1,100,-2
1575307441.741071,177480.333,30423,3,MZ,1,100,-2
1575307441.781001,177514.000,30423,3,MZ,1,100,-2
1575307441.818955,177546.000,30441,3,MZ,1,100,-1
1575307441.856910,177578.000,30441,3,MZ,1,100,-1
1575307441.894863,177610.000,30441,3,MZ,1,100,-3
1575307441.937166,177645.667,30459,3,MZ,1,100,-3
1575307441.979469,177681.333,30459,3,MZ,1,100,-2
1575307442.021772,177717.000,30459,3,MZ,1,100,-4
1575307442.062494,177751.333,30477,3,MZ,1,100,-3
1575307442.103215,177785.667,30477,3,MZ,1,100,-4
1575307442.143937,177820.000,30477,3,MZ,1,100,-3
1575307442.184856,177854.500,30495,2,MZ,1,100,-2
1575307442.225775,177889.000,30495,2,MZ,1,100,-3
1575307442.266892,177923.667,30512,3,MZ,1,100,-3
1575307442.308009,177958.333,30512,3,MZ,1,100,-2
1575307442.349126,177993.000,30512,3,MZ,1,100,-3
1575307442.387475,178025.333,30531,3,MZ,1,100,-2
1575307442.425825,178057.667,30531,3,MZ,1,100,-2
1575307442.464174,178090.000,30531,3,MZ,1,100,-4
1575307442.502425,178122.250,30549,4,MZ,1,100,-3
1575307442.540675,178154.500,30549,4,MZ,1,100,-2
1575307442.578926,178186.750,30549,4,MZ,1,100,-4
1575307442.617176,178219.000,30549,4,MZ,1,100,-4
1575307442.657502,178253.000,30567,3,MZ,1,100,-3
1575307442.697829,178287.000,30567,3,MZ,1,100,-4
1575307442.738155,178321.000,30567,3,MZ,1,100,-3
1575307442.785597,178361.000,30583,2,MZ,1,100,-3
1575307442.833040,178401.000,30583,2,MZ,1,100,-3
1575307442.874157,178435.667,30601,3,MZ,1,100,-2
1575307442.915274,178470.333,30601,3,MZ,1,100,-3
1575307442.956391,178505.000,30601,3,MZ,1,100,-4
1575307442.993554,178536.333,30619,3,MZ,1,100,-4
1575307443.030717,178567.667,30619,3,MZ,1,100,-4
1575307443.067881,178599.000,30619,3,MZ,1,100,-4
1575307443.106230,178631.333,30637,3,MZ,1,100,-4
1575307443.144579,178663.667,30637,3,MZ,1,100,-3
1575307443.182929,178696.000,30637,3,MZ,1,100,-3
1575307443.223255,178730.000,30655,4,MZ,1,100,-2
1575307443.263581,178764.000,30655,4,MZ,1,100,-3
1575307443.303907,178798.000,30655,4,MZ,1,100,-3
1575307443.344234,178832.000,30655,4,MZ,1,100,-3
1575307443.385746,178867.000,30674,2,MZ,1,100,-3
1575307443.427258,178902.000,30674,2,MZ,1,100,-4
1575307443.471933,178939.667,30692,3,MZ,1,100,-2
1575307443.516608,178977.333,30692,3,MZ,1,100,-4
1575307443.561283,179015.000,30692,3,MZ,1,100,-4
1575307443.600423,179048.000,30709,3,MZ,1,100,-4
1575307443.639563,179081.000,30709,3,MZ,1,100,-3
1575307443.678704,179114.000,30709,3,MZ,1,100,-4
1575307443.717448,179146.667,30727,3,MZ,1,100,-3
1575307443.756193,179179.333,30727,3,MZ,1,100,-4
1575307443.794938,179212.000,30727,3,MZ,1,100,-3
1575307443.834868,179245.667,30745,3,MZ,1,100,-3
1575307443.874799,179279.333,30745,3,MZ,1,100,-3
1575307443.914730,179313.000,30745,3,MZ,1,100,-3
1575307443.955452,179347.333,30761,3,MZ,1,100,-4
1575307443.996173,179381.667,30761,3,MZ,1,100,-3
1575307444.036895,179416.000,30761,3,MZ,1,100,-3
1575307444.077221,179450.000,30779,3,MZ,1,100,-4
1575307444.117547,179484.000,30779,3,MZ,1,100,-4
1575307444.157873,179518.000,30779,3,MZ,1,100,-2
1575307444.198990,179552.667,30797,3,MZ,1,100,-3
1575307444.240107,179587.333,30797,3,MZ,1,100,-3
1575307444.281224,179622.000,30797,3,MZ,1,100,-4
1575307444.322341,179656.667,30815,3,MZ,1,100,-4
1575307444.363458,179691.333,30815,3,MZ,1,100,-4
1575307444.404575,179726.000,30815,3,MZ,1,100,-4
1575307444.446877,179761.667,30834,3,MZ,1,100,-4
1575307444.489180,179797.333,30834,3,MZ,1,100,-5
1575307444.531483,179833.000,30834,3,MZ,1,100,-4
1575307444.569042,179864.667,30852,3,MZ,1,100,-4
1575307444.606601,179896.333,30852,3,MZ,1,100,-5
1575307444.644159,179928.000,30852,3,MZ,1,100,-4
1575307444.683695,179961.333,30870,3,MZ,1,100,-4
1575307444.723230,179994.667,30870,3,MZ,1,100,-4
1575307444.762766,180028.000,30870,3,MZ,1,100,-4
1575307444.803883,180062.667,30887,3,MZ,1,100,-4
1575307444.845000,180097.333,30887,3,MZ,1,100,-4
1575307444.886117,180132.000,30887,3,MZ,1,100,-4
1575307444.926443,180166.000,30905,3,MZ,1,100,-4
1575307444.966769,180200.000,30905,3,MZ,1,100,-4
1575307445.007095,180234.000,30905,3,MZ,1,100,-4
1575307445.047421,180268.000,30921,3,MZ,1,100,-3
1575307445.087747,180302.000,30921,3,MZ,1,100,-5
1575307445.128073,180336.000,30921,3,MZ,1,100,-4
1575307445.169190,180370.667,30939,3,MZ,1,100,-3
1575307445.210307,180405.333,30939,3,MZ,1,100,-4
1575307445.251424,180440.000,30939,3,MZ,1,100,-3
1575307445.290960,180473.333,30957,3,MZ,1,100,-4
1575307445.330495,180506.667,30957,3,MZ,1,100,-4
1575307445.370030,180540.000,30957,3,MZ,1,100,-3
1575307445.411543,180575.000,30976,3,MZ,1,100,-4
1575307445.453055,180610.000,30976,3,MZ,1,100,-2
1575307445.494567,180645.000,30976,3,MZ,1,100,-3
1575307445.535289,180679.333,30994,3,MZ,1,100,-3
1575307445.576010,180713.667,30994,3,MZ,1,100,-3
1575307445.616732,180748.000,30994,3,MZ,1,100,-2
1575307445.656267,180781.333,31012,3,MZ,1,100,-1
1575307445.695803,180814.667,31012,3,MZ,1,100,-1
1575307445.735338,180848.000,31012,3,MZ,1,100,-2
1575307445.773292,180880.000,31030,3,MZ,1,100,-3
1575307445.811246,180912.000,31030,3,MZ,1,100,-4
1575307445.849200,180944.000,31030,3,MZ,1,100,-6
1575307445.888736,180977.333,31048,3,MZ,1,100,-6
1575307445.928271,181010.667,31048,3,MZ,1,100,-8
1575307445.967807,181044.000,31048,3,MZ,1,100,-8
1575307446.014656,181083.500,31065,2,MZ,1,100,-10
1575307446.061506,181123.000,31065,2,MZ,1,100,-9
1575307446.102623,181157.667,31083,3,MZ,1,100,-11
1575307446.143739,181192.333,31083,3,MZ,1,100,-11
1575307446.184856,181227.000,31083,3,MZ,1,100,-12
1575307446.225973,181261.667,31099,3,MZ,1,100,-13
1575307446.267090,181296.333,31099,3,MZ,1,100,-13
1575307446.308207,181331.000,31099,3,MZ,1,100,-13
1575307446.345271,181362.250,31118,4,MZ,1,100,-15
1575307446.382336,181393.500,31118,4,MZ,1,100,-15
1575307446.419400,181424.750,31118,4,MZ,1,100,-15
1575307446.456465,181456.000,31118,4,MZ,1,100,-13
1575307446.496554,181489.800,31139,5,MZ,1,100,-14
1575307446.536643,181523.600,31139,5,MZ,1,100,-14
1575307446.576732,181557.400,31139,5,MZ,1,100,-14
1575307446.616821,181591.200,31139,5,MZ,1,100,-14
1575307446.656910,181625.000,31139,5,MZ,1,100,-12
1575307446.703759,181664.500,31158,2,MZ,1,100,-12
