EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1575308094.201509,14027.000,1923,5,PG,1,100,16953
1575308094.201509,14027.000,1923,5,PG,1,100,16963
1575308094.201509,14027.000,1923,5,PG,1,100,17006
1575308094.201509,14027.000,1923,5,PG,1,100,17022
1575308094.201509,14027.000,1923,5,PG,1,100,17018
1575308094.242724,14061.667,1941,3,PG,1,100,16942
1575308094.283938,14096.333,1941,3,PG,1,100,16877
1575308094.325153,14131.000,1941,3,PG,1,100,16914
1575308094.365575,14165.000,1959,2,PG,1,100,16956
1575308094.405996,14199.000,1959,2,PG,1,100,16972
1575308094.445526,14232.250,1975,4,PG,1,100,16947
1575308094.485057,14265.500,1975,4,PG,1,100,16945
1575308094.524587,14298.750,1975,4,PG,1,100,16951
1575308094.564117,14332.000,1975,4,PG,1,100,16957
1575308094.602557,14364.333,1993,3,PG,1,100,16980
1575308094.640997,14396.667,1993,3,PG,1,100,16964
1575308094.679438,14429.000,1993,3,PG,1,100,16975
1575308094.718671,14462.000,2011,3,PG,1,100,16995
1575308094.757904,14495.000,2011,3,PG,1,100,16991
1575308094.797137,14528.000,2011,3,PG,1,100,17008
1575308094.839540,14563.667,2029,3,PG,1,100,17009
1575308094.881943,14599.333,2029,3,PG,1,100,17031
1575308094.924346,14635.000,2029,3,PG,1,100,16983
1575308094.963975,14668.333,2047,3,PG,1,100,16920
1575308095.003605,14701.667,2047,3,PG,1,100,16920
1575308095.043234,14735.000,2047,3,PG,1,100,16923
1575308095.083259,14768.667,2066,3,PG,1,100,16938
1575308095.123285,14802.333,2066,3,PG,1,100,16949
1575308095.163311,14836.000,2066,3,PG,1,100,16953
1575308095.203732,14870.000,2084,3,PG,1,100,17007
1575308095.244154,14904.000,2084,3,PG,1,100,16977
1575308095.284576,14938.000,2084,3,PG,1,100,16969
1575308095.331536,14977.500,2101,2,PG,1,100,16982
1575308095.378497,15017.000,2101,2,PG,1,100,16980
1575308095.420108,15052.000,2119,3,PG,1,100,17015
1575308095.461718,15087.000,2119,3,PG,1,100,17019
1575308095.503329,15122.000,2119,3,PG,1,100,17008
1575308095.541769,15154.333,2135,3,PG,1,100,17016
1575308095.580210,15186.667,2135,3,PG,1,100,17014
1575308095.618650,15219.000,2135,3,PG,1,100,17021
1575308095.660657,15254.333,2153,3,PG,1,100,16962
1575308095.702664,15289.667,2153,3,PG,1,100,16924
1575308095.744671,15325.000,2153,3,PG,1,100,16934
1575308095.782715,15357.000,2171,3,PG,1,100,16955
1575308095.820759,15389.000,2171,3,PG,1,100,16965
1575308095.858803,15421.000,2171,3,PG,1,100,16978
1575308095.896847,15453.000,2189,3,PG,1,100,16984
1575308095.934891,15485.000,2189,3,PG,1,100,17001
1575308095.972935,15517.000,2189,3,PG,1,100,16982
1575308096.012564,15550.333,2207,3,PG,1,100,16996
1575308096.052193,15583.667,2207,3,PG,1,100,17022
1575308096.091823,15617.000,2207,3,PG,1,100,17050
1575308096.133037,15651.667,2226,3,PG,1,100,17048
1575308096.174252,15686.333,2226,3,PG,1,100,17052
1575308096.215466,15721.000,2226,3,PG,1,100,17051
1575308096.257077,15756.000,2244,3,PG,1,100,17050
1575308096.298687,15791.000,2244,3,PG,1,100,17044
1575308096.340298,15826.000,2244,3,PG,1,100,16969
1575308096.379531,15859.000,2261,3,PG,1,100,16948
1575308096.418764,15892.000,2261,3,PG,1,100,16954
1575308096.457997,15925.000,2261,3,PG,1,100,16945
1575308096.499607,15960.000,2279,3,PG,1,100,16958
1575308096.541218,15995.000,2279,3,PG,1,100,17008
1575308096.582829,16030.000,2279,3,PG,1,100,17043
1575308096.622458,16063.333,2297,3,PG,1,100,17055
1575308096.662087,16096.667,2297,3,PG,1,100,16988
1575308096.701716,16130.000,2297,3,PG,1,100,16994
1575308096.742931,16164.667,2313,3,PG,1,100,17063
1575308096.784145,16199.333,2313,3,PG,1,100,17105
1575308096.825359,16234.000,2313,3,PG,1,100,17057
1575308096.866177,16268.333,2331,3,PG,1,100,17053
1575308096.906996,16302.667,2331,3,PG,1,100,17048
1575308096.947814,16337.000,2331,3,PG,1,100,17045
1575308096.987443,16370.333,2349,3,PG,1,100,17036
1575308097.027072,16403.667,2349,3,PG,1,100,16999
1575308097.066701,16437.000,2349,3,PG,1,100,16972
1575308097.104349,16468.667,2368,3,PG,1,100,16983
1575308097.141997,16500.333,2368,3,PG,1,100,17000
1575308097.179644,16532.000,2368,3,PG,1,100,17004
1575308097.218481,16564.667,2386,3,PG,1,100,17036
1575308097.257318,16597.333,2386,3,PG,1,100,17039
1575308097.296154,16630.000,2386,3,PG,1,100,17062
1575308097.337369,16664.667,2404,3,PG,1,100,17064
1575308097.378583,16699.333,2404,3,PG,1,100,17065
1575308097.419797,16734.000,2404,3,PG,1,100,17070
1575308097.461408,16769.000,2422,3,PG,1,100,17065
1575308097.503019,16804.000,2422,3,PG,1,100,17076
1575308097.544629,16839.000,2422,3,PG,1,100,17075
1575308097.585051,16873.000,2439,3,PG,1,100,17069
1575308097.625473,16907.000,2439,3,PG,1,100,17047
1575308097.665895,16941.000,2439,3,PG,1,100,16976
1575308097.703542,16972.667,2457,3,PG,1,100,16961
1575308097.741190,17004.333,2457,3,PG,1,100,17017
1575308097.778838,17036.000,2457,3,PG,1,100,17058
1575308097.818071,17069.000,2475,3,PG,1,100,17049
1575308097.857304,17102.000,2475,3,PG,1,100,17016
1575308097.896537,17135.000,2475,3,PG,1,100,17007
1575308097.937751,17169.667,2491,3,PG,1,100,17067
1575308097.978966,17204.333,2491,3,PG,1,100,17109
1575308098.020180,17239.000,2491,3,PG,1,100,17071
1575308098.061790,17274.000,2510,3,PG,1,100,17071
1575308098.103401,17309.000,2510,3,PG,1,100,17063
1575308098.145012,17344.000,2510,3,PG,1,100,17073
1575308098.185434,17378.000,2528,3,PG,1,100,17079
1575308098.225855,17412.000,2528,3,PG,1,100,17106
1575308098.266277,17446.000,2528,3,PG,1,100,17094
1575308098.303132,17477.000,2546,3,PG,1,100,17058
1575308098.339988,17508.000,2546,3,PG,1,100,16983
1575308098.376843,17539.000,2546,3,PG,1,100,16983
1575308098.415679,17571.667,2564,3,PG,1,100,17014
1575308098.454516,17604.333,2564,3,PG,1,100,17044
1575308098.493353,17637.000,2564,3,PG,1,100,17059
1575308098.534567,17671.667,2582,3,PG,1,100,17070
1575308098.575781,17706.333,2582,3,PG,1,100,17064
1575308098.616996,17741.000,2582,3,PG,1,100,17069
1575308098.658210,17775.667,2600,3,PG,1,100,17062
1575308098.699425,17810.333,2600,3,PG,1,100,17065
1575308098.740639,17845.000,2600,3,PG,1,100,17070
1575308098.782249,17880.000,2618,3,PG,1,100,17079
1575308098.823860,17915.000,2618,3,PG,1,100,17083
1575308098.865471,17950.000,2618,3,PG,1,100,17116
1575308098.902722,17981.333,2635,3,PG,1,100,17137
1575308098.939974,18012.667,2635,3,PG,1,100,17221
1575308098.977225,18044.000,2635,3,PG,1,100,17205
1575308099.016855,18077.333,2653,3,PG,1,100,17118
1575308099.056484,18110.667,2653,3,PG,1,100,17112
1575308099.096113,18144.000,2653,3,PG,1,100,17163
1575308099.132175,18174.333,2670,3,PG,1,100,17191
1575308099.168238,18204.667,2670,3,PG,1,100,17172
1575308099.204301,18235.000,2670,3,PG,1,100,17062
1575308099.244425,18268.750,2688,4,PG,1,100,17084
1575308099.284550,18302.500,2688,4,PG,1,100,17146
1575308099.324674,18336.250,2688,4,PG,1,100,17172
1575308099.364799,18370.000,2688,4,PG,1,100,17157
1575308099.402447,18401.667,2706,3,PG,1,100,17146
1575308099.440094,18433.333,2706,3,PG,1,100,17172
1575308099.477742,18465.000,2706,3,PG,1,100,17261
1575308099.518164,18499.000,2724,3,PG,1,100,17229
1575308099.558586,18533.000,2724,3,PG,1,100,17255
1575308099.599007,18567.000,2724,3,PG,1,100,17282
1575308099.645968,18606.500,2742,2,PG,1,100,17242
1575308099.692929,18646.000,2742,2,PG,1,100,17294
1575308099.730973,18678.000,2760,4,PG,1,100,17300
1575308099.769017,18710.000,2760,4,PG,1,100,17215
1575308099.807061,18742.000,2760,4,PG,1,100,17207
1575308099.845105,18774.000,2760,4,PG,1,100,17186
1575308099.886319,18808.667,2778,3,PG,1,100,17167
1575308099.927534,18843.333,2778,3,PG,1,100,17157
1575308099.968748,18878.000,2778,3,PG,1,100,17164
1575308100.009764,18912.500,2796,2,PG,1,100,17212
1575308100.050780,18947.000,2796,2,PG,1,100,17340
1575308100.090013,18980.000,2817,5,PG,1,100,17455
1575308100.129246,19013.000,2817,5,PG,1,100,17539
1575308100.168479,19046.000,2817,5,PG,1,100,17450
1575308100.207712,19079.000,2817,5,PG,1,100,17365
1575308100.246945,19112.000,2817,5,PG,1,100,17427
1575308100.286178,19145.000,2837,3,PG,1,100,17399
1575308100.325411,19178.000,2837,3,PG,1,100,17356
1575308100.364644,19211.000,2837,3,PG,1,100,17266
1575308100.404669,19244.667,2855,3,PG,1,100,17209
1575308100.444695,19278.333,2855,3,PG,1,100,17193
1575308100.484720,19312.000,2855,3,PG,1,100,17212
1575308100.525935,19346.667,2873,3,PG,1,100,17235
1575308100.567149,19381.333,2873,3,PG,1,100,17265
1575308100.608363,19416.000,2873,3,PG,1,100,17282
1575308100.650370,19451.333,2891,3,PG,1,100,17286
1575308100.692377,19486.667,2891,3,PG,1,100,17273
1575308100.734384,19522.000,2891,3,PG,1,100,17302
1575308100.772032,19553.667,2908,3,PG,1,100,17275
1575308100.809680,19585.333,2908,3,PG,1,100,17302
1575308100.847327,19617.000,2908,3,PG,1,100,17253
1575308100.885966,19649.500,2926,4,PG,1,100,17209
1575308100.924604,19682.000,2926,4,PG,1,100,17185
1575308100.963243,19714.500,2926,4,PG,1,100,17184
1575308101.001881,19747.000,2926,4,PG,1,100,17182
1575308101.042303,19781.000,2944,3,PG,1,100,17189
1575308101.082725,19815.000,2944,3,PG,1,100,17195
1575308101.123147,19849.000,2944,3,PG,1,100,17181
1575308101.163568,19883.000,2961,2,PG,1,100,17167
1575308101.203990,19917.000,2961,2,PG,1,100,17214
1575308101.249960,19955.667,2979,3,PG,1,100,17231
1575308101.295930,19994.333,2979,3,PG,1,100,17226
1575308101.341900,20033.000,2979,3,PG,1,100,17208
1575308101.380340,20065.333,2997,3,PG,1,100,17227
1575308101.418781,20097.667,2997,3,PG,1,100,17280
1575308101.457221,20130.000,2997,3,PG,1,100,17292
1575308101.494869,20161.667,3015,3,PG,1,100,17209
1575308101.532516,20193.333,3015,3,PG,1,100,17161
1575308101.570164,20225.000,3015,3,PG,1,100,17173
1575308101.610586,20259.000,3033,3,PG,1,100,17224
1575308101.651008,20293.000,3033,3,PG,1,100,17225
1575308101.691430,20327.000,3033,3,PG,1,100,17246
1575308101.732644,20361.667,3051,3,PG,1,100,17267
1575308101.773858,20396.333,3051,3,PG,1,100,17260
1575308101.815073,20431.000,3051,3,PG,1,100,17266
1575308101.857080,20466.333,3069,3,PG,1,100,17254
1575308101.899086,20501.667,3069,3,PG,1,100,17284
1575308101.941093,20537.000,3069,3,PG,1,100,17284
1575308101.979930,20569.667,3086,3,PG,1,100,17298
1575308102.018767,20602.333,3086,3,PG,1,100,17276
1575308102.057603,20635.000,3086,3,PG,1,100,17267
1575308102.095647,20667.000,3105,3,PG,1,100,17238
1575308102.133692,20699.000,3105,3,PG,1,100,17167
1575308102.171736,20731.000,3105,3,PG,1,100,17166
1575308102.211761,20764.667,3123,3,PG,1,100,17162
1575308102.251786,20798.333,3123,3,PG,1,100,17180
1575308102.291812,20832.000,3123,3,PG,1,100,17197
1575308102.332630,20866.333,3139,3,PG,1,100,17187
1575308102.373448,20900.667,3139,3,PG,1,100,17216
1575308102.414266,20935.000,3139,3,PG,1,100,17250
1575308102.455481,20969.667,3157,3,PG,1,100,17269
1575308102.496695,21004.333,3157,3,PG,1,100,17225
1575308102.537909,21039.000,3157,3,PG,1,100,17218
1575308102.577538,21072.333,3175,3,PG,1,100,17272
1575308102.617168,21105.667,3175,3,PG,1,100,17295
1575308102.656797,21139.000,3175,3,PG,1,100,17274
1575308102.693652,21170.000,3193,3,PG,1,100,17251
1575308102.730507,21201.000,3193,3,PG,1,100,17206
1575308102.767363,21232.000,3193,3,PG,1,100,17156
1575308102.806595,21265.000,3211,3,PG,1,100,17184
1575308102.845828,21298.000,3211,3,PG,1,100,17175
1575308102.885061,21331.000,3211,3,PG,1,100,17174
1575308102.926275,21365.667,3229,3,PG,1,100,17182
1575308102.967490,21400.333,3229,3,PG,1,100,17199
1575308103.008704,21435.000,3229,3,PG,1,100,17198
1575308103.051108,21470.667,3248,3,PG,1,100,17201
1575308103.093511,21506.333,3248,3,PG,1,100,17226
1575308103.135914,21542.000,3248,3,PG,1,100,17218
1575308103.173958,21574.000,3266,3,PG,1,100,17233
1575308103.212002,21606.000,3266,3,PG,1,100,17229
1575308103.250046,21638.000,3266,3,PG,1,100,17254
1575308103.291260,21672.667,3283,3,PG,1,100,17243
1575308103.332475,21707.333,3283,3,PG,1,100,17214
1575308103.373689,21742.000,3283,3,PG,1,100,17133
1575308103.416489,21778.000,3300,3,PG,1,100,17102
1575308103.459288,21814.000,3300,3,PG,1,100,17115
1575308103.502088,21850.000,3300,3,PG,1,100,17107
1575308103.539339,21881.333,3317,3,PG,1,100,17117
1575308103.576591,21912.667,3317,3,PG,1,100,17119
1575308103.613842,21944.000,3317,3,PG,1,100,17110
1575308103.652283,21976.333,3335,3,PG,1,100,17097
1575308103.690723,22008.667,3335,3,PG,1,100,17084
1575308103.729163,22041.000,3335,3,PG,1,100,17086
1575308103.767504,22073.250,3353,4,PG,1,100,17114
1575308103.805846,22105.500,3353,4,PG,1,100,17121
1575308103.844187,22137.750,3353,4,PG,1,100,17138
1575308103.882528,22170.000,3353,4,PG,1,100,17126
1575308103.922950,22204.000,3371,3,PG,1,100,17134
1575308103.963372,22238.000,3371,3,PG,1,100,17111
1575308104.003794,22272.000,3371,3,PG,1,100,17061
1575308104.044810,22306.500,3389,2,PG,1,100,17022
1575308104.085826,22341.000,3389,2,PG,1,100,17021
1575308104.127437,22376.000,3408,3,PG,1,100,17025
1575308104.169048,22411.000,3408,3,PG,1,100,17012
1575308104.210658,22446.000,3408,3,PG,1,100,17037
1575308104.253854,22482.333,3426,3,PG,1,100,17082
1575308104.297050,22518.667,3426,3,PG,1,100,17088
1575308104.340246,22555.000,3426,3,PG,1,100,17035
1575308104.379082,22587.667,3443,3,PG,1,100,17011
1575308104.417919,22620.333,3443,3,PG,1,100,17053
1575308104.456756,22653.000,3443,3,PG,1,100,17065
1575308104.495196,22685.333,3461,3,PG,1,100,17068
1575308104.533636,22717.667,3461,3,PG,1,100,17069
1575308104.572077,22750.000,3461,3,PG,1,100,17055
1575308104.610517,22782.333,3479,3,PG,1,100,17053
1575308104.648957,22814.667,3479,3,PG,1,100,17034
1575308104.687397,22847.000,3479,3,PG,1,100,17017
1575308104.727819,22881.000,3495,3,PG,1,100,16967
1575308104.768241,22915.000,3495,3,PG,1,100,16964
1575308104.808663,22949.000,3495,3,PG,1,100,17032
1575308104.849481,22983.333,3513,3,PG,1,100,17072
1575308104.890299,23017.667,3513,3,PG,1,100,17026
1575308104.931117,23052.000,3513,3,PG,1,100,17007
1575308104.972332,23086.667,3531,3,PG,1,100,16999
1575308105.013546,23121.333,3531,3,PG,1,100,17013
1575308105.054760,23156.000,3531,3,PG,1,100,17033
1575308105.093993,23189.000,3550,3,PG,1,100,17015
1575308105.133226,23222.000,3550,3,PG,1,100,17040
1575308105.172459,23255.000,3550,3,PG,1,100,17046
1575308105.210107,23286.667,3568,3,PG,1,100,17037
1575308105.247755,23318.333,3568,3,PG,1,100,16997
