EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1575307440.521402,176452.000,30231,2,EA,1,100,0.593105
1575307440.521402,176452.000,30231,2,EA,1,100,0.593899
1575307440.584263,176505.000,30249,2,EA,1,100,0.592269
1575307440.647124,176558.000,30249,2,EA,1,100,0.591772
1575307440.711765,176612.500,30267,2,EA,1,100,0.591097
1575307440.776405,176667.000,30267,2,EA,1,100,0.591355
1575307440.845790,176725.500,30285,2,EA,1,100,0.590553
1575307440.915175,176784.000,30285,2,EA,1,100,0.590532
1575307440.980408,176839.000,30303,1,EA,1,100,0.590748
1575307441.051572,176899.000,30321,2,EA,1,100,0.590851
1575307441.122736,176959.000,30321,2,EA,1,100,0.591004
1575307441.184411,177011.000,30338,2,EA,1,100,0.591436
1575307441.246087,177063.000,30338,2,EA,1,100,0.590772
1575307441.310727,177117.500,30356,2,EA,1,100,0.591038
1575307441.375368,177172.000,30356,2,EA,1,100,0.591378
1575307441.441787,177228.000,30375,2,EA,1,100,0.591662
1575307441.508207,177284.000,30375,2,EA,1,100,0.591751
1575307441.575219,177340.500,30391,2,EA,1,100,0.591936
1575307441.642232,177397.000,30391,2,EA,1,100,0.591932
1575307441.712210,177456.000,30409,1,EA,1,100,0.592045
1575307441.775664,177509.500,30427,2,EA,1,100,0.591865
1575307441.839118,177563.000,30427,2,EA,1,100,0.591996
1575307441.903166,177617.000,30445,2,EA,1,100,0.592081
1575307441.967213,177671.000,30445,2,EA,1,100,0.591992
1575307442.035412,177728.500,30463,2,EA,1,100,0.591907
1575307442.103611,177786.000,30463,2,EA,1,100,0.591749
1575307442.170030,177842.000,30481,2,EA,1,100,0.591943
1575307442.236450,177898.000,30481,2,EA,1,100,0.591804
1575307442.308800,177959.000,30499,1,EA,1,100,0.591606
1575307442.372254,178012.500,30517,2,EA,1,100,0.591984
1575307442.435709,178066.000,30517,2,EA,1,100,0.591641
1575307442.499756,178120.000,30535,2,EA,1,100,0.591301
1575307442.563803,178174.000,30535,2,EA,1,100,0.591693
1575307442.630816,178230.500,30553,2,EA,1,100,0.591492
1575307442.697829,178287.000,30553,2,EA,1,100,0.591186
1575307442.765434,178344.000,30571,2,EA,1,100,0.591390
1575307442.833040,178401.000,30571,2,EA,1,100,0.590929
1575307442.904204,178461.000,30587,1,EA,1,100,0.591636
1575307442.968251,178515.000,30605,2,EA,1,100,0.591289
1575307443.032299,178569.000,30605,2,EA,1,100,0.590868
1575307443.095160,178622.000,30623,2,EA,1,100,0.591361
1575307443.158021,178675.000,30623,2,EA,1,100,0.591159
1575307443.225627,178732.000,30641,2,EA,1,100,0.590503
1575307443.293233,178789.000,30641,2,EA,1,100,0.590685
1575307443.360245,178845.500,30660,2,EA,1,100,0.591037
1575307443.427258,178902.000,30660,2,EA,1,100,0.590077
1575307443.496643,178960.500,30678,2,EA,1,100,0.590034
1575307443.566027,179019.000,30678,2,EA,1,100,0.590036
1575307443.633633,179076.000,30696,1,EA,1,100,0.590180
1575307443.697088,179129.500,30713,2,EA,1,100,0.589952
1575307443.760542,179183.000,30713,2,EA,1,100,0.589902
1575307443.826962,179239.000,30731,2,EA,1,100,0.590180
1575307443.893381,179295.000,30731,2,EA,1,100,0.590145
1575307443.961580,179352.500,30749,2,EA,1,100,0.589680
1575307444.029778,179410.000,30749,2,EA,1,100,0.589574
1575307444.096198,179466.000,30765,2,EA,1,100,0.589852
1575307444.162617,179522.000,30765,2,EA,1,100,0.589405
1575307444.232595,179581.000,30783,1,EA,1,100,0.589413
1575307444.299608,179637.500,30801,2,EA,1,100,0.589663
1575307444.366621,179694.000,30801,2,EA,1,100,0.589272
1575307444.434226,179751.000,30820,2,EA,1,100,0.589209
1575307444.501832,179808.000,30820,2,EA,1,100,0.589518
1575307444.564100,179860.500,30838,2,EA,1,100,0.589325
1575307444.626369,179913.000,30838,2,EA,1,100,0.589413
1575307444.692788,179969.000,30856,2,EA,1,100,0.589292
1575307444.759207,180025.000,30856,2,EA,1,100,0.589166
1575307444.826813,180082.000,30874,1,EA,1,100,0.589206
1575307444.895012,180139.500,30891,2,EA,1,100,0.588895
1575307444.963211,180197.000,30891,2,EA,1,100,0.588686
1575307445.030816,180254.000,30909,2,EA,1,100,0.588901
1575307445.098422,180311.000,30909,2,EA,1,100,0.588765
1575307445.161283,180364.000,30925,2,EA,1,100,0.588256
1575307445.224145,180417.000,30925,2,EA,1,100,0.588655
1575307445.289378,180472.000,30943,2,EA,1,100,0.588370
1575307445.354612,180527.000,30943,2,EA,1,100,0.588539
1575307445.422217,180584.000,30962,1,EA,1,100,0.588308
1575307445.491602,180642.500,30980,2,EA,1,100,0.588213
1575307445.560987,180701.000,30980,2,EA,1,100,0.588580
1575307445.630372,180759.500,30998,2,EA,1,100,0.588153
1575307445.699756,180818.000,30998,2,EA,1,100,0.587945
1575307445.760839,180869.500,31016,2,EA,1,100,0.588679
1575307445.821921,180921.000,31016,2,EA,1,100,0.588446
1575307445.887154,180976.000,31034,2,EA,1,100,0.588099
1575307445.952388,181031.000,31034,2,EA,1,100,0.588658
1575307446.019994,181088.000,31052,1,EA,1,100,0.588519
1575307446.088785,181146.000,31069,2,EA,1,100,0.588556
1575307446.157577,181204.000,31069,2,EA,1,100,0.588356
1575307446.227555,181263.000,31087,2,EA,1,100,0.588083
1575307446.297532,181322.000,31087,2,EA,1,100,0.587853
1575307446.359208,181374.000,31104,2,EA,1,100,0.587779
1575307446.420883,181426.000,31104,2,EA,1,100,0.587738
1575307446.485721,181480.667,31125,3,EA,1,100,0.588212
1575307446.550559,181535.333,31125,3,EA,1,100,0.588239
1575307446.615397,181590.000,31125,3,EA,1,100,0.588184
1575307446.687747,181651.000,31145,1,EA,1,100,0.588961
1575307446.755946,181708.500,31162,2,EA,1,100,0.589271
1575307446.824145,181766.000,31162,2,EA,1,100,0.589390
1575307446.891750,181823.000,31180,2,EA,1,100,0.590237
1575307446.959356,181880.000,31180,2,EA,1,100,0.590928
1575307447.031113,181940.500,31196,2,EA,1,100,0.590899
1575307447.102870,182001.000,31196,2,EA,1,100,0.590726
1575307447.168103,182056.000,31214,1,EA,1,100,0.591081
1575307447.238081,182115.000,31232,2,EA,1,100,0.591384
1575307447.308059,182174.000,31232,2,EA,1,100,0.592066
1575307447.373885,182229.500,31251,2,EA,1,100,0.592240
1575307447.439712,182285.000,31251,2,EA,1,100,0.594437
1575307447.509097,182343.500,31269,2,EA,1,100,0.594015
1575307447.578481,182402.000,31269,2,EA,1,100,0.593362
1575307447.641936,182455.500,31287,2,EA,1,100,0.593377
1575307447.705390,182509.000,31287,2,EA,1,100,0.594118
1575307447.768251,182562.000,31305,1,EA,1,100,0.593897
1575307447.835264,182618.500,31322,2,EA,1,100,0.593606
