RD,TS_received,TS_sent,AK,RoundTrip,
181497,181510,2019-12-02_13-24-06-544289,181514,13,
186605,186618,2019-12-02_13-24-12-582399,186621,13,
191713,191720,2019-12-02_13-24-18-626724,191723,7,
196821,196829,2019-12-02_13-24-24-649135,196833,8,
201929,201944,2019-12-02_13-24-30-712076,201947,15,
207037,207127,2019-12-02_13-24-36-853325,207130,90,
212145,212192,2019-12-02_13-24-42-868503,212196,47,
217253,217503,2019-12-02_13-24-49-110277,217507,250,
222361,222540,2019-12-02_13-24-55-128788,222545,179,
227469,227492,2019-12-02_13-25-01-007394,227495,23,
232577,232585,2019-12-02_13-25-07-087347,232588,8,
237685,237693,2019-12-02_13-25-13-160388,237697,8,
242793,242801,2019-12-02_13-25-19-283040,242804,8,
247901,247908,2019-12-02_13-25-25-363307,247912,7,
253009,253017,2019-12-02_13-25-31-398175,253021,8,
258117,258137,2019-12-02_13-25-37-474700,258141,20,
263225,263232,2019-12-02_13-25-43-589812,263235,7,
268333,268343,2019-12-02_13-25-49-675941,268346,10,
273441,273936,2019-12-02_13-25-56-284266,273940,495,
278549,278715,2019-12-02_13-26-01-948721,278719,166,
283657,283737,2019-12-02_13-26-07-929722,283742,80,
288765,288776,2019-12-02_13-26-13-912914,288779,11,
293873,293938,2019-12-02_13-26-20-074972,293942,65,
298981,299004,2019-12-02_13-26-26-048936,299007,23,
304089,304097,2019-12-02_13-26-32-117613,304100,8,
309197,309206,2019-12-02_13-26-38-187239,309210,9,
314305,314313,2019-12-02_13-26-44-248239,314316,8,
319413,319420,2019-12-02_13-26-50-292253,319423,7,
324521,324550,2019-12-02_13-26-56-376221,324553,29,
329629,329641,2019-12-02_13-27-02-406665,329644,12,
334737,334742,2019-12-02_13-27-08-442387,334745,5,
339845,339854,2019-12-02_13-27-14-521302,339858,9,
344953,344968,2019-12-02_13-27-20-582463,344998,15,
350061,350089,2019-12-02_13-27-26-674009,350094,28,
355169,355339,2019-12-02_13-27-32-894917,355342,170,
360277,360458,2019-12-02_13-27-38-979155,360466,181,
365385,365409,2019-12-02_13-27-44-872099,365412,24,
370493,370516,2019-12-02_13-27-50-896671,370519,23,
375601,375635,2019-12-02_13-27-56-993838,375639,34,
380709,380717,2019-12-02_13-28-03-011296,380720,8,
385817,385823,2019-12-02_13-28-09-101437,385826,6,
390925,390934,2019-12-02_13-28-15-145308,390937,9,
396652,396660,2019-12-02_13-28-21-941897,396663,8,
401790,401800,2019-12-02_13-28-28-024262,401803,10,
406898,406937,2019-12-02_13-28-34-106868,406940,39,
412006,412019,2019-12-02_13-28-40-153796,412023,13,
417114,417121,2019-12-02_13-28-46-188211,417126,7,
422222,422228,2019-12-02_13-28-52-249196,422231,6,
427330,427337,2019-12-02_13-28-58-254340,427340,7,
432438,432451,2019-12-02_13-29-04-317495,432454,13,
437546,437553,2019-12-02_13-29-10-347657,437557,7,
442654,442662,2019-12-02_13-29-16-415565,442664,8,
447762,447818,2019-12-02_13-29-22-477224,447822,56,
452870,452877,2019-12-02_13-29-28-480685,452881,7,
457978,457985,2019-12-02_13-29-34-543707,457988,7,
463086,463105,2019-12-02_13-29-40-588921,463109,19,
468194,468200,2019-12-02_13-29-46-642995,468204,6,
473302,473310,2019-12-02_13-29-52-661598,473315,8,
478410,478715,2019-12-02_13-29-59-078760,478767,305,
483518,483572,2019-12-02_13-30-04-813934,483575,54,
488626,488641,2019-12-02_13-30-10-833566,488644,15,
493734,493743,2019-12-02_13-30-16-865452,493746,9,
498842,498849,2019-12-02_13-30-22-945502,498854,7,
503950,503956,2019-12-02_13-30-28-976355,503961,6,
509058,509075,2019-12-02_13-30-35-039790,509079,17,
514166,514173,2019-12-02_13-30-41-074501,514176,7,
519274,519286,2019-12-02_13-30-47-149352,519291,12,
524382,524645,2019-12-02_13-30-53-485319,524648,263,
529490,529496,2019-12-02_13-30-59-232661,529499,6,
534598,534607,2019-12-02_13-31-05-296721,534612,9,
539706,539714,2019-12-02_13-31-11-334546,539717,8,
544814,544820,2019-12-02_13-31-17-390523,544823,6,
549922,549928,2019-12-02_13-31-23-408559,549932,6,
555030,555041,2019-12-02_13-31-29-500827,555045,11,
560138,560145,2019-12-02_13-31-35-535518,560148,7,
565246,565252,2019-12-02_13-31-41-635490,565255,6,
570354,570363,2019-12-02_13-31-47-660560,570366,9,
575462,575538,2019-12-02_13-31-53-800548,575541,76,
580570,580588,2019-12-02_13-31-59-799228,580591,18,
585678,585712,2019-12-02_13-32-05-866253,585715,34,
590786,590793,2019-12-02_13-32-11-912235,590798,7,
595894,595901,2019-12-02_13-32-17-958709,595905,7,
601002,601044,2019-12-02_13-32-24-098181,601047,42,
606110,606122,2019-12-02_13-32-30-119788,606125,12,
611218,611232,2019-12-02_13-32-36-198318,611237,14,
616326,616332,2019-12-02_13-32-42-283635,616335,6,
621434,621456,2019-12-02_13-32-48-331094,621460,22,
626542,626547,2019-12-02_13-32-54-360297,626550,5,
631650,631656,2019-12-02_13-33-00-404258,631661,6,
636758,636765,2019-12-02_13-33-06-483518,636769,7,
641866,641875,2019-12-02_13-33-12-558921,641878,9,
646974,646981,2019-12-02_13-33-18-609600,646984,7,
652082,652240,2019-12-02_13-33-24-836632,652244,158,
657190,657262,2019-12-02_13-33-30-824324,657267,72,
662298,662369,2019-12-02_13-33-36-859867,662374,71,
667406,667429,2019-12-02_13-33-42-918277,667433,23,
672514,672523,2019-12-02_13-33-48-962057,672526,9,
677622,677634,2019-12-02_13-33-55-009416,677637,12,
682730,682740,2019-12-02_13-34-01-079909,682743,10,
687838,687845,2019-12-02_13-34-07-141895,687849,7,
692980,693017,2019-12-02_13-34-13-256911,693022,37,
698088,698097,2019-12-02_13-34-19-302120,698100,9,
703196,703206,2019-12-02_13-34-25-341501,703210,10,
708304,708310,2019-12-02_13-34-31-351461,708313,6,
