EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1576765092.339060,44730.000,7314,11,MX,1,100,-70
1576765092.339060,44730.000,7314,11,MX,1,100,-71
1576765092.339060,44730.000,7314,11,MX,1,100,-72
1576765092.339060,44730.000,7314,11,MX,1,100,-70
1576765092.339060,44730.000,7314,11,MX,1,100,-71
1576765092.339060,44730.000,7314,11,MX,1,100,-70
1576765092.339060,44730.000,7314,11,MX,1,100,-70
1576765092.339060,44730.000,7314,11,MX,1,100,-70
1576765092.339060,44730.000,7314,11,MX,1,100,-71
1576765092.339060,44730.000,7314,11,MX,1,100,-71
1576765092.339060,44730.000,7314,11,MX,1,100,-71
1576765092.375855,44761.000,7332,2,MX,1,100,-70
1576765092.412651,44792.000,7332,2,MX,1,100,-70
1576765092.453799,44826.667,7348,3,MX,1,100,-70
1576765092.494947,44861.333,7348,3,MX,1,100,-69
1576765092.536095,44896.000,7348,3,MX,1,100,-71
1576765092.576451,44930.000,7366,3,MX,1,100,-71
1576765092.616808,44964.000,7366,3,MX,1,100,-71
1576765092.657164,44998.000,7366,3,MX,1,100,-70
1576765092.698312,45032.667,7385,3,MX,1,100,-70
1576765092.739460,45067.333,7385,3,MX,1,100,-70
1576765092.780608,45102.000,7385,3,MX,1,100,-70
1576765092.821756,45136.667,7403,3,MX,1,100,-70
1576765092.862904,45171.333,7403,3,MX,1,100,-70
1576765092.904051,45206.000,7403,3,MX,1,100,-71
1576765092.943221,45239.000,7421,3,MX,1,100,-70
1576765092.982391,45272.000,7421,3,MX,1,100,-69
1576765093.021560,45305.000,7421,3,MX,1,100,-69
1576765093.059543,45337.000,7439,3,MX,1,100,-70
1576765093.097525,45369.000,7439,3,MX,1,100,-70
1576765093.135508,45401.000,7439,3,MX,1,100,-70
1576765093.179425,45438.000,7457,3,MX,1,100,-70
1576765093.223343,45475.000,7457,3,MX,1,100,-70
1576765093.267260,45512.000,7457,3,MX,1,100,-71
1576765093.308408,45546.667,7474,3,MX,1,100,-71
1576765093.349556,45581.333,7474,3,MX,1,100,-70
1576765093.390704,45616.000,7474,3,MX,1,100,-70
1576765093.431060,45650.000,7492,3,MX,1,100,-71
1576765093.471417,45684.000,7492,3,MX,1,100,-69
1576765093.511774,45718.000,7492,3,MX,1,100,-72
1576765093.552526,45752.333,7510,3,MX,1,100,-70
1576765093.593278,45786.667,7510,3,MX,1,100,-70
1576765093.634030,45821.000,7510,3,MX,1,100,-69
1576765093.672013,45853.000,7527,3,MX,1,100,-71
1576765093.709995,45885.000,7527,3,MX,1,100,-69
1576765093.747978,45917.000,7527,3,MX,1,100,-71
1576765093.787148,45950.000,7545,3,MX,1,100,-70
1576765093.826317,45983.000,7545,3,MX,1,100,-70
1576765093.865487,46016.000,7545,3,MX,1,100,-70
1576765093.906635,46050.667,7563,3,MX,1,100,-72
1576765093.947783,46085.333,7563,3,MX,1,100,-70
1576765093.988930,46120.000,7563,3,MX,1,100,-70
1576765094.033243,46157.333,7581,3,MX,1,100,-69
1576765094.077556,46194.667,7581,3,MX,1,100,-71
1576765094.121870,46232.000,7581,3,MX,1,100,-72
1576765094.161435,46265.333,7599,3,MX,1,100,-70
1576765094.201000,46298.667,7599,3,MX,1,100,-71
1576765094.240565,46332.000,7599,3,MX,1,100,-70
1576765094.278548,46364.000,7617,3,MX,1,100,-71
1576765094.316530,46396.000,7617,3,MX,1,100,-70
1576765094.354513,46428.000,7617,3,MX,1,100,-70
1576765094.394078,46461.333,7635,3,MX,1,100,-70
