EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1576765092.191877,44606.000,7298,2,AK,1,100,57
1576765092.191877,44606.000,7298,2,AK,1,100,RB
1576765095.257788,47189.000,8193,2,AK,1,100,8191
1576765098.323698,49772.000,8193,2,AK,1,100,RD
1576765098.385420,49824.000,8213,2,AK,1,100,8191
1576765098.447142,49876.000,8213,2,AK,1,100,RD
1576765101.388422,52354.000,9089,2,AK,1,100,9087
1576765104.329702,54832.000,9089,2,AK,1,100,RD
1576765104.424659,54912.000,9109,2,AK,1,100,9087
1576765104.519615,54992.000,9109,2,AK,1,100,RD
1576765107.455554,57465.500,9985,2,AK,1,100,9983
1576765110.391493,59939.000,9985,2,AK,1,100,RD
1576765110.487636,60020.000,10005,2,AK,1,100,9983
1576765110.583780,60101.000,10005,2,AK,1,100,RD
1576765113.517938,62573.000,10881,2,AK,1,100,10879
1576765116.452097,65045.000,10881,2,AK,1,100,RD
1576765116.560110,65136.000,10902,2,AK,1,100,10879
1576765116.668123,65227.000,10902,2,AK,1,100,RD
1576765119.591599,67690.000,11777,2,AK,1,100,11775
1576765122.515074,70153.000,11777,2,AK,1,100,RD
1576765122.614185,70236.500,11798,2,AK,1,100,11775
1576765122.713296,70320.000,11798,2,AK,1,100,RD
1576765125.648642,72793.000,12674,2,AK,1,100,12672
1576765128.583987,75266.000,12674,2,AK,1,100,RD
1576765128.677163,75344.500,12694,2,AK,1,100,12672
1576765128.770339,75423.000,12694,2,AK,1,100,RD
1576765131.708652,77898.500,13570,2,AK,1,100,13568
1576765134.646965,80374.000,13570,2,AK,1,100,RD
1576765134.734799,80448.000,13590,2,AK,1,100,13568
1576765134.822634,80522.000,13590,2,AK,1,100,RD
1576765137.764508,83000.500,14467,2,AK,1,100,14465
1576765140.706382,85479.000,14467,2,AK,1,100,RD
1576765140.801338,85559.000,14487,2,AK,1,100,14465
1576765140.896295,85639.000,14487,2,AK,1,100,RD
1576765143.833421,88113.500,15363,2,AK,1,100,15361
1576765146.770546,90588.000,15363,2,AK,1,100,RD
1576765146.864316,90667.000,15383,2,AK,1,100,15361
1576765146.958085,90746.000,15383,2,AK,1,100,RD
