EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1576765737.441704,22241.000,3201,2,TH,1,100,16380
1576765737.441704,22241.000,3201,2,TH,1,100,16390
1576765737.572500,22351.000,3219,1,TH,1,100,16390
1576765737.706864,22464.000,3255,1,TH,1,100,16360
1576765737.845984,22581.000,3272,1,TH,1,100,16382
1576765737.979159,22693.000,3289,1,TH,1,100,16406
1576765738.104010,22798.000,3307,1,TH,1,100,16382
1576765738.237185,22910.000,3325,1,TH,1,100,16378
1576765738.375116,23026.000,3343,1,TH,1,100,16384
1576765738.508291,23138.000,3361,1,TH,1,100,16406
1576765738.639088,23248.000,3379,1,TH,1,100,16380
1576765738.769884,23358.000,3398,1,TH,1,100,16380
1576765738.904248,23471.000,3416,1,TH,1,100,16372
1576765739.039801,23585.000,3451,1,TH,1,100,16368
1576765739.182488,23705.000,3468,1,TH,1,100,16394
1576765739.307340,23810.000,3485,1,TH,1,100,16384
1576765739.436948,23919.000,3503,1,TH,1,100,16378
1576765739.574878,24035.000,3521,1,TH,1,100,16368
1576765739.711621,24150.000,3540,1,TH,1,100,16400
1576765739.845984,24263.000,3558,1,TH,1,100,16380
1576765739.969647,24367.000,3576,1,TH,1,100,16378
1576765740.100443,24477.000,3594,1,TH,1,100,16374
1576765740.238374,24593.000,3629,1,TH,1,100,16348
1576765740.376306,24709.000,3646,1,TH,1,100,16404
1576765740.502346,24815.000,3663,1,TH,1,100,16388
1576765740.631953,24924.000,3682,1,TH,1,100,16380
1576765740.771074,25041.000,3700,1,TH,1,100,16328
1576765740.904248,25153.000,3718,1,TH,1,100,16408
1576765741.043369,25270.000,3736,1,TH,1,100,16390
1576765741.169409,25376.000,3754,1,TH,1,100,16380
1576765741.294261,25481.000,3772,1,TH,1,100,16372
1576765741.432191,25597.000,3807,1,TH,1,100,16370
1576765741.571311,25714.000,3824,1,TH,1,100,16390
1576765741.700919,25823.000,3842,1,TH,1,100,16410
1576765741.828149,25930.000,3860,1,TH,1,100,16374
1576765741.962512,26043.000,3878,1,TH,1,100,16374
