EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-44
1576765737.492833,22284.000,3209,11,MX,1,100,-42
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-44
1576765737.492833,22284.000,3209,11,MX,1,100,-44
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.492833,22284.000,3209,11,MX,1,100,-43
1576765737.532667,22317.500,3227,2,MX,1,100,-44
1576765737.572500,22351.000,3227,2,MX,1,100,-43
1576765737.613325,22385.333,3245,3,MX,1,100,-43
1576765737.654149,22419.667,3245,3,MX,1,100,-43
1576765737.694973,22454.000,3245,3,MX,1,100,-44
1576765737.736194,22488.667,3263,3,MX,1,100,-43
1576765737.777415,22523.333,3263,3,MX,1,100,-44
1576765737.818636,22558.000,3263,3,MX,1,100,-43
1576765737.862631,22595.000,3279,3,MX,1,100,-43
1576765737.906626,22632.000,3279,3,MX,1,100,-43
1576765737.950622,22669.000,3279,3,MX,1,100,-43
1576765737.989068,22701.333,3297,3,MX,1,100,-43
1576765738.027514,22733.667,3297,3,MX,1,100,-43
1576765738.065960,22766.000,3297,3,MX,1,100,-44
1576765738.104010,22798.000,3315,3,MX,1,100,-43
1576765738.142060,22830.000,3315,3,MX,1,100,-43
1576765738.180110,22862.000,3315,3,MX,1,100,-44
1576765738.221331,22896.667,3333,3,MX,1,100,-44
1576765738.262552,22931.333,3333,3,MX,1,100,-44
1576765738.303773,22966.000,3333,3,MX,1,100,-43
1576765738.344597,23000.333,3351,3,MX,1,100,-45
1576765738.385422,23034.667,3351,3,MX,1,100,-44
1576765738.426246,23069.000,3351,3,MX,1,100,-44
1576765738.466674,23103.000,3369,3,MX,1,100,-44
1576765738.507102,23137.000,3369,3,MX,1,100,-43
1576765738.547530,23171.000,3369,3,MX,1,100,-43
1576765738.585976,23203.333,3387,3,MX,1,100,-44
1576765738.624423,23235.667,3387,3,MX,1,100,-44
1576765738.662869,23268.000,3387,3,MX,1,100,-43
1576765738.705279,23303.667,3406,3,MX,1,100,-44
1576765738.747689,23339.333,3406,3,MX,1,100,-44
1576765738.790098,23375.000,3406,3,MX,1,100,-44
1576765738.830527,23409.000,3424,3,MX,1,100,-44
1576765738.870955,23443.000,3424,3,MX,1,100,-43
