EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1576765092.339060,44730.000,7312,11,GY,1,100,-0.092
1576765092.339060,44730.000,7312,11,GY,1,100,-0.397
1576765092.339060,44730.000,7312,11,GY,1,100,-0.458
1576765092.339060,44730.000,7312,11,GY,1,100,-0.397
1576765092.339060,44730.000,7312,11,GY,1,100,0.702
1576765092.339060,44730.000,7312,11,GY,1,100,0.885
1576765092.339060,44730.000,7312,11,GY,1,100,0.732
1576765092.339060,44730.000,7312,11,GY,1,100,0.916
1576765092.339060,44730.000,7312,11,GY,1,100,0.610
1576765092.339060,44730.000,7312,11,GY,1,100,0.397
1576765092.339060,44730.000,7312,11,GY,1,100,0.275
1576765092.375855,44761.000,7330,2,GY,1,100,-0.061
1576765092.412651,44792.000,7330,2,GY,1,100,-0.702
1576765092.453799,44826.667,7346,3,GY,1,100,-0.519
1576765092.494947,44861.333,7346,3,GY,1,100,-0.214
1576765092.536095,44896.000,7346,3,GY,1,100,0.244
1576765092.576451,44930.000,7364,3,GY,1,100,0.580
1576765092.616808,44964.000,7364,3,GY,1,100,0.641
1576765092.657164,44998.000,7364,3,GY,1,100,0.427
1576765092.698312,45032.667,7383,3,GY,1,100,-0.122
1576765092.739460,45067.333,7383,3,GY,1,100,-0.244
1576765092.780608,45102.000,7383,3,GY,1,100,0.031
1576765092.821756,45136.667,7401,3,GY,1,100,0.336
1576765092.862904,45171.333,7401,3,GY,1,100,0.244
1576765092.904051,45206.000,7401,3,GY,1,100,0.305
1576765092.943221,45239.000,7419,3,GY,1,100,-0.122
1576765092.982391,45272.000,7419,3,GY,1,100,-0.519
1576765093.021560,45305.000,7419,3,GY,1,100,-0.183
1576765093.059543,45337.000,7437,3,GY,1,100,-0.366
1576765093.097525,45369.000,7437,3,GY,1,100,-0.366
1576765093.135508,45401.000,7437,3,GY,1,100,-0.397
1576765093.179425,45438.000,7455,3,GY,1,100,-0.641
1576765093.223343,45475.000,7455,3,GY,1,100,-0.580
1576765093.267260,45512.000,7455,3,GY,1,100,-0.549
1576765093.308408,45546.667,7472,3,GY,1,100,-0.946
1576765093.349556,45581.333,7472,3,GY,1,100,-0.427
1576765093.390704,45616.000,7472,3,GY,1,100,-0.397
1576765093.431060,45650.000,7490,3,GY,1,100,-0.702
1576765093.471417,45684.000,7490,3,GY,1,100,0.214
1576765093.511774,45718.000,7490,3,GY,1,100,0.458
1576765093.552526,45752.333,7508,3,GY,1,100,0.519
1576765093.593278,45786.667,7508,3,GY,1,100,0.122
1576765093.634030,45821.000,7508,3,GY,1,100,0.031
1576765093.672013,45853.000,7525,3,GY,1,100,-0.488
1576765093.709995,45885.000,7525,3,GY,1,100,-1.038
1576765093.747978,45917.000,7525,3,GY,1,100,-0.793
1576765093.787148,45950.000,7543,3,GY,1,100,-0.519
1576765093.826317,45983.000,7543,3,GY,1,100,0.000
1576765093.865487,46016.000,7543,3,GY,1,100,1.160
1576765093.906635,46050.667,7561,3,GY,1,100,1.587
1576765093.947783,46085.333,7561,3,GY,1,100,0.885
1576765093.988930,46120.000,7561,3,GY,1,100,0.000
1576765094.033243,46157.333,7579,3,GY,1,100,-0.763
1576765094.077556,46194.667,7579,3,GY,1,100,-1.190
1576765094.121870,46232.000,7579,3,GY,1,100,-0.641
1576765094.161435,46265.333,7597,3,GY,1,100,0.305
1576765094.201000,46298.667,7597,3,GY,1,100,0.946
1576765094.240565,46332.000,7597,3,GY,1,100,1.038
1576765094.278548,46364.000,7615,3,GY,1,100,0.946
1576765094.316530,46396.000,7615,3,GY,1,100,0.580
1576765094.354513,46428.000,7615,3,GY,1,100,0.092
1576765094.394078,46461.333,7633,3,GY,1,100,-0.336
1576765094.433644,46494.667,7633,3,GY,1,100,-0.641
1576765094.473209,46528.000,7633,3,GY,1,100,-0.427
1576765094.514752,46563.000,7650,3,GY,1,100,-0.061
1576765094.556296,46598.000,7650,3,GY,1,100,0.214
1576765094.597839,46633.000,7650,3,GY,1,100,0.336
1576765094.638592,46667.333,7669,3,GY,1,100,0.854
1576765094.679344,46701.667,7669,3,GY,1,100,0.854
1576765094.720096,46736.000,7669,3,GY,1,100,0.549
1576765094.762233,46771.500,7685,2,GY,1,100,-0.519
1576765094.804370,46807.000,7685,2,GY,1,100,-0.183
1576765094.843539,46840.000,7703,4,GY,1,100,-0.397
1576765094.882709,46873.000,7703,4,GY,1,100,-0.977
1576765094.921879,46906.000,7703,4,GY,1,100,-0.885
1576765094.961048,46939.000,7703,4,GY,1,100,-0.519
1576765094.999822,46971.667,7721,3,GY,1,100,-1.007
1576765095.038596,47004.333,7721,3,GY,1,100,-0.092
1576765095.077370,47037.000,7721,3,GY,1,100,-0.275
1576765095.117727,47071.000,7739,3,GY,1,100,-0.610
1576765095.158083,47105.000,7739,3,GY,1,100,-0.183
1576765095.198440,47139.000,7739,3,GY,1,100,0.244
1576765095.239983,47174.000,7757,2,GY,1,100,-0.031
1576765095.281527,47209.000,7757,2,GY,1,100,-0.061
1576765095.321883,47243.000,7775,3,GY,1,100,-0.275
1576765095.362240,47277.000,7775,3,GY,1,100,-0.549
1576765095.402596,47311.000,7775,3,GY,1,100,0.000
1576765095.440579,47343.000,7793,4,GY,1,100,-0.092
1576765095.478562,47375.000,7793,4,GY,1,100,0.092
1576765095.516544,47407.000,7793,4,GY,1,100,0.000
1576765095.554527,47439.000,7793,4,GY,1,100,-0.519
1576765095.593697,47472.000,7811,3,GY,1,100,-0.641
1576765095.632866,47505.000,7811,3,GY,1,100,-0.916
1576765095.672036,47538.000,7811,3,GY,1,100,-0.702
1576765095.717140,47576.000,7830,2,GY,1,100,-0.214
1576765095.762244,47614.000,7830,2,GY,1,100,-0.458
1576765095.803392,47648.667,7847,3,GY,1,100,-0.214
1576765095.844540,47683.333,7847,3,GY,1,100,0.214
1576765095.885688,47718.000,7847,3,GY,1,100,0.305
