RD,TS_received,TS_sent,AK,RoundTrip,
49713,49769,2019-12-19_10-18-18-202523,49772,56,
54821,54829,2019-12-19_10-18-24-217895,54832,8,
59929,59935,2019-12-19_10-18-30-272617,59939,6,
65037,65042,2019-12-19_10-18-36-347099,65045,5,
70145,70150,2019-12-19_10-18-42-427792,70153,5,
75253,75263,2019-12-19_10-18-48-515623,75266,10,
80361,80368,2019-12-19_10-18-54-577332,80374,7,
85469,85475,2019-12-19_10-19-00-646102,85479,6,
90577,90585,2019-12-19_10-19-06-716532,90588,8,
95685,95693,2019-12-19_10-19-12-784381,95696,8,
100793,100801,2019-12-19_10-19-18-873498,100804,8,
105901,105910,2019-12-19_10-19-24-946202,105913,9,
111009,111017,2019-12-19_10-19-31-012262,111021,8,
116117,116201,2019-12-19_10-19-37-188613,116204,84,
121225,121266,2019-12-19_10-19-43-204252,121271,41,
127417,127424,2019-12-19_10-19-50-492697,127428,7,
132537,132546,2019-12-19_10-19-56-581864,132549,9,
137645,137649,2019-12-19_10-20-02-627942,137652,4,
142753,142764,2019-12-19_10-20-08-729828,142767,11,
147861,147867,2019-12-19_10-20-14-766486,147871,6,
152969,152974,2019-12-19_10-20-20-861159,152977,5,
158077,158085,2019-12-19_10-20-26-909220,158088,8,
163185,163193,2019-12-19_10-20-32-999134,163197,8,
168293,168454,2019-12-19_10-20-39-218601,168457,161,
173401,173480,2019-12-19_10-20-45-218994,173484,79,
178509,178542,2019-12-19_10-20-51-221340,178545,33,
183617,183637,2019-12-19_10-20-57-285446,183645,20,
188725,188733,2019-12-19_10-21-03-340760,188736,8,
193833,193839,2019-12-19_10-21-09-419999,193844,6,
198941,198947,2019-12-19_10-21-15-469049,198952,6,
204049,204066,2019-12-19_10-21-21-561090,204070,17,
209157,209181,2019-12-19_10-21-27-639196,209184,24,
214265,214275,2019-12-19_10-21-33-675611,214279,10,
219373,219379,2019-12-19_10-21-39-740866,219382,6,
224481,224488,2019-12-19_10-21-45-798225,224492,7,
229589,229602,2019-12-19_10-21-51-865412,229605,13,
234697,234704,2019-12-19_10-21-57-928848,234709,7,
239805,239812,2019-12-19_10-22-03-993000,239816,7,
244913,245014,2019-12-19_10-22-10-181792,245018,101,
250021,250050,2019-12-19_10-22-16-194942,250055,29,
255129,255138,2019-12-19_10-22-22-217427,255141,9,
260237,260244,2019-12-19_10-22-28-249635,260248,7,
265345,265352,2019-12-19_10-22-34-349087,265357,7,
270453,270460,2019-12-19_10-22-40-423924,270463,7,
275561,275573,2019-12-19_10-22-46-481525,275577,12,
280669,280674,2019-12-19_10-22-52-562771,280677,5,
285777,285785,2019-12-19_10-22-58-646334,285788,8,
290885,290891,2019-12-19_10-23-04-691980,290894,6,
295993,296000,2019-12-19_10-23-10-713263,296003,7,
301101,301106,2019-12-19_10-23-16-756225,301109,5,
306209,306216,2019-12-19_10-23-22-846071,306219,7,
311317,311325,2019-12-19_10-23-28-970014,311328,8,
316425,316589,2019-12-19_10-23-35-200299,316592,164,
321533,321595,2019-12-19_10-23-41-175922,321598,62,
326641,326656,2019-12-19_10-23-47-176801,326660,15,
331749,331765,2019-12-19_10-23-53-208834,331768,16,
336857,336864,2019-12-19_10-23-59-223072,336870,7,
341965,341973,2019-12-19_10-24-05-290095,341977,8,
347073,347081,2019-12-19_10-24-11-392983,347085,8,
352181,352210,2019-12-19_10-24-17-511083,352213,29,
357289,357296,2019-12-19_10-24-23-563445,357299,7,
362397,362403,2019-12-19_10-24-29-659703,362407,6,
367505,367514,2019-12-19_10-24-35-739776,367517,9,
372613,372621,2019-12-19_10-24-41-771279,372625,8,
377721,377728,2019-12-19_10-24-47-798515,377731,7,
382829,382839,2019-12-19_10-24-53-843540,382842,10,
387937,387943,2019-12-19_10-24-59-867256,387948,6,
393045,393053,2019-12-19_10-25-05-918708,393056,8,
398153,398160,2019-12-19_10-25-11-968338,398164,7,
403261,403424,2019-12-19_10-25-18-187398,403427,163,
408369,408441,2019-12-19_10-25-24-196363,408445,72,
413477,413507,2019-12-19_10-25-30-210148,413512,30,
418585,418593,2019-12-19_10-25-36-277121,418596,8,
423693,423700,2019-12-19_10-25-42-376657,423703,7,
428801,429454,2019-12-19_10-25-49-193287,429457,653,
433909,433915,2019-12-19_10-25-54-533122,433919,6,
439017,439023,2019-12-19_10-26-00-616366,439026,6,
