RD,TS_received,TS_sent,AK,RoundTrip,
444125,444132,2019-12-19_10-26-06-683554,444135,7,
449233,449241,2019-12-19_10-26-12-705959,449244,8,
454341,454349,2019-12-19_10-26-18-747721,454352,8,
459449,459456,2019-12-19_10-26-24-767119,459459,7,
464557,464565,2019-12-19_10-26-30-857797,464569,8,
469665,469690,2019-12-19_10-26-36-952145,469693,25,
474773,474938,2019-12-19_10-26-43-195307,474942,165,
479881,479977,2019-12-19_10-26-49-199099,479980,96,
484989,485013,2019-12-19_10-26-55-158902,485016,24,
490097,490133,2019-12-19_10-27-01-202441,490136,36,
495205,495213,2019-12-19_10-27-07-192722,495216,8,
500313,500320,2019-12-19_10-27-13-236492,500323,7,
505421,505431,2019-12-19_10-27-19-266001,505434,10,
510529,510537,2019-12-19_10-27-25-304198,510540,8,
515637,515646,2019-12-19_10-27-31-355908,515649,9,
520745,520754,2019-12-19_10-27-37-398071,520758,9,
525853,525860,2019-12-19_10-27-43-445612,525863,7,
530961,530967,2019-12-19_10-27-49-517242,530971,6,
536069,536074,2019-12-19_10-27-55-540892,536077,5,
541177,541185,2019-12-19_10-28-01-598022,541189,8,
546285,546290,2019-12-19_10-28-07-635977,546293,5,
551393,551399,2019-12-19_10-28-13-693802,551404,6,
556501,556508,2019-12-19_10-28-19-763598,556511,7,
561609,561616,2019-12-19_10-28-25-823781,561619,7,
