EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1576779104.311953,41158.000,6692,12,MZ,1,100,-42
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-40
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-42
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.311953,41158.000,6692,12,MZ,1,100,-42
1576779104.311953,41158.000,6692,12,MZ,1,100,-41
1576779104.353474,41193.000,6710,2,MZ,1,100,-41
1576779104.394996,41228.000,6710,2,MZ,1,100,-41
1576779104.441264,41267.000,6726,2,MZ,1,100,-41
1576779104.487531,41306.000,6726,2,MZ,1,100,-41
1576779104.526384,41338.750,6744,4,MZ,1,100,-41
1576779104.565237,41371.500,6744,4,MZ,1,100,-42
1576779104.604089,41404.250,6744,4,MZ,1,100,-42
1576779104.642942,41437.000,6744,4,MZ,1,100,-42
1576779104.680905,41469.000,6762,3,MZ,1,100,-42
1576779104.718868,41501.000,6762,3,MZ,1,100,-42
1576779104.756831,41533.000,6762,3,MZ,1,100,-42
1576779104.797562,41567.333,6780,3,MZ,1,100,-41
1576779104.838293,41601.667,6780,3,MZ,1,100,-42
1576779104.879024,41636.000,6780,3,MZ,1,100,-41
1576779104.920546,41671.000,6798,3,MZ,1,100,-42
1576779104.962068,41706.000,6798,3,MZ,1,100,-42
1576779105.003590,41741.000,6798,3,MZ,1,100,-42
1576779105.044519,41775.500,6817,2,MZ,1,100,-42
1576779105.085448,41810.000,6817,2,MZ,1,100,-41
1576779105.128947,41846.667,6835,3,MZ,1,100,-42
1576779105.172446,41883.333,6835,3,MZ,1,100,-42
1576779105.215945,41920.000,6835,3,MZ,1,100,-42
1576779105.253018,41951.250,6852,4,MZ,1,100,-42
1576779105.290092,41982.500,6852,4,MZ,1,100,-42
1576779105.327165,42013.750,6852,4,MZ,1,100,-42
1576779105.364238,42045.000,6852,4,MZ,1,100,-42
1576779105.403783,42078.333,6870,3,MZ,1,100,-42
1576779105.443327,42111.667,6870,3,MZ,1,100,-41
1576779105.482872,42145.000,6870,3,MZ,1,100,-42
1576779105.523998,42179.667,6888,3,MZ,1,100,-42
1576779105.565125,42214.333,6888,3,MZ,1,100,-42
1576779105.606252,42249.000,6888,3,MZ,1,100,-43
1576779105.646983,42283.333,6904,3,MZ,1,100,-42
1576779105.687714,42317.667,6904,3,MZ,1,100,-41
1576779105.728445,42352.000,6904,3,MZ,1,100,-42
1576779105.769374,42386.500,6922,2,MZ,1,100,-43
1576779105.810302,42421.000,6922,2,MZ,1,100,-42
1576779105.850638,42455.000,6940,3,MZ,1,100,-42
1576779105.890974,42489.000,6940,3,MZ,1,100,-42
1576779105.931309,42523.000,6940,3,MZ,1,100,-42
1576779105.970854,42556.333,6959,3,MZ,1,100,-42
1576779106.010399,42589.667,6959,3,MZ,1,100,-42
1576779106.049943,42623.000,6959,3,MZ,1,100,-42
1576779106.089488,42656.333,6977,3,MZ,1,100,-42
1576779106.129033,42689.667,6977,3,MZ,1,100,-43
1576779106.168578,42723.000,6977,3,MZ,1,100,-44
1576779106.209309,42757.333,6995,3,MZ,1,100,-42
1576779106.250040,42791.667,6995,3,MZ,1,100,-42
1576779106.290771,42826.000,6995,3,MZ,1,100,-41
1576779106.332293,42861.000,7013,3,MZ,1,100,-42
1576779106.373815,42896.000,7013,3,MZ,1,100,-42
1576779106.415337,42931.000,7013,3,MZ,1,100,-41
1576779106.452904,42962.667,7031,3,MZ,1,100,-41
1576779106.490472,42994.333,7031,3,MZ,1,100,-42
1576779106.528039,43026.000,7031,3,MZ,1,100,-41
1576779106.567189,43059.000,7048,3,MZ,1,100,-42
1576779106.606338,43092.000,7048,3,MZ,1,100,-43
1576779106.645487,43125.000,7048,3,MZ,1,100,-41
1576779106.688986,43161.667,7066,3,MZ,1,100,-42
1576779106.732486,43198.333,7066,3,MZ,1,100,-43
1576779106.775985,43235.000,7066,3,MZ,1,100,-42
1576779106.816716,43269.333,7084,3,MZ,1,100,-41
1576779106.857447,43303.667,7084,3,MZ,1,100,-41
1576779106.898178,43338.000,7084,3,MZ,1,100,-41
1576779106.938909,43372.333,7100,3,MZ,1,100,-42
1576779106.979640,43406.667,7100,3,MZ,1,100,-42
