EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1576779104.270431,41123.000,6684,11,AX,1,100,-0.568
1576779104.270431,41123.000,6684,11,AX,1,100,-0.566
1576779104.270431,41123.000,6684,11,AX,1,100,-0.576
1576779104.270431,41123.000,6684,11,AX,1,100,-0.558
1576779104.270431,41123.000,6684,11,AX,1,100,-0.566
1576779104.270431,41123.000,6684,11,AX,1,100,-0.582
1576779104.270431,41123.000,6684,11,AX,1,100,-0.578
1576779104.270431,41123.000,6684,11,AX,1,100,-0.572
1576779104.270431,41123.000,6684,11,AX,1,100,-0.582
1576779104.270431,41123.000,6684,11,AX,1,100,-0.557
1576779104.270431,41123.000,6684,11,AX,1,100,-0.575
1576779104.311953,41158.000,6702,3,AX,1,100,-0.566
1576779104.353474,41193.000,6702,3,AX,1,100,-0.589
1576779104.394996,41228.000,6702,3,AX,1,100,-0.584
1576779104.441264,41267.000,6718,2,AX,1,100,-0.578
1576779104.487531,41306.000,6718,2,AX,1,100,-0.583
1576779104.526680,41339.000,6736,3,AX,1,100,-0.586
1576779104.565830,41372.000,6736,3,AX,1,100,-0.585
1576779104.604979,41405.000,6736,3,AX,1,100,-0.565
1576779104.642942,41437.000,6754,3,AX,1,100,-0.577
1576779104.680905,41469.000,6754,3,AX,1,100,-0.569
1576779104.718868,41501.000,6754,3,AX,1,100,-0.575
1576779104.758808,41534.667,6772,3,AX,1,100,-0.578
1576779104.798748,41568.333,6772,3,AX,1,100,-0.559
1576779104.838688,41602.000,6772,3,AX,1,100,-0.561
1576779104.880210,41637.000,6790,3,AX,1,100,-0.574
1576779104.921732,41672.000,6790,3,AX,1,100,-0.565
1576779104.963254,41707.000,6790,3,AX,1,100,-0.563
1576779105.003985,41741.333,6809,3,AX,1,100,-0.574
1576779105.044716,41775.667,6809,3,AX,1,100,-0.570
1576779105.085448,41810.000,6809,3,AX,1,100,-0.554
1576779105.128947,41846.667,6827,3,AX,1,100,-0.571
1576779105.172446,41883.333,6827,3,AX,1,100,-0.553
1576779105.215945,41920.000,6827,3,AX,1,100,-0.564
1576779105.252722,41951.000,6844,3,AX,1,100,-0.562
1576779105.289498,41982.000,6844,3,AX,1,100,-0.559
1576779105.326275,42013.000,6844,3,AX,1,100,-0.569
1576779105.365424,42046.000,6862,3,AX,1,100,-0.556
1576779105.404573,42079.000,6862,3,AX,1,100,-0.572
1576779105.443723,42112.000,6862,3,AX,1,100,-0.563
1576779105.484058,42146.000,6880,3,AX,1,100,-0.562
1576779105.524394,42180.000,6880,3,AX,1,100,-0.552
1576779105.564730,42214.000,6880,3,AX,1,100,-0.568
1576779105.605856,42248.667,6896,3,AX,1,100,-0.564
1576779105.646983,42283.333,6896,3,AX,1,100,-0.571
1576779105.688109,42318.000,6896,3,AX,1,100,-0.562
1576779105.728840,42352.333,6914,3,AX,1,100,-0.556
1576779105.769571,42386.667,6914,3,AX,1,100,-0.562
1576779105.810302,42421.000,6914,3,AX,1,100,-0.561
1576779105.850638,42455.000,6932,3,AX,1,100,-0.558
1576779105.890974,42489.000,6932,3,AX,1,100,-0.567
1576779105.931309,42523.000,6932,3,AX,1,100,-0.557
1576779105.970854,42556.333,6951,3,AX,1,100,-0.565
1576779106.010399,42589.667,6951,3,AX,1,100,-0.558
1576779106.049943,42623.000,6951,3,AX,1,100,-0.560
1576779106.089488,42656.333,6969,3,AX,1,100,-0.560
1576779106.129033,42689.667,6969,3,AX,1,100,-0.559
