RD,TS_received,TS_sent,AK,RoundTrip,
1008180,1008188,2019-12-19_14-30-50-105097,1008192,8,
1013288,1013295,2019-12-19_14-30-56-187973,1013298,7,
1018396,1018403,2019-12-19_14-31-02-236897,1018408,7,
1023504,1023511,2019-12-19_14-31-08-251452,1023514,7,
1028612,1028619,2019-12-19_14-31-14-307845,1028622,7,
1033720,1033891,2019-12-19_14-31-20-610186,1033894,171,
1038828,1038999,2019-12-19_14-31-26-653676,1039002,171,
1043936,1044109,2019-12-19_14-31-32-674058,1044113,173,
1049044,1049122,2019-12-19_14-31-38-626798,1049126,78,
1054152,1054204,2019-12-19_14-31-44-642385,1054209,52,
1059260,1059283,2019-12-19_14-31-50-689416,1059286,23,
1064368,1064376,2019-12-19_14-31-56-671061,1064380,8,
1069476,1069483,2019-12-19_14-32-02-717222,1069488,7,
1074584,1074589,2019-12-19_14-32-08-827389,1074592,5,
1079692,1079698,2019-12-19_14-32-14-899445,1079701,6,
1084800,1084810,2019-12-19_14-32-20-939579,1084813,10,
1089908,1089915,2019-12-19_14-32-27-034602,1089919,7,
1095016,1095023,2019-12-19_14-32-33-113148,1095027,7,
