EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1576779741.493858,578276.000,34470,3,EL,1,100,0.537499
1576779741.493858,578276.000,34470,3,EL,1,100,0.537620
1576779741.493858,578276.000,34470,3,EL,1,100,0.538506
1576779741.561312,578333.000,34488,2,EL,1,100,0.537982
1576779741.628766,578390.000,34488,2,EL,1,100,0.538466
1576779741.692077,578443.500,34504,2,EL,1,100,0.538989
1576779741.755389,578497.000,34504,2,EL,1,100,0.539634
1576779741.818109,578550.000,34522,1,EL,1,100,0.538989
1576779741.886155,578607.500,34541,2,EL,1,100,0.539513
1576779741.954200,578665.000,34541,2,EL,1,100,0.539996
1576779742.023429,578723.500,34559,2,EL,1,100,0.539513
1576779742.092658,578782.000,34559,2,EL,1,100,0.540238
1576779742.158928,578838.000,34577,2,EL,1,100,0.540238
1576779742.225199,578894.000,34577,2,EL,1,100,0.540077
1576779742.290285,578949.000,34595,2,EL,1,100,0.540681
1576779742.355372,579004.000,34595,2,EL,1,100,0.540963
1576779742.415725,579055.000,34613,1,EL,1,100,0.541165
1576779742.481404,579110.500,34630,2,EL,1,100,0.540399
1576779742.547083,579166.000,34630,2,EL,1,100,0.541447
1576779742.616312,579224.500,34648,2,EL,1,100,0.541487
1576779742.685540,579283.000,34648,2,EL,1,100,0.541688
1576779742.751811,579339.000,34666,2,EL,1,100,0.541769
1576779742.818081,579395.000,34666,2,EL,1,100,0.541930
1576779742.884351,579451.000,34682,2,EL,1,100,0.542333
1576779742.950622,579507.000,34682,2,EL,1,100,0.542655
1576779743.013342,579560.000,34701,1,EL,1,100,0.543098
1576779743.077245,579614.000,34719,2,EL,1,100,0.542937
1576779743.141149,579668.000,34719,2,EL,1,100,0.543702
1576779743.210378,579726.500,34737,2,EL,1,100,0.543541
1576779743.279606,579785.000,34737,2,EL,1,100,0.543944
1576779743.347652,579842.500,34755,2,EL,1,100,0.544025
1576779743.415697,579900.000,34755,2,EL,1,100,0.544468
1576779743.481122,579955.286,34773,7,EL,1,100,0.544307
1576779743.546547,580010.571,34773,7,EL,1,100,0.544105
1576779743.611972,580065.857,34773,7,EL,1,100,0.544991
1576779743.677397,580121.143,34773,7,EL,1,100,0.544709
1576779743.742822,580176.429,34773,7,EL,1,100,0.545354
1576779743.808247,580231.714,34773,7,EL,1,100,0.544669
1576779743.873672,580287.000,34773,7,EL,1,100,0.544951
1576779743.940179,580343.200,34792,10,EL,1,100,0.545797
1576779744.006686,580399.400,34792,10,EL,1,100,0.545314
1576779744.073193,580455.600,34792,10,EL,1,100,0.546401
1576779744.139700,580511.800,34792,10,EL,1,100,0.546039
1576779744.206208,580568.000,34792,10,EL,1,100,0.546240
1576779744.272714,580624.200,34792,10,EL,1,100,0.546683
1576779744.339221,580680.400,34792,10,EL,1,100,0.546844
1576779744.405728,580736.600,34792,10,EL,1,100,0.546925
1576779744.472235,580792.800,34792,10,EL,1,100,0.547610
1576779744.538742,580849.000,34792,10,EL,1,100,0.548254
1576779744.605377,580905.308,34810,13,EL,1,100,0.548133
1576779744.672011,580961.615,34810,13,EL,1,100,0.548697
1576779744.738646,581017.923,34810,13,EL,1,100,0.548133
1576779744.805280,581074.231,34810,13,EL,1,100,0.547811
1576779744.871915,581130.538,34810,13,EL,1,100,0.549463
1576779744.938549,581186.846,34810,13,EL,1,100,0.550510
1576779745.005183,581243.154,34810,13,EL,1,100,0.552202
1576779745.071818,581299.462,34810,13,EL,1,100,0.555908
1576779745.138452,581355.769,34810,13,EL,1,100,0.558406
1576779745.205087,581412.077,34810,13,EL,1,100,0.560863
1576779745.271721,581468.385,34810,13,EL,1,100,0.563361
1576779745.338356,581524.692,34810,13,EL,1,100,0.565415
1576779745.404990,581581.000,34810,13,EL,1,100,0.567953
1576779745.471630,581637.313,34829,16,EL,1,100,0.570531
1576779745.538270,581693.625,34829,16,EL,1,100,0.573472
1576779745.604910,581749.938,34829,16,EL,1,100,0.575647
1576779745.671551,581806.250,34829,16,EL,1,100,0.577581
1576779745.738191,581862.563,34829,16,EL,1,100,0.580562
1576779745.804831,581918.875,34829,16,EL,1,100,0.582173
1576779745.871471,581975.188,34829,16,EL,1,100,0.585073
1576779745.938111,582031.500,34829,16,EL,1,100,0.587128
1576779746.004751,582087.813,34829,16,EL,1,100,0.589343
1576779746.071391,582144.125,34829,16,EL,1,100,0.591519
1576779746.138031,582200.438,34829,16,EL,1,100,0.594056
1576779746.204672,582256.750,34829,16,EL,1,100,0.596312
1576779746.271312,582313.063,34829,16,EL,1,100,0.599857
1576779746.337952,582369.375,34829,16,EL,1,100,0.602032
1576779746.404592,582425.688,34829,16,EL,1,100,0.604570
1576779746.471232,582482.000,34829,16,EL,1,100,0.606746
1576779746.537760,582538.217,34851,23,EL,1,100,0.609364
1576779746.604287,582594.435,34851,23,EL,1,100,0.611217
1576779746.670815,582650.652,34851,23,EL,1,100,0.613231
1576779746.737342,582706.870,34851,23,EL,1,100,0.614198
1576779746.803870,582763.087,34851,23,EL,1,100,0.614963
1576779746.870398,582819.304,34851,23,EL,1,100,0.614762
1576779746.936925,582875.522,34851,23,EL,1,100,0.614561
1576779747.003453,582931.739,34851,23,EL,1,100,0.614117
1576779747.069980,582987.957,34851,23,EL,1,100,0.613433
1576779747.136508,583044.174,34851,23,EL,1,100,0.612667
1576779747.203035,583100.391,34851,23,EL,1,100,0.611982
1576779747.269563,583156.609,34851,23,EL,1,100,0.611902
1576779747.336091,583212.826,34851,23,EL,1,100,0.611217
1576779747.402618,583269.043,34851,23,EL,1,100,0.611136
1576779747.469146,583325.261,34851,23,EL,1,100,0.610170
1576779747.535673,583381.478,34851,23,EL,1,100,0.609847
1576779747.602201,583437.696,34851,23,EL,1,100,0.609324
1576779747.668728,583493.913,34851,23,EL,1,100,0.608719
1576779747.735256,583550.130,34851,23,EL,1,100,0.608800
1576779747.801784,583606.348,34851,23,EL,1,100,0.608437
1576779747.868311,583662.565,34851,23,EL,1,100,0.608075
1576779747.934839,583718.783,34851,23,EL,1,100,0.606544
1576779748.001366,583775.000,34851,23,EL,1,100,0.605054
1576779748.066059,583829.667,34871,6,EL,1,100,0.602556
1576779748.130751,583884.333,34871,6,EL,1,100,0.600220
1576779748.195444,583939.000,34871,6,EL,1,100,0.597722
1576779748.260136,583993.667,34871,6,EL,1,100,0.595023
1576779748.324828,584048.333,34871,6,EL,1,100,0.592485
1576779748.389521,584103.000,34871,6,EL,1,100,0.590310
1576779748.461708,584164.000,34890,1,EL,1,100,0.587369
1576779748.527978,584220.000,34908,2,EL,1,100,0.584550
1576779748.594249,584276.000,34908,2,EL,1,100,0.582938
1576779748.661703,584333.000,34926,2,EL,1,100,0.580964
1576779748.729156,584390.000,34926,2,EL,1,100,0.578507
1576779748.798977,584449.000,34944,2,EL,1,100,0.576493
1576779748.868797,584508.000,34944,2,EL,1,100,0.574720
1576779748.931517,584561.000,34963,1,EL,1,100,0.573069
1576779749.001338,584620.000,34980,2,EL,1,100,0.572142
1576779749.071158,584679.000,34980,2,EL,1,100,0.570249
1576779749.136837,584734.500,34998,2,EL,1,100,0.569604
1576779749.202516,584790.000,34998,2,EL,1,100,0.568436
1576779749.270561,584847.500,35014,2,EL,1,100,0.567228
1576779749.338606,584905.000,35014,2,EL,1,100,0.566462
1576779749.406060,584962.000,35032,1,EL,1,100,0.565133
1576779749.472922,585018.500,35050,2,EL,1,100,0.563884
1576779749.539784,585075.000,35050,2,EL,1,100,0.563320
1576779749.603096,585128.500,35068,2,EL,1,100,0.562716
1576779749.666408,585182.000,35068,2,EL,1,100,0.562353
1576779749.733861,585239.000,35086,2,EL,1,100,0.561387
1576779749.801315,585296.000,35086,2,EL,1,100,0.560460
1576779749.864627,585349.500,35104,2,EL,1,100,0.560259
1576779749.927939,585403.000,35104,2,EL,1,100,0.559574
1576779749.996576,585461.000,35123,2,EL,1,100,0.559211
1576779750.065213,585519.000,35123,2,EL,1,100,0.558728
1576779750.130300,585574.000,35141,1,EL,1,100,0.558325
1576779750.200712,585633.500,35158,2,EL,1,100,0.558164
1576779750.271124,585693.000,35158,2,EL,1,100,0.557600
1576779750.338578,585750.000,35176,2,EL,1,100,0.557519
1576779750.406032,585807.000,35176,2,EL,1,100,0.556996
1576779750.474669,585865.000,35192,2,EL,1,100,0.556875
1576779750.543306,585923.000,35192,2,EL,1,100,0.556754
