EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ER
1576779741.493858,578276.000,34471,3,ER,1,100,1.693909
1576779741.493858,578276.000,34471,3,ER,1,100,1.697615
1576779741.493858,578276.000,34471,3,ER,1,100,1.699226
1576779741.561312,578333.000,34489,2,ER,1,100,1.699629
1576779741.628766,578390.000,34489,2,ER,1,100,1.701724
1576779741.692077,578443.500,34505,2,ER,1,100,1.701724
1576779741.755389,578497.000,34505,2,ER,1,100,1.700435
1576779741.818109,578550.000,34523,1,ER,1,100,1.701240
1576779741.886155,578607.500,34542,2,ER,1,100,1.703214
1576779741.954200,578665.000,34542,2,ER,1,100,1.704624
1576779742.023429,578723.500,34560,2,ER,1,100,1.702972
1576779742.092658,578782.000,34560,2,ER,1,100,1.705349
1576779742.158928,578838.000,34578,2,ER,1,100,1.703818
1576779742.225199,578894.000,34578,2,ER,1,100,1.705228
1576779742.290285,578949.000,34596,2,ER,1,100,1.705550
1576779742.355372,579004.000,34596,2,ER,1,100,1.705349
1576779742.415725,579055.000,34614,1,ER,1,100,1.706477
1576779742.481404,579110.500,34631,2,ER,1,100,1.705389
1576779742.547083,579166.000,34631,2,ER,1,100,1.706477
1576779742.616312,579224.500,34649,2,ER,1,100,1.702690
1576779742.685540,579283.000,34649,2,ER,1,100,1.704342
1576779742.751811,579339.000,34667,2,ER,1,100,1.702811
1576779742.818081,579395.000,34667,2,ER,1,100,1.704624
1576779742.884351,579451.000,34683,2,ER,1,100,1.704503
1576779742.950622,579507.000,34683,2,ER,1,100,1.705510
1576779743.013933,579560.500,34702,2,ER,1,100,1.705309
1576779743.077245,579614.000,34702,2,ER,1,100,1.705309
1576779743.141149,579668.000,34720,1,ER,1,100,1.706638
1576779743.210378,579726.500,34738,2,ER,1,100,1.703053
1576779743.279606,579785.000,34738,2,ER,1,100,1.704745
1576779743.347652,579842.500,34756,2,ER,1,100,1.703214
1576779743.415697,579900.000,34756,2,ER,1,100,1.706235
1576779743.481122,579955.286,34774,7,ER,1,100,1.705913
1576779743.546547,580010.571,34774,7,ER,1,100,1.716145
1576779743.611972,580065.857,34774,7,ER,1,100,1.712721
1576779743.677397,580121.143,34774,7,ER,1,100,1.711432
1576779743.742822,580176.429,34774,7,ER,1,100,1.711835
1576779743.808247,580231.714,34774,7,ER,1,100,1.711955
1576779743.873672,580287.000,34774,7,ER,1,100,1.711512
1576779743.940179,580343.200,34793,10,ER,1,100,1.703697
1576779744.006686,580399.400,34793,10,ER,1,100,1.707565
1576779744.073193,580455.600,34793,10,ER,1,100,1.712036
1576779744.139700,580511.800,34793,10,ER,1,100,1.710183
1576779744.206208,580568.000,34793,10,ER,1,100,1.712036
1576779744.272714,580624.200,34793,10,ER,1,100,1.711512
1576779744.339221,580680.400,34793,10,ER,1,100,1.710908
1576779744.405728,580736.600,34793,10,ER,1,100,1.710183
1576779744.472235,580792.800,34793,10,ER,1,100,1.710264
1576779744.538742,580849.000,34793,10,ER,1,100,1.709055
1576779744.605377,580905.308,34811,13,ER,1,100,1.702046
1576779744.672011,580961.615,34811,13,ER,1,100,1.697856
1576779744.738646,581017.923,34811,13,ER,1,100,1.704584
1576779744.805280,581074.231,34811,13,ER,1,100,1.703536
1576779744.871915,581130.538,34811,13,ER,1,100,1.800941
1576779744.938549,581186.846,34811,13,ER,1,100,1.906483
1576779745.005183,581243.154,34811,13,ER,1,100,1.953977
1576779745.071818,581299.462,34811,13,ER,1,100,1.961067
1576779745.138452,581355.769,34811,13,ER,1,100,1.961308
1576779745.205087,581412.077,34811,13,ER,1,100,1.964088
1576779745.271721,581468.385,34811,13,ER,1,100,1.960301
1576779745.338356,581524.692,34811,13,ER,1,100,1.946444
1576779745.404990,581581.000,34811,13,ER,1,100,1.935245
1576779745.471630,581637.313,34830,16,ER,1,100,1.939435
1576779745.538270,581693.625,34830,16,ER,1,100,1.951117
1576779745.604910,581749.938,34830,16,ER,1,100,1.924288
1576779745.671551,581806.250,34830,16,ER,1,100,1.976012
1576779745.738191,581862.563,34830,16,ER,1,100,1.965941
1576779745.804831,581918.875,34830,16,ER,1,100,1.944067
1576779745.871471,581975.188,34830,16,ER,1,100,1.932264
1576779745.938111,582031.500,34830,16,ER,1,100,1.953292
1576779746.004751,582087.813,34830,16,ER,1,100,1.945115
1576779746.071391,582144.125,34830,16,ER,1,100,1.934681
1576779746.138031,582200.438,34830,16,ER,1,100,1.974360
1576779746.204672,582256.750,34830,16,ER,1,100,1.982296
1576779746.271312,582313.063,34830,16,ER,1,100,2.005781
1576779746.337952,582369.375,34830,16,ER,1,100,1.955467
1576779746.404592,582425.688,34830,16,ER,1,100,1.942698
1576779746.471232,582482.000,34830,16,ER,1,100,1.935850
1576779746.537760,582538.217,34852,23,ER,1,100,1.917400
1576779746.604287,582594.435,34852,23,ER,1,100,1.892747
1576779746.670815,582650.652,34852,23,ER,1,100,1.863340
1576779746.737342,582706.870,34852,23,ER,1,100,1.854558
1576779746.803870,582763.087,34852,23,ER,1,100,1.768916
1576779746.870398,582819.304,34852,23,ER,1,100,1.652175
1576779746.936925,582875.522,34852,23,ER,1,100,1.626434
1576779747.003453,582931.739,34852,23,ER,1,100,1.612657
1576779747.069980,582987.957,34852,23,ER,1,100,1.616605
1576779747.136508,583044.174,34852,23,ER,1,100,1.628207
