EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1576779110.209259,46129.000,7567,2,RD,1,100,TL
1576779110.209259,46129.000,7567,2,RD,1,100,TU
1576779113.239176,48683.000,8463,2,RD,1,100,TL
1576779116.269093,51237.000,8463,2,RD,1,100,TU
1576779119.299011,53791.000,9360,2,RD,1,100,TL
1576779122.328928,56345.000,9360,2,RD,1,100,TU
1576779125.358845,58899.000,10256,2,RD,1,100,TL
1576779128.388763,61453.000,10256,2,RD,1,100,TU
1576779131.418680,64007.000,11152,2,RD,1,100,TL
1576779134.448598,66561.000,11152,2,RD,1,100,TU
1576779137.478515,69115.000,12048,2,RD,1,100,TL
1576779140.508432,71669.000,12048,2,RD,1,100,TU
1576779143.538350,74223.000,12944,2,RD,1,100,TL
1576779146.568267,76777.000,12944,2,RD,1,100,TU
1576779149.598185,79331.000,13842,2,RD,1,100,TL
1576779152.628102,81885.000,13842,2,RD,1,100,TU
1576779155.658020,84439.000,14738,2,RD,1,100,TL
1576779158.687937,86993.000,14738,2,RD,1,100,TU
1576779161.717854,89547.000,15634,2,RD,1,100,TL
1576779164.747772,92101.000,15634,2,RD,1,100,TU
1576779167.777689,94655.000,16530,2,RD,1,100,TL
1576779170.807606,97209.000,16530,2,RD,1,100,TU
1576779173.837524,99763.000,17424,2,RD,1,100,TL
1576779176.867441,102317.000,17424,2,RD,1,100,TU
1576779179.897359,104871.000,18321,2,RD,1,100,TL
1576779182.927276,107425.000,18321,2,RD,1,100,TU
1576779185.957193,109979.000,19217,2,RD,1,100,TL
1576779188.987111,112533.000,19217,2,RD,1,100,TU
1576779192.017028,115087.000,20113,2,RD,1,100,TL
1576779195.046946,117641.000,20113,2,RD,1,100,TU
1576779198.076863,120195.000,21009,2,RD,1,100,TL
1576779201.106781,122749.000,21009,2,RD,1,100,TU
1576779204.136698,125303.000,21905,2,RD,1,100,TL
1576779207.166615,127857.000,21905,2,RD,1,100,TU
1576779210.196533,130411.000,22802,2,RD,1,100,TL
1576779213.226450,132965.000,22802,2,RD,1,100,TU
1576779216.256367,135519.000,23698,2,RD,1,100,TL
1576779219.286285,138073.000,23698,2,RD,1,100,TU
1576779222.316202,140627.000,24595,2,RD,1,100,TL
1576779225.346120,143181.000,24595,2,RD,1,100,TU
1576779228.376037,145735.000,25491,2,RD,1,100,TL
1576779231.405955,148289.000,25491,2,RD,1,100,TU
1576779234.435872,150843.000,26389,2,RD,1,100,TL
1576779237.465789,153397.000,26389,2,RD,1,100,TU
1576779240.495707,155951.000,27285,2,RD,1,100,TL
1576779243.525624,158505.000,27285,2,RD,1,100,TU
1576779246.555542,161059.000,28184,2,RD,1,100,TL
1576779249.585459,163613.000,28184,2,RD,1,100,TU
1576779252.615376,166167.000,29080,2,RD,1,100,TL
1576779255.645294,168721.000,29080,2,RD,1,100,TU
1576779258.675211,171275.000,29976,2,RD,1,100,TL
1576779261.705128,173829.000,29976,2,RD,1,100,TU
1576779264.735046,176383.000,30872,2,RD,1,100,TL
1576779267.764963,178937.000,30872,2,RD,1,100,TU
1576779270.794881,181491.000,31769,2,RD,1,100,TL
1576779273.824798,184045.000,31769,2,RD,1,100,TU
1576779276.854716,186599.000,32665,2,RD,1,100,TL
1576779279.884633,189153.000,32665,2,RD,1,100,TU
1576779282.914550,191707.000,33561,2,RD,1,100,TL
1576779285.944468,194261.000,33561,2,RD,1,100,TU
1576779288.974385,196815.000,34457,2,RD,1,100,TL
1576779292.004303,199369.000,34457,2,RD,1,100,TU
1576779295.034220,201923.000,35355,2,RD,1,100,TL
1576779298.064137,204477.000,35355,2,RD,1,100,TU
1576779301.094055,207031.000,36251,2,RD,1,100,TL
1576779304.123972,209585.000,36251,2,RD,1,100,TU
1576779307.153889,212139.000,37147,2,RD,1,100,TL
1576779310.183807,214693.000,37147,2,RD,1,100,TU
