EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1576779104.227722,41087.000,6678,2,EA,1,100,0.501039
1576779104.227722,41087.000,6678,2,EA,1,100,0.500844
1576779104.295344,41144.000,6696,2,EA,1,100,0.500789
1576779104.362965,41201.000,6696,2,EA,1,100,0.500506
1576779104.430587,41258.000,6714,2,EA,1,100,0.499270
1576779104.498208,41315.000,6714,2,EA,1,100,0.498404
1576779104.564050,41370.500,6730,2,EA,1,100,0.498307
1576779104.629892,41426.000,6730,2,EA,1,100,0.498217
1576779104.690396,41477.000,6748,1,EA,1,100,0.498055
1576779104.756831,41533.000,6766,2,EA,1,100,0.497923
1576779104.823266,41589.000,6766,2,EA,1,100,0.497862
1576779104.893260,41648.000,6784,2,EA,1,100,0.497847
1576779104.963254,41707.000,6784,2,EA,1,100,0.497855
1576779105.029689,41763.000,6803,2,EA,1,100,0.497837
1576779105.096125,41819.000,6803,2,EA,1,100,0.497761
1576779105.163746,41876.000,6821,2,EA,1,100,0.497601
1576779105.231368,41933.000,6821,2,EA,1,100,0.497348
1576779105.290685,41983.000,6839,1,EA,1,100,0.497390
1576779105.354747,42037.000,6856,2,EA,1,100,0.497398
1576779105.418810,42091.000,6856,2,EA,1,100,0.497316
1576779105.487617,42149.000,6874,2,EA,1,100,0.497107
1576779105.556425,42207.000,6874,2,EA,1,100,0.496994
1576779105.622267,42262.500,6892,2,EA,1,100,0.496914
1576779105.688109,42318.000,6892,2,EA,1,100,0.496834
1576779105.756917,42376.000,6908,2,EA,1,100,0.496637
1576779105.825725,42434.000,6908,2,EA,1,100,0.496523
1576779105.885042,42484.000,6926,1,EA,1,100,0.496487
1576779105.949105,42538.000,6945,2,EA,1,100,0.496382
1576779106.013167,42592.000,6945,2,EA,1,100,0.496335
1576779106.080788,42649.000,6963,2,EA,1,100,0.496313
1576779106.148410,42706.000,6963,2,EA,1,100,0.496104
1576779106.216031,42763.000,6981,2,EA,1,100,0.496088
1576779106.283653,42820.000,6981,2,EA,1,100,0.495988
1576779106.351867,42877.500,6999,2,EA,1,100,0.496001
1576779106.420082,42935.000,6999,2,EA,1,100,0.495822
1576779106.483552,42988.500,7017,2,EA,1,100,0.495675
1576779106.547021,43042.000,7017,2,EA,1,100,0.495590
1576779106.609897,43095.000,7035,1,EA,1,100,0.495572
1576779106.676925,43151.500,7052,2,EA,1,100,0.495588
1576779106.743953,43208.000,7052,2,EA,1,100,0.495388
1576779106.811575,43265.000,7070,2,EA,1,100,0.495288
1576779106.879197,43322.000,7070,2,EA,1,100,0.495244
1576779106.948004,43380.000,7088,2,EA,1,100,0.495271
1576779107.016812,43438.000,7088,2,EA,1,100,0.495099
1576779107.080281,43491.500,7105,2,EA,1,100,0.495033
1576779107.143751,43545.000,7105,2,EA,1,100,0.494795
1576779107.206627,43598.000,7123,1,EA,1,100,0.494765
1576779107.271876,43653.000,7141,2,EA,1,100,0.494581
1576779107.337125,43708.000,7141,2,EA,1,100,0.494574
1576779107.404746,43765.000,7159,2,EA,1,100,0.494441
1576779107.472368,43822.000,7159,2,EA,1,100,0.494216
1576779107.541769,43880.500,7177,2,EA,1,100,0.494316
1576779107.611170,43939.000,7177,2,EA,1,100,0.494040
1576779107.676418,43994.000,7195,2,EA,1,100,0.493930
1576779107.741667,44049.000,7195,2,EA,1,100,0.493777
1576779107.802764,44100.500,7213,2,EA,1,100,0.493702
1576779107.863860,44152.000,7213,2,EA,1,100,0.493573
1576779107.935041,44212.000,7231,1,EA,1,100,0.493609
1576779108.001476,44268.000,7249,2,EA,1,100,0.493387
1576779108.067911,44324.000,7249,2,EA,1,100,0.493340
1576779108.137312,44382.500,7267,2,EA,1,100,0.493295
1576779108.206713,44441.000,7267,2,EA,1,100,0.493153
1576779108.271962,44496.000,7283,2,EA,1,100,0.493000
1576779108.337211,44551.000,7283,2,EA,1,100,0.492801
1576779108.399494,44603.500,7301,2,EA,1,100,0.492654
1576779108.461777,44656.000,7301,2,EA,1,100,0.492715
1576779108.529398,44713.000,7319,1,EA,1,100,0.491823
1576779108.596426,44769.500,7337,2,EA,1,100,0.489465
1576779108.663455,44826.000,7337,2,EA,1,100,0.487105
1576779108.731669,44883.500,7355,2,EA,1,100,0.485011
1576779108.799884,44941.000,7355,2,EA,1,100,0.481322
1576779108.868692,44999.000,7373,2,EA,1,100,0.479656
1576779108.937500,45057.000,7373,2,EA,1,100,0.478439
1576779109.000376,45110.000,7392,2,EA,1,100,0.480442
1576779109.063252,45163.000,7392,2,EA,1,100,0.478423
1576779109.128501,45218.000,7410,1,EA,1,100,0.477665
1576779109.195529,45274.500,7427,2,EA,1,100,0.477585
1576779109.262558,45331.000,7427,2,EA,1,100,0.477371
1576779109.330179,45388.000,7445,2,EA,1,100,0.477098
1576779109.397800,45445.000,7445,2,EA,1,100,0.477258
1576779109.468388,45504.500,7461,2,EA,1,100,0.477209
1576779109.538975,45564.000,7461,2,EA,1,100,0.476703
1576779109.601258,45616.500,7479,2,EA,1,100,0.476764
1576779109.663541,45669.000,7479,2,EA,1,100,0.474892
1576779109.727604,45723.000,7497,1,EA,1,100,0.475692
1576779109.793446,45778.500,7515,2,EA,1,100,0.476116
1576779109.859288,45834.000,7515,2,EA,1,100,0.476243
1576779109.928095,45892.000,7533,2,EA,1,100,0.475857
1576779109.996903,45950.000,7533,2,EA,1,100,0.475897
1576779110.066304,46008.500,7552,2,EA,1,100,0.475945
