RD,TS_received,TS_sent,AK,RoundTrip,
561250,561258,2019-11-28_10-13-05-410901,561261,8,
566358,566364,2019-11-28_10-13-11-483673,566368,6,
571466,571530,2019-11-28_10-13-17-623588,571534,64,
576574,576581,2019-11-28_10-13-23-637493,576585,7,
581682,581712,2019-11-28_10-13-29-659012,581715,30,
586790,586879,2019-11-28_10-13-35-736964,586882,89,
591898,591906,2019-11-28_10-13-41-679303,591910,8,
597006,597012,2019-11-28_10-13-47-692969,597016,6,
602114,602120,2019-11-28_10-13-53-802054,602123,6,
607222,607228,2019-11-28_10-13-59-812563,607233,6,
612330,612344,2019-11-28_10-14-05-924561,612347,14,
617438,617447,2019-11-28_10-14-11-941739,617448,9,
622546,622648,2019-11-28_10-14-18-146622,622718,102,
